old_record_key,new_record_key,status,match_rule,n_matches,all_matches,old_candidates
C_C_Song,VISNIR_ANY_C_Song_0.3_1.1um,UNIQUE,middle_exact:C_Song,1,VISNIR_ANY_C_Song_0.3_1.1um,C_C_Song;C_Song
C_C_Song-Arc,VISNIR_ANY_C_Song-Arc_0.371_1.1um,UNIQUE,middle_exact:C_Song-Arc,1,VISNIR_ANY_C_Song-Arc_0.371_1.1um,C_C_Song-Arc;C_Song-Arc
C_C_Song-HiPco,VISNIR_ANY_C_Song-HiPco_0.371_1.1um,UNIQUE,middle_exact:C_Song-HiPco,1,VISNIR_ANY_C_Song-HiPco_0.371_1.1um,C_C_Song-HiPco;C_Song-HiPco
C_C_Song-cHOPG-e,VISNIR_ANY_C_Song-cHOPG-e_0.3_1.1um,UNIQUE,middle_exact:C_Song-cHOPG-e,1,VISNIR_ANY_C_Song-cHOPG-e_0.3_1.1um,C_C_Song-cHOPG-e;C_Song-cHOPG-e
C_C_Song-cHOPG-o,VISNIR_ANY_C_Song-cHOPG-o_0.3_1.1um,UNIQUE,middle_exact:C_Song-cHOPG-o,1,VISNIR_ANY_C_Song-cHOPG-o_0.3_1.1um,C_C_Song-cHOPG-o;C_Song-cHOPG-o
C_C_Song-sHOPG-e,VISNIR_ANY_C_Song-sHOPG-e_0.3_1.1um,UNIQUE,middle_exact:C_Song-sHOPG-e,1,VISNIR_ANY_C_Song-sHOPG-e_0.3_1.1um,C_C_Song-sHOPG-e;C_Song-sHOPG-e
C_C_Song-sHOPG-o,VISNIR_ANY_C_Song-sHOPG-o_0.3_1.1um,UNIQUE,middle_exact:C_Song-sHOPG-o,1,VISNIR_ANY_C_Song-sHOPG-o_0.3_1.1um,C_C_Song-sHOPG-o;C_Song-sHOPG-o
C_C_Taylor,VISNIR_ANY_C_Taylor_0.3_1.1um,UNIQUE,middle_exact:C_Taylor,1,VISNIR_ANY_C_Taylor_0.3_1.1um,C_C_Taylor;C_Taylor
C_C_Tikuisis,VISNIR_ANY_C_Tikuisis_0.3_1.1um,UNIQUE,middle_exact:C_Tikuisis,1,VISNIR_ANY_C_Tikuisis_0.3_1.1um,C_C_Tikuisis;C_Tikuisis
C_C_Weber,VISNIR_ANY_C_Weber_0.3_0.999um,UNIQUE,middle_exact:C_Weber,1,VISNIR_ANY_C_Weber_0.3_0.999um,C_C_Weber;C_Weber
CdS_CdS_Ninomiya-e,VISNIR_ANY_CdS_Ninomiya-e_0.3_1.033um,UNIQUE,middle_exact:CdS_Ninomiya-e,1,VISNIR_ANY_CdS_Ninomiya-e_0.3_1.033um,CdS_CdS_Ninomiya-e;CdS_Ninomiya-e
CdS_CdS_Ninomiya-o,VISNIR_ANY_CdS_Ninomiya-o_0.3_1.033um,UNIQUE,middle_exact:CdS_Ninomiya-o,1,VISNIR_ANY_CdS_Ninomiya-o_0.3_1.033um,CdS_CdS_Ninomiya-o;CdS_Ninomiya-o
CdS_CdS_Treharne,VISNIR_ANY_CdS_Treharne_0.3014_1.1um,UNIQUE,middle_exact:CdS_Treharne,1,VISNIR_ANY_CdS_Treharne_0.3014_1.1um,CdS_CdS_Treharne;CdS_Treharne
CdSe_CdSe_Ninomiya-cubic,VISNIR_ANY_CdSe_Ninomiya-cubic_0.3_0.8266um,UNIQUE,middle_exact:CdSe_Ninomiya-cubic,1,VISNIR_ANY_CdSe_Ninomiya-cubic_0.3_0.8266um,CdSe_CdSe_Ninomiya-cubic;CdSe_Ninomiya-cubic
CdSe_CdSe_Ninomiya-e,VISNIR_ANY_CdSe_Ninomiya-e_0.3_1.033um,UNIQUE,middle_exact:CdSe_Ninomiya-e,1,VISNIR_ANY_CdSe_Ninomiya-e_0.3_1.033um,CdSe_CdSe_Ninomiya-e;CdSe_Ninomiya-e
CdSe_CdSe_Ninomiya-o,VISNIR_ANY_CdSe_Ninomiya-o_0.3_1.033um,UNIQUE,middle_exact:CdSe_Ninomiya-o,1,VISNIR_ANY_CdSe_Ninomiya-o_0.3_1.033um,CdSe_CdSe_Ninomiya-o;CdSe_Ninomiya-o
CdTe_CdTe_Adachi,VISNIR_ANY_CdTe_Adachi_0.3_1.1um,UNIQUE,middle_exact:CdTe_Adachi,1,VISNIR_ANY_CdTe_Adachi_0.3_1.1um,CdTe_CdTe_Adachi;CdTe_Adachi
CdTe_CdTe_Treharne,VISNIR_ANY_CdTe_Treharne_0.3014_1.1um,UNIQUE,middle_exact:CdTe_Treharne,1,VISNIR_ANY_CdTe_Treharne_0.3014_1.1um,CdTe_CdTe_Treharne;CdTe_Treharne
Co_Co_Johnson,VISNIR_ANY_Co_Johnson_0.3_1.1um,UNIQUE,middle_exact:Co_Johnson,1,VISNIR_ANY_Co_Johnson_0.3_1.1um,Co_Co_Johnson;Co_Johnson
Co_Co_Werner,VISNIR_ANY_Co_Werner_0.3_1.1um,UNIQUE,middle_exact:Co_Werner,1,VISNIR_ANY_Co_Werner_0.3_1.1um,Co_Co_Werner;Co_Werner
Co_Co_Werner-DFT,VISNIR_ANY_Co_Werner-DFT_0.3_1.1um,UNIQUE,middle_exact:Co_Werner-DFT,1,VISNIR_ANY_Co_Werner-DFT_0.3_1.1um,Co_Co_Werner-DFT;Co_Werner-DFT
Cr_Cr_Johnson,VISNIR_ANY_Cr_Johnson_0.3_1.1um,UNIQUE,middle_exact:Cr_Johnson,1,VISNIR_ANY_Cr_Johnson_0.3_1.1um,Cr_Cr_Johnson;Cr_Johnson
Cr_Cr_Rakic-BB,VISNIR_ANY_Cr_Rakic-BB_0.3_1.1um,UNIQUE,middle_exact:Cr_Rakic-BB,1,VISNIR_ANY_Cr_Rakic-BB_0.3_1.1um,Cr_Cr_Rakic-BB;Cr_Rakic-BB
Cr_Cr_Rakic-LD,VISNIR_ANY_Cr_Rakic-LD_0.3_1.1um,UNIQUE,middle_exact:Cr_Rakic-LD,1,VISNIR_ANY_Cr_Rakic-LD_0.3_1.1um,Cr_Cr_Rakic-LD;Cr_Rakic-LD
Cr_Cr_Sytchkova,VISNIR_ANY_Cr_Sytchkova_0.3_1.1um,UNIQUE,middle_exact:Cr_Sytchkova,1,VISNIR_ANY_Cr_Sytchkova_0.3_1.1um,Cr_Cr_Sytchkova;Cr_Sytchkova
Cu_Cu_Babar,VISNIR_ANY_Cu_Babar_0.3_1.1um,UNIQUE,middle_exact:Cu_Babar,1,VISNIR_ANY_Cu_Babar_0.3_1.1um,Cu_Cu_Babar;Cu_Babar
Cu_Cu_Hagemann,VISNIR_ANY_Cu_Hagemann_0.3_1.1um,UNIQUE,middle_exact:Cu_Hagemann,1,VISNIR_ANY_Cu_Hagemann_0.3_1.1um,Cu_Cu_Hagemann;Cu_Hagemann
Cu_Cu_Johnson,VISNIR_ANY_Cu_Johnson_0.3_1.1um,UNIQUE,middle_exact:Cu_Johnson,1,VISNIR_ANY_Cu_Johnson_0.3_1.1um,Cu_Cu_Johnson;Cu_Johnson
Cu_Cu_McPeak,VISNIR_ANY_Cu_McPeak_0.3_1.1um,UNIQUE,middle_exact:Cu_McPeak,1,VISNIR_ANY_Cu_McPeak_0.3_1.1um,Cu_Cu_McPeak;Cu_McPeak
Cu_Cu_Querry,VISNIR_ANY_Cu_Querry_0.3_1.1um,UNIQUE,middle_exact:Cu_Querry,1,VISNIR_ANY_Cu_Querry_0.3_1.1um,Cu_Cu_Querry;Cu_Querry
Cu_Cu_Rakic-BB,VISNIR_ANY_Cu_Rakic-BB_0.3_1.1um,UNIQUE,middle_exact:Cu_Rakic-BB,1,VISNIR_ANY_Cu_Rakic-BB_0.3_1.1um,Cu_Cu_Rakic-BB;Cu_Rakic-BB
Cu_Cu_Rakic-LD,VISNIR_ANY_Cu_Rakic-LD_0.3_1.1um,UNIQUE,middle_exact:Cu_Rakic-LD,1,VISNIR_ANY_Cu_Rakic-LD_0.3_1.1um,Cu_Cu_Rakic-LD;Cu_Rakic-LD
Cu_Cu_Stahrenberg,VISNIR_ANY_Cu_Stahrenberg_0.3_0.4959um,UNIQUE,middle_exact:Cu_Stahrenberg,1,VISNIR_ANY_Cu_Stahrenberg_0.3_0.4959um,Cu_Cu_Stahrenberg;Cu_Stahrenberg
Cu_Cu_Werner,VISNIR_ANY_Cu_Werner_0.3_1.1um,UNIQUE,middle_exact:Cu_Werner,1,VISNIR_ANY_Cu_Werner_0.3_1.1um,Cu_Cu_Werner;Cu_Werner
Cu_Cu_Werner-DFT,VISNIR_ANY_Cu_Werner-DFT_0.3_1.1um,UNIQUE,middle_exact:Cu_Werner-DFT,1,VISNIR_ANY_Cu_Werner-DFT_0.3_1.1um,Cu_Cu_Werner-DFT;Cu_Werner-DFT
Fe2O3_Fe2O3_Querry-e,VISNIR_ANY_Fe2O3_Querry-e_0.3_1.1um,UNIQUE,middle_exact:Fe2O3_Querry-e,1,VISNIR_ANY_Fe2O3_Querry-e_0.3_1.1um,Fe2O3_Fe2O3_Querry-e;Fe2O3_Querry-e
Fe2O3_Fe2O3_Querry-o,VISNIR_ANY_Fe2O3_Querry-o_0.3_1.1um,UNIQUE,middle_exact:Fe2O3_Querry-o,1,VISNIR_ANY_Fe2O3_Querry-o_0.3_1.1um,Fe2O3_Fe2O3_Querry-o;Fe2O3_Querry-o
Fe3O4_Fe3O4_Querry,VISNIR_ANY_Fe3O4_Querry_0.3_1.1um,UNIQUE,middle_exact:Fe3O4_Querry,1,VISNIR_ANY_Fe3O4_Querry_0.3_1.1um,Fe3O4_Fe3O4_Querry;Fe3O4_Querry
Fe_Fe_Johnson,VISNIR_ANY_Fe_Johnson_0.3_1.1um,UNIQUE,middle_exact:Fe_Johnson,1,VISNIR_ANY_Fe_Johnson_0.3_1.1um,Fe_Fe_Johnson;Fe_Johnson
Fe_Fe_Querry,VISNIR_ANY_Fe_Querry_0.3_1.1um,UNIQUE,middle_exact:Fe_Querry,1,VISNIR_ANY_Fe_Querry_0.3_1.1um,Fe_Fe_Querry;Fe_Querry
Fe_Fe_Werner,VISNIR_ANY_Fe_Werner_0.3_1.1um,UNIQUE,middle_exact:Fe_Werner,1,VISNIR_ANY_Fe_Werner_0.3_1.1um,Fe_Fe_Werner;Fe_Werner
Fe_Fe_Werner-DFT,VISNIR_ANY_Fe_Werner-DFT_0.3_1.1um,UNIQUE,middle_exact:Fe_Werner-DFT,1,VISNIR_ANY_Fe_Werner-DFT_0.3_1.1um,Fe_Fe_Werner-DFT;Fe_Werner-DFT
GaAs_GaAs_Adachi,VISNIR_ANY_GaAs_Adachi_0.3_1.1um,UNIQUE,middle_exact:GaAs_Adachi,1,VISNIR_ANY_GaAs_Adachi_0.3_1.1um,GaAs_GaAs_Adachi;GaAs_Adachi
GaAs_GaAs_Aspnes,VISNIR_ANY_GaAs_Aspnes_0.3_0.8266um,UNIQUE,middle_exact:GaAs_Aspnes,1,VISNIR_ANY_GaAs_Aspnes_0.3_0.8266um,GaAs_GaAs_Aspnes;GaAs_Aspnes
GaAs_GaAs_Franta-300K,VISNIR_ANY_GaAs_Franta-300K_0.8952_1.1um,UNIQUE,middle_exact:GaAs_Franta-300K,1,VISNIR_ANY_GaAs_Franta-300K_0.8952_1.1um,GaAs_GaAs_Franta-300K;GaAs_Franta-300K
GaAs_GaAs_Franta-370K,VISNIR_ANY_GaAs_Franta-370K_0.9223_1.1um,UNIQUE,middle_exact:GaAs_Franta-370K,1,VISNIR_ANY_GaAs_Franta-370K_0.9223_1.1um,GaAs_GaAs_Franta-370K;GaAs_Franta-370K
GaAs_GaAs_Franta-440K,VISNIR_ANY_GaAs_Franta-440K_0.9521_1.1um,UNIQUE,middle_exact:GaAs_Franta-440K,1,VISNIR_ANY_GaAs_Franta-440K_0.9521_1.1um,GaAs_GaAs_Franta-440K;GaAs_Franta-440K
GaAs_GaAs_Gadras,VISNIR_ANY_GaAs_Gadras_0.4502_1.1um,UNIQUE,middle_exact:GaAs_Gadras,1,VISNIR_ANY_GaAs_Gadras_0.4502_1.1um,GaAs_GaAs_Gadras;GaAs_Gadras
GaAs_GaAs_Jellison,VISNIR_ANY_GaAs_Jellison_0.3_0.84um,UNIQUE,middle_exact:GaAs_Jellison,1,VISNIR_ANY_GaAs_Jellison_0.3_0.84um,GaAs_GaAs_Jellison;GaAs_Jellison
GaAs_GaAs_Ozaki,VISNIR_ANY_GaAs_Ozaki_0.3_1.033um,UNIQUE,middle_exact:GaAs_Ozaki,1,VISNIR_ANY_GaAs_Ozaki_0.3_1.033um,GaAs_GaAs_Ozaki;GaAs_Ozaki
GaAs_GaAs_Papatryfonos,VISNIR_ANY_GaAs_Papatryfonos_0.3_1.1um,UNIQUE,middle_exact:GaAs_Papatryfonos,1,VISNIR_ANY_GaAs_Papatryfonos_0.3_1.1um,GaAs_GaAs_Papatryfonos;GaAs_Papatryfonos
GaAs_GaAs_Rakic,VISNIR_ANY_GaAs_Rakic_0.3_1.1um,UNIQUE,middle_exact:GaAs_Rakic,1,VISNIR_ANY_GaAs_Rakic_0.3_1.1um,GaAs_GaAs_Rakic;GaAs_Rakic
GaN_GaN_Kawashima,VISNIR_ANY_GaN_Kawashima_0.3_0.9919um,UNIQUE,middle_exact:GaN_Kawashima,1,VISNIR_ANY_GaN_Kawashima_0.3_0.9919um,GaN_GaN_Kawashima;GaN_Kawashima
GaN_GaN_Lin-wurtzite,VISNIR_ANY_GaN_Lin-wurtzite_0.3681_0.9917um,UNIQUE,middle_exact:GaN_Lin-wurtzite,1,VISNIR_ANY_GaN_Lin-wurtzite_0.3681_0.9917um,GaN_GaN_Lin-wurtzite;GaN_Lin-wurtzite
GaN_GaN_Lin-zincblende,VISNIR_ANY_GaN_Lin-zincblende_0.3854_0.9603um,UNIQUE,middle_exact:GaN_Lin-zincblende,1,VISNIR_ANY_GaN_Lin-zincblende_0.3854_0.9603um,GaN_GaN_Lin-zincblende;GaN_Lin-zincblende
GaP_GaP_Adachi,VISNIR_ANY_GaP_Adachi_0.3_1.1um,UNIQUE,middle_exact:GaP_Adachi,1,VISNIR_ANY_GaP_Adachi_0.3_1.1um,GaP_GaP_Adachi;GaP_Adachi
GaP_GaP_Aspnes,VISNIR_ANY_GaP_Aspnes_0.3_0.8266um,UNIQUE,middle_exact:GaP_Aspnes,1,VISNIR_ANY_GaP_Aspnes_0.3_0.8266um,GaP_GaP_Aspnes;GaP_Aspnes
GaP_GaP_Jellison,VISNIR_ANY_GaP_Jellison_0.3_0.84um,UNIQUE,middle_exact:GaP_Jellison,1,VISNIR_ANY_GaP_Jellison_0.3_0.84um,GaP_GaP_Jellison;GaP_Jellison
GaP_GaP_Khmelevskaia,VISNIR_ANY_GaP_Khmelevskaia_0.3_1.1um,UNIQUE,middle_exact:GaP_Khmelevskaia,1,VISNIR_ANY_GaP_Khmelevskaia_0.3_1.1um,GaP_GaP_Khmelevskaia;GaP_Khmelevskaia
GaSb_GaSb_Adachi,VISNIR_ANY_GaSb_Adachi_0.3_1.1um,UNIQUE,middle_exact:GaSb_Adachi,1,VISNIR_ANY_GaSb_Adachi_0.3_1.1um,GaSb_GaSb_Adachi;GaSb_Adachi
GaSb_GaSb_Aspnes,VISNIR_ANY_GaSb_Aspnes_0.3_0.8266um,UNIQUE,middle_exact:GaSb_Aspnes,1,VISNIR_ANY_GaSb_Aspnes_0.3_0.8266um,GaSb_GaSb_Aspnes;GaSb_Aspnes
GaSb_GaSb_Djurisic,VISNIR_ANY_GaSb_Djurisic_0.3_1.1um,UNIQUE,middle_exact:GaSb_Djurisic,1,VISNIR_ANY_GaSb_Djurisic_0.3_1.1um,GaSb_GaSb_Djurisic;GaSb_Djurisic
GeS2_GeS2_Slavich-abinitio-alpha,VISNIR_ANY_GeS2_Slavich-abinitio-alpha_0.3_1.1um,UNIQUE,middle_exact:GeS2_Slavich-abinitio-alpha,1,VISNIR_ANY_GeS2_Slavich-abinitio-alpha_0.3_1.1um,GeS2_GeS2_Slavich-abinitio-alpha;GeS2_Slavich-abinitio-alpha
GeS2_GeS2_Slavich-abinitio-beta,VISNIR_ANY_GeS2_Slavich-abinitio-beta_0.3_1.1um,UNIQUE,middle_exact:GeS2_Slavich-abinitio-beta,1,VISNIR_ANY_GeS2_Slavich-abinitio-beta_0.3_1.1um,GeS2_GeS2_Slavich-abinitio-beta;GeS2_Slavich-abinitio-beta
GeS2_GeS2_Slavich-abinitio-gamma,VISNIR_ANY_GeS2_Slavich-abinitio-gamma_0.3_1.1um,UNIQUE,middle_exact:GeS2_Slavich-abinitio-gamma,1,VISNIR_ANY_GeS2_Slavich-abinitio-gamma_0.3_1.1um,GeS2_GeS2_Slavich-abinitio-gamma;GeS2_Slavich-abinitio-gamma
GeS2_GeS2_Slavich-alpha,VISNIR_ANY_GeS2_Slavich-alpha_0.3_1.1um,UNIQUE,middle_exact:GeS2_Slavich-alpha,1,VISNIR_ANY_GeS2_Slavich-alpha_0.3_1.1um,GeS2_GeS2_Slavich-alpha;GeS2_Slavich-alpha
GeS2_GeS2_Slavich-beta,VISNIR_ANY_GeS2_Slavich-beta_0.3_1.1um,UNIQUE,middle_exact:GeS2_Slavich-beta,1,VISNIR_ANY_GeS2_Slavich-beta_0.3_1.1um,GeS2_GeS2_Slavich-beta;GeS2_Slavich-beta
GeS2_GeS2_Slavich-gamma,VISNIR_ANY_GeS2_Slavich-gamma_0.3_1.1um,UNIQUE,middle_exact:GeS2_Slavich-gamma,1,VISNIR_ANY_GeS2_Slavich-gamma_0.3_1.1um,GeS2_GeS2_Slavich-gamma;GeS2_Slavich-gamma
Ge_Ge_Amotchkina,VISNIR_ANY_Ge_Amotchkina_0.4_1.1um,UNIQUE,middle_exact:Ge_Amotchkina,1,VISNIR_ANY_Ge_Amotchkina_0.4_1.1um,Ge_Ge_Amotchkina;Ge_Amotchkina
Ge_Ge_Amotchkina-film,VISNIR_ANY_Ge_Amotchkina-film_0.4_1.1um,UNIQUE,middle_exact:Ge_Amotchkina-film,1,VISNIR_ANY_Ge_Amotchkina-film_0.4_1.1um,Ge_Ge_Amotchkina-film;Ge_Amotchkina-film
Ge_Ge_Aspnes,VISNIR_ANY_Ge_Aspnes_0.3_0.8266um,UNIQUE,middle_exact:Ge_Aspnes,1,VISNIR_ANY_Ge_Aspnes_0.3_0.8266um,Ge_Ge_Aspnes;Ge_Aspnes
Ge_Ge_Ciesielski-20nm,VISNIR_ANY_Ge_Ciesielski-20nm_0.3_1.1um,UNIQUE,middle_exact:Ge_Ciesielski-20nm,1,VISNIR_ANY_Ge_Ciesielski-20nm_0.3_1.1um,Ge_Ge_Ciesielski-20nm;Ge_Ciesielski-20nm
Ge_Ge_Ciesielski-2nm,VISNIR_ANY_Ge_Ciesielski-2nm_0.3_1.1um,UNIQUE,middle_exact:Ge_Ciesielski-2nm,1,VISNIR_ANY_Ge_Ciesielski-2nm_0.3_1.1um,Ge_Ge_Ciesielski-2nm;Ge_Ciesielski-2nm
Ge_Ge_Jellison,VISNIR_ANY_Ge_Jellison_0.3_0.84um,UNIQUE,middle_exact:Ge_Jellison,1,VISNIR_ANY_Ge_Jellison_0.3_0.84um,Ge_Ge_Jellison;Ge_Jellison
Ge_Ge_Nunley,VISNIR_ANY_Ge_Nunley_0.3_1.1um,UNIQUE,middle_exact:Ge_Nunley,1,VISNIR_ANY_Ge_Nunley_0.3_1.1um,Ge_Ge_Nunley;Ge_Nunley
HfO2_HfO2_Bright,VISNIR_ANY_HfO2_Bright_0.3846_1.1um,UNIQUE,middle_exact:HfO2_Bright,1,VISNIR_ANY_HfO2_Bright_0.3846_1.1um,HfO2_HfO2_Bright;HfO2_Bright
HfO2_HfO2_Franta,VISNIR_ANY_HfO2_Franta_0.3_1.1um,UNIQUE,middle_exact:HfO2_Franta,1,VISNIR_ANY_HfO2_Franta_0.3_1.1um,HfO2_HfO2_Franta;HfO2_Franta
HfO2_HfO2_Siefke,VISNIR_ANY_HfO2_Siefke_0.3_0.6199um,UNIQUE,middle_exact:HfO2_Siefke,1,VISNIR_ANY_HfO2_Siefke_0.3_0.6199um,HfO2_HfO2_Siefke;HfO2_Siefke
InAs_InAs_Adachi,VISNIR_ANY_InAs_Adachi_0.3_1.1um,UNIQUE,middle_exact:InAs_Adachi,1,VISNIR_ANY_InAs_Adachi_0.3_1.1um,InAs_InAs_Adachi;InAs_Adachi
InAs_InAs_Aspnes,VISNIR_ANY_InAs_Aspnes_0.3_0.8266um,UNIQUE,middle_exact:InAs_Aspnes,1,VISNIR_ANY_InAs_Aspnes_0.3_0.8266um,InAs_InAs_Aspnes;InAs_Aspnes
InP_InP_Adachi,VISNIR_ANY_InP_Adachi_0.3_1.1um,UNIQUE,middle_exact:InP_Adachi,1,VISNIR_ANY_InP_Adachi_0.3_1.1um,InP_InP_Adachi;InP_Adachi
InP_InP_Aspnes,VISNIR_ANY_InP_Aspnes_0.3_0.8266um,UNIQUE,middle_exact:InP_Aspnes,1,VISNIR_ANY_InP_Aspnes_0.3_0.8266um,InP_InP_Aspnes;InP_Aspnes
InSb_InSb_Adachi,VISNIR_ANY_InSb_Adachi_0.3_1.1um,UNIQUE,middle_exact:InSb_Adachi,1,VISNIR_ANY_InSb_Adachi_0.3_1.1um,InSb_InSb_Adachi;InSb_Adachi
InSb_InSb_Aspnes,VISNIR_ANY_InSb_Aspnes_0.3_0.8266um,UNIQUE,middle_exact:InSb_Aspnes,1,VISNIR_ANY_InSb_Aspnes_0.3_0.8266um,InSb_InSb_Aspnes;InSb_Aspnes
InSb_InSb_Djurisic,VISNIR_ANY_InSb_Djurisic_0.3_1.1um,UNIQUE,middle_exact:InSb_Djurisic,1,VISNIR_ANY_InSb_Djurisic_0.3_1.1um,InSb_InSb_Djurisic;InSb_Djurisic
MgF2_MgF2_Franta,VISNIR_ANY_MgF2_Franta_0.3_1.1um,UNIQUE,middle_exact:MgF2_Franta,1,VISNIR_ANY_MgF2_Franta_0.3_1.1um,MgF2_MgF2_Franta;MgF2_Franta
MgF2_MgF2_Rodriguez-de_Marcos,VISNIR_ANY_MgF2_Rodriguez-de_Marcos_0.3_1.1um,UNIQUE,middle_exact:MgF2_Rodriguez-de_Marcos,1,VISNIR_ANY_MgF2_Rodriguez-de_Marcos_0.3_1.1um,MgF2_MgF2_Rodriguez-de_Marcos;MgF2_Rodriguez-de_Marcos
MgO_MgO_Synowicki,VISNIR_ANY_MgO_Synowicki_0.3_1.1um,UNIQUE,middle_exact:MgO_Synowicki,1,VISNIR_ANY_MgO_Synowicki_0.3_1.1um,MgO_MgO_Synowicki;MgO_Synowicki
MoO3_MoO3_Lajaunie-alpha,VISNIR_ANY_MoO3_Lajaunie-alpha_0.3_1.1um,UNIQUE,middle_exact:MoO3_Lajaunie-alpha,1,VISNIR_ANY_MoO3_Lajaunie-alpha_0.3_1.1um,MoO3_MoO3_Lajaunie-alpha;MoO3_Lajaunie-alpha
MoO3_MoO3_Lajaunie-beta,VISNIR_ANY_MoO3_Lajaunie-beta_0.3_1.1um,UNIQUE,middle_exact:MoO3_Lajaunie-beta,1,VISNIR_ANY_MoO3_Lajaunie-beta_0.3_1.1um,MoO3_MoO3_Lajaunie-beta;MoO3_Lajaunie-beta
MoO3_MoO3_Lajaunie-gamma,VISNIR_ANY_MoO3_Lajaunie-gamma_0.3_1.1um,UNIQUE,middle_exact:MoO3_Lajaunie-gamma,1,VISNIR_ANY_MoO3_Lajaunie-gamma_0.3_1.1um,MoO3_MoO3_Lajaunie-gamma;MoO3_Lajaunie-gamma
MoO3_MoO3_Stelling,VISNIR_ANY_MoO3_Stelling_0.3008_0.8994um,UNIQUE,middle_exact:MoO3_Stelling,1,VISNIR_ANY_MoO3_Stelling_0.3008_0.8994um,MoO3_MoO3_Stelling;MoO3_Stelling
MoO3_MoO3_Vos,VISNIR_ANY_MoO3_Vos_0.3_0.9993um,UNIQUE,middle_exact:MoO3_Vos,1,VISNIR_ANY_MoO3_Vos_0.3_0.9993um,MoO3_MoO3_Vos;MoO3_Vos
MoS2_MoS2_Beal,VISNIR_ANY_MoS2_Beal_0.3_1.1um,UNIQUE,middle_exact:MoS2_Beal,1,VISNIR_ANY_MoS2_Beal_0.3_1.1um,MoS2_MoS2_Beal;MoS2_Beal
MoS2_MoS2_Ermolaev-1L,VISNIR_ANY_MoS2_Ermolaev-1L_0.3_1.1um,UNIQUE,middle_exact:MoS2_Ermolaev-1L,1,VISNIR_ANY_MoS2_Ermolaev-1L_0.3_1.1um,MoS2_MoS2_Ermolaev-1L;MoS2_Ermolaev-1L
MoS2_MoS2_Ermolaev-e,VISNIR_ANY_MoS2_Ermolaev-e_0.36_1.1um,UNIQUE,middle_exact:MoS2_Ermolaev-e,1,VISNIR_ANY_MoS2_Ermolaev-e_0.36_1.1um,MoS2_MoS2_Ermolaev-e;MoS2_Ermolaev-e
MoS2_MoS2_Ermolaev-o,VISNIR_ANY_MoS2_Ermolaev-o_0.3_1.1um,UNIQUE,middle_exact:MoS2_Ermolaev-o,1,VISNIR_ANY_MoS2_Ermolaev-o_0.3_1.1um,MoS2_MoS2_Ermolaev-o;MoS2_Ermolaev-o
MoS2_MoS2_Hsu-1L,VISNIR_ANY_MoS2_Hsu-1L_0.397_0.857um,UNIQUE,middle_exact:MoS2_Hsu-1L,1,VISNIR_ANY_MoS2_Hsu-1L_0.397_0.857um,MoS2_MoS2_Hsu-1L;MoS2_Hsu-1L
MoS2_MoS2_Hsu-2L,VISNIR_ANY_MoS2_Hsu-2L_0.397_0.857um,UNIQUE,middle_exact:MoS2_Hsu-2L,1,VISNIR_ANY_MoS2_Hsu-2L_0.397_0.857um,MoS2_MoS2_Hsu-2L;MoS2_Hsu-2L
MoS2_MoS2_Hsu-3L,VISNIR_ANY_MoS2_Hsu-3L_0.397_0.857um,UNIQUE,middle_exact:MoS2_Hsu-3L,1,VISNIR_ANY_MoS2_Hsu-3L_0.397_0.857um,MoS2_MoS2_Hsu-3L;MoS2_Hsu-3L
MoS2_MoS2_Islam-1L,VISNIR_ANY_MoS2_Islam-1L_0.3_1.1um,UNIQUE,middle_exact:MoS2_Islam-1L,1,VISNIR_ANY_MoS2_Islam-1L_0.3_1.1um,MoS2_MoS2_Islam-1L;MoS2_Islam-1L
MoS2_MoS2_Islam-e,VISNIR_ANY_MoS2_Islam-e_0.954_1.1um,UNIQUE,middle_exact:MoS2_Islam-e,1,VISNIR_ANY_MoS2_Islam-e_0.954_1.1um,MoS2_MoS2_Islam-e;MoS2_Islam-e
MoS2_MoS2_Islam-fewL,VISNIR_ANY_MoS2_Islam-fewL_0.3_1.1um,UNIQUE,middle_exact:MoS2_Islam-fewL,1,VISNIR_ANY_MoS2_Islam-fewL_0.3_1.1um,MoS2_MoS2_Islam-fewL;MoS2_Islam-fewL
MoS2_MoS2_Islam-o,VISNIR_ANY_MoS2_Islam-o_0.3_1.1um,UNIQUE,middle_exact:MoS2_Islam-o,1,VISNIR_ANY_MoS2_Islam-o_0.3_1.1um,MoS2_MoS2_Islam-o;MoS2_Islam-o
MoS2_MoS2_Jung,VISNIR_ANY_MoS2_Jung_0.3813_0.8934um,UNIQUE,middle_exact:MoS2_Jung,1,VISNIR_ANY_MoS2_Jung_0.3813_0.8934um,MoS2_MoS2_Jung;MoS2_Jung
MoS2_MoS2_Munkhbat-e,VISNIR_ANY_MoS2_Munkhbat-e_0.3_1.1um,UNIQUE,middle_exact:MoS2_Munkhbat-e,1,VISNIR_ANY_MoS2_Munkhbat-e_0.3_1.1um,MoS2_MoS2_Munkhbat-e;MoS2_Munkhbat-e
MoS2_MoS2_Munkhbat-o,VISNIR_ANY_MoS2_Munkhbat-o_0.3_1.1um,UNIQUE,middle_exact:MoS2_Munkhbat-o,1,VISNIR_ANY_MoS2_Munkhbat-o_0.3_1.1um,MoS2_MoS2_Munkhbat-o;MoS2_Munkhbat-o
