record_key,material,record,selected_N,selected_family,selected_model,FDTD_status,has_raw_experiment,has_fitting_grid,has_model_curve,n_raw_paths_in_record,n_fit_grid_paths_in_record,n_curve_paths_in_record,n_fallback_curve_files,fallback_curve_files
Al2O3_Al2O3_Zhukovsky,Al2O3,Zhukovsky,,,,,True,True,True,1,1,16,16,data/model_curves/Al2O3_Al2O3_Zhukovsky/CP_M1.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/CP_M1_A.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/CP_M1_B.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/CP_M2.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/CP_M2_A.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/CP_M2_B.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/CP_M3.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/CP_M3_B.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/CP_M4.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/CP_M4_B.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/CP_M5.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/CP_M5_B.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/RP_M1.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/RP_M3.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/RP_M4.json;data/model_curves/Al2O3_Al2O3_Zhukovsky/RP_M5.json
Al_Al_Hagemann,Al,Hagemann,,,,,True,True,True,1,1,6,6,data/model_curves/Al_Al_Hagemann/CP_M3.json;data/model_curves/Al_Al_Hagemann/CP_M3_B.json;data/model_curves/Al_Al_Hagemann/CP_M4.json;data/model_curves/Al_Al_Hagemann/CP_M4_B.json;data/model_curves/Al_Al_Hagemann/CP_M5.json;data/model_curves/Al_Al_Hagemann/CP_M5_B.json
Al_Al_McPeak,Al,McPeak,,,,,True,True,True,1,1,8,8,data/model_curves/Al_Al_McPeak/CP_M2.json;data/model_curves/Al_Al_McPeak/CP_M2_B.json;data/model_curves/Al_Al_McPeak/CP_M3.json;data/model_curves/Al_Al_McPeak/CP_M3_B.json;data/model_curves/Al_Al_McPeak/CP_M4.json;data/model_curves/Al_Al_McPeak/CP_M4_B.json;data/model_curves/Al_Al_McPeak/CP_M5.json;data/model_curves/Al_Al_McPeak/CP_M5_B.json
Al_Al_Rakic-BB,Al,Rakic-BB,,,,,True,True,False,1,1,0,0,
Al_Al_Rakic-LD,Al,Rakic-LD,,,,,True,True,True,1,1,8,8,data/model_curves/Al_Al_Rakic-LD/CP_M3.json;data/model_curves/Al_Al_Rakic-LD/CP_M3_B.json;data/model_curves/Al_Al_Rakic-LD/CP_M4.json;data/model_curves/Al_Al_Rakic-LD/CP_M4_A.json;data/model_curves/Al_Al_Rakic-LD/CP_M4_B.json;data/model_curves/Al_Al_Rakic-LD/CP_M5.json;data/model_curves/Al_Al_Rakic-LD/CP_M5_A.json;data/model_curves/Al_Al_Rakic-LD/CP_M5_B.json
Al_Al_Rakic,Al,Rakic,,,,,True,True,True,1,1,6,6,data/model_curves/Al_Al_Rakic/CP_M3.json;data/model_curves/Al_Al_Rakic/CP_M3_B.json;data/model_curves/Al_Al_Rakic/CP_M4.json;data/model_curves/Al_Al_Rakic/CP_M4_B.json;data/model_curves/Al_Al_Rakic/CP_M5.json;data/model_curves/Al_Al_Rakic/CP_M5_B.json
AlAs_AlAs_Rakic,AlAs,Rakic,,,,,True,True,True,1,1,16,16,data/model_curves/AlAs_AlAs_Rakic/CP_M1.json;data/model_curves/AlAs_AlAs_Rakic/CP_M1_A.json;data/model_curves/AlAs_AlAs_Rakic/CP_M1_B.json;data/model_curves/AlAs_AlAs_Rakic/CP_M2.json;data/model_curves/AlAs_AlAs_Rakic/CP_M2_B.json;data/model_curves/AlAs_AlAs_Rakic/CP_M3.json;data/model_curves/AlAs_AlAs_Rakic/CP_M3_A.json;data/model_curves/AlAs_AlAs_Rakic/CP_M3_B.json;data/model_curves/AlAs_AlAs_Rakic/CP_M4.json;data/model_curves/AlAs_AlAs_Rakic/CP_M4_A.json;data/model_curves/AlAs_AlAs_Rakic/CP_M4_B.json;data/model_curves/AlAs_AlAs_Rakic/CP_M5.json;data/model_curves/AlAs_AlAs_Rakic/CP_M5_A.json;data/model_curves/AlAs_AlAs_Rakic/CP_M5_B.json;data/model_curves/AlAs_AlAs_Rakic/RP_M4.json;data/model_curves/AlAs_AlAs_Rakic/RP_M5.json
AlN_AlN_Beliaev1,AlN,Beliaev1,,,,,True,True,True,1,1,17,17,data/model_curves/AlN_AlN_Beliaev1/CP_M1.json;data/model_curves/AlN_AlN_Beliaev1/CP_M1_A.json;data/model_curves/AlN_AlN_Beliaev1/CP_M1_B.json;data/model_curves/AlN_AlN_Beliaev1/CP_M2.json;data/model_curves/AlN_AlN_Beliaev1/CP_M2_A.json;data/model_curves/AlN_AlN_Beliaev1/CP_M2_B.json;data/model_curves/AlN_AlN_Beliaev1/CP_M3.json;data/model_curves/AlN_AlN_Beliaev1/CP_M3_A.json;data/model_curves/AlN_AlN_Beliaev1/CP_M3_B.json;data/model_curves/AlN_AlN_Beliaev1/CP_M4.json;data/model_curves/AlN_AlN_Beliaev1/CP_M4_A.json;data/model_curves/AlN_AlN_Beliaev1/CP_M4_B.json;data/model_curves/AlN_AlN_Beliaev1/CP_M5.json;data/model_curves/AlN_AlN_Beliaev1/CP_M5_A.json;data/model_curves/AlN_AlN_Beliaev1/CP_M5_B.json;data/model_curves/AlN_AlN_Beliaev1/RP_M1.json;data/model_curves/AlN_AlN_Beliaev1/RP_M2.json
As2S3_As2S3_Slavich-abinitio-alpha,As2S3,Slavich-abinitio-alpha,,,,,True,True,True,1,1,17,17,data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M1.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M1_A.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M1_B.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M2.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M2_A.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M2_B.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M3.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M3_A.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M3_B.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M4.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M4_A.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M4_B.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M5.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M5_A.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/CP_M5_B.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/RP_M4.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-alpha/RP_M5.json
As2S3_As2S3_Slavich-abinitio-beta,As2S3,Slavich-abinitio-beta,,,,,True,True,False,1,1,0,0,
As2S3_As2S3_Slavich-abinitio-gamma,As2S3,Slavich-abinitio-gamma,,,,,True,True,True,1,1,16,16,data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M1.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M1_A.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M1_B.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M2.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M2_A.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M2_B.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M3.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M3_A.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M3_B.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M4.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M4_A.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M4_B.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M5.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M5_A.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/CP_M5_B.json;data/model_curves/As2S3_As2S3_Slavich-abinitio-gamma/RP_M5.json
As2S3_As2S3_Synowicki,As2S3,Synowicki,,,,,True,True,True,1,1,17,17,data/model_curves/As2S3_As2S3_Synowicki/CP_M1.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M1_B.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M2.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M2_A.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M2_B.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M3.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M3_A.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M3_B.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M4.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M4_A.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M4_B.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M5.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M5_A.json;data/model_curves/As2S3_As2S3_Synowicki/CP_M5_B.json;data/model_curves/As2S3_As2S3_Synowicki/RP_M3.json;data/model_curves/As2S3_As2S3_Synowicki/RP_M4.json;data/model_curves/As2S3_As2S3_Synowicki/RP_M5.json
As2Se3_As2Se3_Joseph-400nm,As2Se3,Joseph-400nm,,,,,True,True,True,1,1,16,16,data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M1.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M1_A.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M1_B.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M2.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M2_A.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M2_B.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M3.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M3_A.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M3_B.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M4.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M4_A.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M4_B.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M5.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M5_A.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/CP_M5_B.json;data/model_curves/As2Se3_As2Se3_Joseph-400nm/RP_M4.json
As2Se3_As2Se3_Joseph-700nm,As2Se3,Joseph-700nm,,,,,True,True,True,1,1,2,2,data/model_curves/As2Se3_As2Se3_Joseph-700nm/CP_M2.json;data/model_curves/As2Se3_As2Se3_Joseph-700nm/CP_M2_B.json
Au_Au_Babar,Au,Babar,,,,,True,True,False,1,1,0,0,
Au_Au_Ciesielski-Ge,Au,Ciesielski-Ge,,,,,True,True,True,1,1,15,15,data/model_curves/Au_Au_Ciesielski-Ge/CP_M1.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M1_A.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M1_B.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M2.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M2_B.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M3.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M3_A.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M3_B.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M4.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M4_A.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M4_B.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M5.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M5_A.json;data/model_curves/Au_Au_Ciesielski-Ge/CP_M5_B.json;data/model_curves/Au_Au_Ciesielski-Ge/RP_M5.json
Au_Au_Ciesielski,Au,Ciesielski,,,,,True,True,True,1,1,16,16,data/model_curves/Au_Au_Ciesielski/CP_M1.json;data/model_curves/Au_Au_Ciesielski/CP_M1_A.json;data/model_curves/Au_Au_Ciesielski/CP_M1_B.json;data/model_curves/Au_Au_Ciesielski/CP_M2.json;data/model_curves/Au_Au_Ciesielski/CP_M2_A.json;data/model_curves/Au_Au_Ciesielski/CP_M2_B.json;data/model_curves/Au_Au_Ciesielski/CP_M3.json;data/model_curves/Au_Au_Ciesielski/CP_M3_A.json;data/model_curves/Au_Au_Ciesielski/CP_M3_B.json;data/model_curves/Au_Au_Ciesielski/CP_M4.json;data/model_curves/Au_Au_Ciesielski/CP_M4_A.json;data/model_curves/Au_Au_Ciesielski/CP_M4_B.json;data/model_curves/Au_Au_Ciesielski/CP_M5.json;data/model_curves/Au_Au_Ciesielski/CP_M5_A.json;data/model_curves/Au_Au_Ciesielski/CP_M5_B.json;data/model_curves/Au_Au_Ciesielski/RP_M5.json
Au_Au_Hagemann,Au,Hagemann,,,,,True,True,False,1,1,0,0,
Au_Au_Johnson,Au,Johnson,,,,,True,True,True,1,1,15,15,data/model_curves/Au_Au_Johnson/CP_M1.json;data/model_curves/Au_Au_Johnson/CP_M1_A.json;data/model_curves/Au_Au_Johnson/CP_M1_B.json;data/model_curves/Au_Au_Johnson/CP_M2.json;data/model_curves/Au_Au_Johnson/CP_M2_A.json;data/model_curves/Au_Au_Johnson/CP_M2_B.json;data/model_curves/Au_Au_Johnson/CP_M3.json;data/model_curves/Au_Au_Johnson/CP_M3_A.json;data/model_curves/Au_Au_Johnson/CP_M3_B.json;data/model_curves/Au_Au_Johnson/CP_M4.json;data/model_curves/Au_Au_Johnson/CP_M4_A.json;data/model_curves/Au_Au_Johnson/CP_M4_B.json;data/model_curves/Au_Au_Johnson/CP_M5.json;data/model_curves/Au_Au_Johnson/CP_M5_A.json;data/model_curves/Au_Au_Johnson/CP_M5_B.json
Au_Au_Magnozzi-225C,Au,Magnozzi-225C,,,,,True,True,False,1,1,0,0,
Au_Au_Magnozzi-25C,Au,Magnozzi-25C,,,,,True,True,True,1,1,9,9,data/model_curves/Au_Au_Magnozzi-25C/CP_M1.json;data/model_curves/Au_Au_Magnozzi-25C/CP_M1_A.json;data/model_curves/Au_Au_Magnozzi-25C/CP_M1_B.json;data/model_curves/Au_Au_Magnozzi-25C/CP_M2.json;data/model_curves/Au_Au_Magnozzi-25C/CP_M2_A.json;data/model_curves/Au_Au_Magnozzi-25C/CP_M2_B.json;data/model_curves/Au_Au_Magnozzi-25C/CP_M4.json;data/model_curves/Au_Au_Magnozzi-25C/CP_M4_B.json;data/model_curves/Au_Au_Magnozzi-25C/RP_M2.json
Au_Au_Magnozzi-350C,Au,Magnozzi-350C,,,,,True,True,True,1,1,11,11,data/model_curves/Au_Au_Magnozzi-350C/CP_M1.json;data/model_curves/Au_Au_Magnozzi-350C/CP_M1_A.json;data/model_curves/Au_Au_Magnozzi-350C/CP_M1_B.json;data/model_curves/Au_Au_Magnozzi-350C/CP_M2.json;data/model_curves/Au_Au_Magnozzi-350C/CP_M2_B.json;data/model_curves/Au_Au_Magnozzi-350C/CP_M3.json;data/model_curves/Au_Au_Magnozzi-350C/CP_M3_B.json;data/model_curves/Au_Au_Magnozzi-350C/CP_M4.json;data/model_curves/Au_Au_Magnozzi-350C/CP_M4_B.json;data/model_curves/Au_Au_Magnozzi-350C/CP_M5.json;data/model_curves/Au_Au_Magnozzi-350C/CP_M5_B.json
Au_Au_McPeak,Au,McPeak,,,,,True,True,False,1,1,0,0,
Au_Au_Olmon-ev,Au,Olmon-ev,,,,,True,True,True,1,1,17,17,data/model_curves/Au_Au_Olmon-ev/CP_M1.json;data/model_curves/Au_Au_Olmon-ev/CP_M1_A.json;data/model_curves/Au_Au_Olmon-ev/CP_M1_B.json;data/model_curves/Au_Au_Olmon-ev/CP_M2.json;data/model_curves/Au_Au_Olmon-ev/CP_M2_A.json;data/model_curves/Au_Au_Olmon-ev/CP_M2_B.json;data/model_curves/Au_Au_Olmon-ev/CP_M3.json;data/model_curves/Au_Au_Olmon-ev/CP_M3_A.json;data/model_curves/Au_Au_Olmon-ev/CP_M3_B.json;data/model_curves/Au_Au_Olmon-ev/CP_M4.json;data/model_curves/Au_Au_Olmon-ev/CP_M4_A.json;data/model_curves/Au_Au_Olmon-ev/CP_M4_B.json;data/model_curves/Au_Au_Olmon-ev/CP_M5.json;data/model_curves/Au_Au_Olmon-ev/CP_M5_A.json;data/model_curves/Au_Au_Olmon-ev/CP_M5_B.json;data/model_curves/Au_Au_Olmon-ev/RP_M2.json;data/model_curves/Au_Au_Olmon-ev/RP_M5.json
Au_Au_Olmon-sc,Au,Olmon-sc,,,,,True,True,False,1,1,0,0,
Au_Au_Olmon-ts,Au,Olmon-ts,,,,,True,True,False,1,1,0,0,
Au_Au_Rakic-BB,Au,Rakic-BB,,,,,True,True,True,1,1,8,8,data/model_curves/Au_Au_Rakic-BB/CP_M1.json;data/model_curves/Au_Au_Rakic-BB/CP_M1_A.json;data/model_curves/Au_Au_Rakic-BB/CP_M1_B.json;data/model_curves/Au_Au_Rakic-BB/CP_M2.json;data/model_curves/Au_Au_Rakic-BB/CP_M2_B.json;data/model_curves/Au_Au_Rakic-BB/CP_M3.json;data/model_curves/Au_Au_Rakic-BB/CP_M3_A.json;data/model_curves/Au_Au_Rakic-BB/CP_M3_B.json
Au_Au_Rakic-LD,Au,Rakic-LD,,,,,True,True,False,1,1,0,0,
Au_Au_Rosenblatt-11nm,Au,Rosenblatt-11nm,,,,,True,True,False,1,1,0,0,
Au_Au_Rosenblatt-21nm,Au,Rosenblatt-21nm,,,,,True,True,True,1,1,16,16,data/model_curves/Au_Au_Rosenblatt-21nm/CP_M1.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M1_A.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M1_B.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M2.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M2_A.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M2_B.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M3.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M3_A.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M3_B.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M4.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M4_A.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M4_B.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M5.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M5_A.json;data/model_curves/Au_Au_Rosenblatt-21nm/CP_M5_B.json;data/model_curves/Au_Au_Rosenblatt-21nm/RP_M2.json
Au_Au_Rosenblatt-44nm,Au,Rosenblatt-44nm,,,,,True,True,False,1,1,0,0,
Au_Au_Werner-DFT,Au,Werner-DFT,,,,,True,True,False,1,1,0,0,
Au_Au_Werner,Au,Werner,,,,,True,True,True,1,1,15,15,data/model_curves/Au_Au_Werner/CP_M1.json;data/model_curves/Au_Au_Werner/CP_M1_A.json;data/model_curves/Au_Au_Werner/CP_M1_B.json;data/model_curves/Au_Au_Werner/CP_M2.json;data/model_curves/Au_Au_Werner/CP_M2_A.json;data/model_curves/Au_Au_Werner/CP_M2_B.json;data/model_curves/Au_Au_Werner/CP_M3.json;data/model_curves/Au_Au_Werner/CP_M3_A.json;data/model_curves/Au_Au_Werner/CP_M3_B.json;data/model_curves/Au_Au_Werner/CP_M4.json;data/model_curves/Au_Au_Werner/CP_M4_A.json;data/model_curves/Au_Au_Werner/CP_M4_B.json;data/model_curves/Au_Au_Werner/CP_M5.json;data/model_curves/Au_Au_Werner/CP_M5_A.json;data/model_curves/Au_Au_Werner/CP_M5_B.json
Au_Au_Yakubovsky-117nm,Au,Yakubovsky-117nm,,,,,True,True,True,1,1,12,12,data/model_curves/Au_Au_Yakubovsky-117nm/CP_M1.json;data/model_curves/Au_Au_Yakubovsky-117nm/CP_M1_A.json;data/model_curves/Au_Au_Yakubovsky-117nm/CP_M1_B.json;data/model_curves/Au_Au_Yakubovsky-117nm/CP_M2.json;data/model_curves/Au_Au_Yakubovsky-117nm/CP_M2_A.json;data/model_curves/Au_Au_Yakubovsky-117nm/CP_M2_B.json;data/model_curves/Au_Au_Yakubovsky-117nm/CP_M3.json;data/model_curves/Au_Au_Yakubovsky-117nm/CP_M3_B.json;data/model_curves/Au_Au_Yakubovsky-117nm/CP_M4.json;data/model_curves/Au_Au_Yakubovsky-117nm/CP_M4_B.json;data/model_curves/Au_Au_Yakubovsky-117nm/CP_M5.json;data/model_curves/Au_Au_Yakubovsky-117nm/CP_M5_B.json
Au_Au_Yakubovsky-25nm,Au,Yakubovsky-25nm,,,,,True,True,False,1,1,0,0,
Au_Au_Yakubovsky-4nm,Au,Yakubovsky-4nm,,,,,True,True,True,1,1,19,19,data/model_curves/Au_Au_Yakubovsky-4nm/CP_M1.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M1_A.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M1_B.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M2.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M2_A.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M2_B.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M3.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M3_A.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M3_B.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M4.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M4_A.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M4_B.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M5.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M5_A.json;data/model_curves/Au_Au_Yakubovsky-4nm/CP_M5_B.json;data/model_curves/Au_Au_Yakubovsky-4nm/RP_M1.json;data/model_curves/Au_Au_Yakubovsky-4nm/RP_M2.json;data/model_curves/Au_Au_Yakubovsky-4nm/RP_M3.json;data/model_curves/Au_Au_Yakubovsky-4nm/RP_M5.json
Au_Au_Yakubovsky-53nm,Au,Yakubovsky-53nm,,,,,True,True,True,1,1,12,12,data/model_curves/Au_Au_Yakubovsky-53nm/CP_M1.json;data/model_curves/Au_Au_Yakubovsky-53nm/CP_M1_A.json;data/model_curves/Au_Au_Yakubovsky-53nm/CP_M1_B.json;data/model_curves/Au_Au_Yakubovsky-53nm/CP_M2.json;data/model_curves/Au_Au_Yakubovsky-53nm/CP_M2_A.json;data/model_curves/Au_Au_Yakubovsky-53nm/CP_M2_B.json;data/model_curves/Au_Au_Yakubovsky-53nm/CP_M3.json;data/model_curves/Au_Au_Yakubovsky-53nm/CP_M3_B.json;data/model_curves/Au_Au_Yakubovsky-53nm/CP_M4.json;data/model_curves/Au_Au_Yakubovsky-53nm/CP_M4_B.json;data/model_curves/Au_Au_Yakubovsky-53nm/CP_M5.json;data/model_curves/Au_Au_Yakubovsky-53nm/CP_M5_B.json
Au_Au_Yakubovsky-6nm,Au,Yakubovsky-6nm,,,,,True,True,False,1,1,0,0,
Au_Au_Yakubovsky-9nm,Au,Yakubovsky-9nm,,,,,True,True,True,1,1,17,17,data/model_curves/Au_Au_Yakubovsky-9nm/CP_M1.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M1_A.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M1_B.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M2.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M2_B.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M3.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M3_A.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M3_B.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M4.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M4_A.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M4_B.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M5.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M5_A.json;data/model_curves/Au_Au_Yakubovsky-9nm/CP_M5_B.json;data/model_curves/Au_Au_Yakubovsky-9nm/RP_M2.json;data/model_curves/Au_Au_Yakubovsky-9nm/RP_M3.json;data/model_curves/Au_Au_Yakubovsky-9nm/RP_M5.json
BaF2_BaF2_Querry,BaF2,Querry,,,,,True,True,False,1,1,0,0,
C_C_Djurisic-o,C,Djurisic-o,,,,,True,True,True,1,1,20,20,data/model_curves/C_C_Djurisic-o/CP_M1.json;data/model_curves/C_C_Djurisic-o/CP_M1_A.json;data/model_curves/C_C_Djurisic-o/CP_M1_B.json;data/model_curves/C_C_Djurisic-o/CP_M2.json;data/model_curves/C_C_Djurisic-o/CP_M2_A.json;data/model_curves/C_C_Djurisic-o/CP_M2_B.json;data/model_curves/C_C_Djurisic-o/CP_M3.json;data/model_curves/C_C_Djurisic-o/CP_M3_A.json;data/model_curves/C_C_Djurisic-o/CP_M3_B.json;data/model_curves/C_C_Djurisic-o/CP_M4.json;data/model_curves/C_C_Djurisic-o/CP_M4_A.json;data/model_curves/C_C_Djurisic-o/CP_M4_B.json;data/model_curves/C_C_Djurisic-o/CP_M5.json;data/model_curves/C_C_Djurisic-o/CP_M5_A.json;data/model_curves/C_C_Djurisic-o/CP_M5_B.json;data/model_curves/C_C_Djurisic-o/RP_M1.json;data/model_curves/C_C_Djurisic-o/RP_M2.json;data/model_curves/C_C_Djurisic-o/RP_M3.json;data/model_curves/C_C_Djurisic-o/RP_M4.json;data/model_curves/C_C_Djurisic-o/RP_M5.json
