record_key,material,material_class,book,page,N,family,specific_model,epsilon_rms,absolute_rms,G_rho,FDTD_status,quality_label,model_json
InSb_InSb_Djurisic,InSb,semiconductor,InSb,Djurisic,5.0,CP,SemiCP,0.0075626619412251,0.1400245757173787,1.0,FDTD_READY,acceptable,data/models/InSb_InSb_Djurisic/SemiCP_M5.json
MgF2_MgF2_Franta,MgF2,fluoride,MgF2,Franta,1.0,CP,SemiCP,0.0003795299870673,0.0007243095652207,1.0000002405709123,FDTD_READY,excellent,data/models/MgF2_MgF2_Franta/SemiCP_M1.json
MgF2_MgF2_Rodriguez-de_Marcos,MgF2,fluoride,MgF2,Rodriguez-de Marcos,1.0,CP,CP,3.411593581790129e-05,6.966433925143139e-05,1.0000000000000009,FDTD_READY,excellent,data/models/MgF2_MgF2_Rodriguez-de_Marcos/CP_M1.json
MgO_MgO_Synowicki,MgO,transparent_dielectric_oxide,MgO,Synowicki,1.0,CP,SemiCP,3.290137080657388e-05,9.866645008388402e-05,1.0000003185276949,FDTD_READY,excellent,data/models/MgO_MgO_Synowicki/SemiCP_M1.json
Mo_Mo_Kirillova,Mo,metal,Mo,Kirillova,5.0,CP,SemiCP,0.0150454171550821,0.3546382825358782,1.0000000000000009,FDTD_READY,warning,data/models/Mo_Mo_Kirillova/SemiCP_M5.json
Mo_Mo_Querry,Mo,metal,Mo,Querry,4.0,CP,SemiCP,0.0030748641592311,0.1109353432295139,1.0,FDTD_READY,excellent,
Mo_Mo_Werner,Mo,metal,Mo,Werner,3.0,CP,SemiCP,0.0073069897850861,1.348154849256103,1.0000000000000009,FDTD_READY,acceptable,
Mo_Mo_Werner-DFT,Mo,metal,Mo,Werner-DFT,5.0,CP,SemiCP,0.0116835970752826,0.3312723358566019,1.0,FDTD_READY,warning,data/models/Mo_Mo_Werner-DFT/SemiCP_M5.json
MoO3_MoO3_Lajaunie-alpha,MoO3,lossy_transition_metal_oxide,MoO3,Lajaunie-alpha,3.0,CP,SemiCP,0.0028177236023737,0.0159866640402296,1.0000000000000004,FDTD_READY,excellent,data/models/MoO3_MoO3_Lajaunie-alpha/SemiCP_M3.json
MoO3_MoO3_Lajaunie-beta,MoO3,lossy_transition_metal_oxide,MoO3,Lajaunie-beta,3.0,CP,SemiCP,0.0026783448532883,0.0237079718866876,1.0000000000000004,FDTD_READY,excellent,data/models/MoO3_MoO3_Lajaunie-beta/SemiCP_M3.json
MoO3_MoO3_Lajaunie-gamma,MoO3,lossy_transition_metal_oxide,MoO3,Lajaunie-gamma,4.0,CP,SemiCP,0.0022661686153322,0.0248844799163475,1.0000000000000009,FDTD_READY,excellent,
MoS2_MoS2_Beal,MoS2,chalcogenide_or_2D,MoS2,Beal,5.0,CP,CP,0.0756669701625952,2.225668208779474,1.0000000000000009,FDTD_READY,poor,data/models/MoS2_MoS2_Beal/CP_M5.json
MoS2_MoS2_Ermolaev-1L,MoS2,chalcogenide_or_2D,MoS2,Ermolaev-1L,5.0,CP,CP,0.03644666551197,0.8928577307201928,1.0,FDTD_READY,warning,data/models/MoS2_MoS2_Ermolaev-1L/CP_M5.json
MoS2_MoS2_Ermolaev-o,MoS2,chalcogenide_or_2D,MoS2,Ermolaev-o,5.0,CP,SemiCP,0.0076629510595101,0.1709879366100989,1.0000000000000009,FDTD_READY,acceptable,data/models/MoS2_MoS2_Ermolaev-o/SemiCP_M5.json
MoS2_MoS2_Islam-1L,MoS2,chalcogenide_or_2D,MoS2,Islam-1L,5.0,CP,CP,0.0431228221058281,0.5226987614451292,1.0,FDTD_READY,warning,data/models/MoS2_MoS2_Islam-1L/CP_M5.json
MoS2_MoS2_Islam-fewL,MoS2,chalcogenide_or_2D,MoS2,Islam-fewL,5.0,CP,SemiCP,0.022954495336057,0.221307189365178,1.0000000000000002,FDTD_READY,warning,data/models/MoS2_MoS2_Islam-fewL/SemiCP_M5.json
MoS2_MoS2_Islam-o,MoS2,chalcogenide_or_2D,MoS2,Islam-o,5.0,CP,SemiCP,0.0080775952506156,0.0885775642730091,1.0000004851809947,FDTD_READY,acceptable,data/models/MoS2_MoS2_Islam-o/SemiCP_M5.json
MoS2_MoS2_Munkhbat-e,MoS2,chalcogenide_or_2D,MoS2,Munkhbat-e,1.0,CP,SemiCP,6.098832545983248e-07,4.579127577118164e-06,1.0000000004452805,FDTD_READY,excellent,
MoS2_MoS2_Munkhbat-o,MoS2,chalcogenide_or_2D,MoS2,Munkhbat-o,5.0,RP,RP,0.0201807840863301,0.4024675414933611,1.0000000000000002,SELECTED_FDTD_READY,warning,data/models/MoS2_MoS2_Munkhbat-o/RP_M5.json
MoS2_MoS2_Song-10L,MoS2,chalcogenide_or_2D,MoS2,Song-10L,4.0,CP,SemiCP,0.0270387616444864,0.4461660895844332,1.000000000000001,FDTD_READY,warning,
MoS2_MoS2_Song-13L,MoS2,chalcogenide_or_2D,MoS2,Song-13L,5.0,CP,SemiCP,0.0087319200417365,0.1900127394241468,1.000000000000001,FDTD_READY,acceptable,data/models/MoS2_MoS2_Song-13L/SemiCP_M5.json
MoS2_MoS2_Song-1L,MoS2,chalcogenide_or_2D,MoS2,Song-1L,5.0,CP,SemiCP,0.0073926986368386,0.1490760230988159,1.0000000000000009,FDTD_READY,acceptable,data/models/MoS2_MoS2_Song-1L/SemiCP_M5.json
MoS2_MoS2_Song-3L,MoS2,chalcogenide_or_2D,MoS2,Song-3L,5.0,CP,SemiCP,0.0178740928318083,0.3083708294962243,1.000000000000001,FDTD_READY,warning,
MoS2_MoS2_Song-4L,MoS2,chalcogenide_or_2D,MoS2,Song-4L,5.0,CP,SemiCP,0.0170175994015248,0.2628955496447017,1.0000000000000029,FDTD_READY,warning,data/models/MoS2_MoS2_Song-4L/SemiCP_M5.json
MoS2_MoS2_Song-6L,MoS2,chalcogenide_or_2D,MoS2,Song-6L,5.0,RP,RP,0.0295636837214278,0.5788570443869854,1.0000000000000009,SELECTED_FDTD_READY,warning,data/models/MoS2_MoS2_Song-6L/RP_M5.json
MoS2_MoS2_Song-8L,MoS2,chalcogenide_or_2D,MoS2,Song-8L,5.0,CP,SemiCP,0.0152090631480601,0.2838576929481975,1.000000000000001,FDTD_READY,warning,data/models/MoS2_MoS2_Song-8L/SemiCP_M5.json
MoS2_MoS2_Song-bulk,MoS2,chalcogenide_or_2D,MoS2,Song-bulk,5.0,CP,CP,0.0273264629369757,0.5564406300164321,1.000000000000001,FDTD_READY,warning,data/models/MoS2_MoS2_Song-bulk/CP_M5.json
MoS2_MoS2_Ullberg,MoS2,chalcogenide_or_2D,MoS2,Ullberg,4.0,CP,CP,0.0286413970540419,0.5736484508408319,1.0000001556655644,FDTD_READY,warning,
MoSe2_MoSe2_Beal,MoSe2,chalcogenide_or_2D,MoSe2,Beal,5.0,CP,SemiCP,0.0266008229873102,0.6678232685523375,1.000000000000002,FDTD_READY,warning,
MoSe2_MoSe2_Munkhbat-e,MoSe2,chalcogenide_or_2D,MoSe2,Munkhbat-e,1.0,CP,CP,0.0051200721661472,0.0474065723156351,1.0,FDTD_READY,acceptable,
MoSe2_MoSe2_Munkhbat-o,MoSe2,chalcogenide_or_2D,MoSe2,Munkhbat-o,5.0,RP,RP,0.020726083668809,0.5039483455486249,1.0000000000000004,SELECTED_FDTD_READY,warning,
MoSe2_MoSe2_Pruszynska-Karbownik-e,MoSe2,chalcogenide_or_2D,MoSe2,Pruszynska-Karbownik-e,1.0,CP,CP,0.0003126632366317,0.00286526348532,1.0,FDTD_READY,excellent,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-e/CP_M1.json
MoSe2_MoSe2_Pruszynska-Karbownik-o,MoSe2,chalcogenide_or_2D,MoSe2,Pruszynska-Karbownik-o,5.0,CP,CP,0.0123011906623464,0.2634929984468595,1.0,FDTD_READY,warning,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-o/CP_M5.json
Nb2O5_Nb2O5_Franta,Nb2O5,high_k_oxide,Nb2O5,Franta,2.0,CP,CP,0.0034596527728313,0.0262169109457943,1.000000413206186,FDTD_READY,excellent,data/models/Nb2O5_Nb2O5_Franta/CP_M2.json
Nb2O5_Nb2O5_Lemarchand,Nb2O5,high_k_oxide,Nb2O5,Lemarchand,2.0,CP,CP,0.0044223919814993,0.0361366988619042,1.000000234949733,FDTD_READY,excellent,data/models/Nb2O5_Nb2O5_Lemarchand/CP_M2.json
Ni_Ni_Johnson,Ni,metal,Ni,Johnson,4.0,CP,SemiCP,0.0192211234437147,0.4707168391124985,1.0,FDTD_READY,warning,
Ni_Ni_Rakic-BB,Ni,metal,Ni,Rakic-BB,3.0,CP,SemiCP,0.002931742251802,0.061543946149285,1.0000000000000004,FDTD_READY,excellent,data/models/Ni_Ni_Rakic-BB/SemiCP_M3.json
Ni_Ni_Rakic-LD,Ni,metal,Ni,Rakic-LD,4.0,CP,SemiCP,2.183441458962553e-05,0.0004814013949876,1.0000000010400798,FDTD_READY,excellent,
Ni_Ni_Werner,Ni,metal,Ni,Werner,4.0,CP,SemiCP,0.0095905082720313,1.3498276656557502,1.000000000000001,FDTD_READY,acceptable,data/models/Ni_Ni_Werner/SemiCP_M4.json
Ni_Ni_Werner-DFT,Ni,metal,Ni,Werner-DFT,3.0,CP,SemiCP,0.0087110698240201,0.2224717607545724,1.0000000000000004,FDTD_READY,acceptable,
Pd_Pd_Johnson,Pd,metal,Pd,Johnson,3.0,CP,SemiCP,0.0264428869936192,0.4114594290394175,1.0000000000000004,FDTD_READY,warning,
Pd_Pd_Palm,Pd,metal,Pd,Palm,3.0,CP,SemiCP,0.0040278627011863,0.0509154445154402,1.0000000000000009,FDTD_READY,excellent,data/models/Pd_Pd_Palm/SemiCP_M3.json
Pd_Pd_Rakic-BB,Pd,metal,Pd,Rakic-BB,5.0,CP,SemiCP,0.0003955692602751,0.0077572754615345,1.0000000000000009,FDTD_READY,excellent,data/models/Pd_Pd_Rakic-BB/SemiCP_M5.json
Pd_Pd_Rakic-LD,Pd,metal,Pd,Rakic-LD,4.0,CP,SemiCP,0.0002540052764597,0.0042924633307392,1.0,FDTD_READY,excellent,
Pd_Pd_Werner,Pd,metal,Pd,Werner,2.0,CP,SemiCP,0.0021012423680042,0.0650637851707232,1.0,FDTD_READY,excellent,
Pd_Pd_Werner-DFT,Pd,metal,Pd,Werner-DFT,3.0,CP,SemiCP,0.0033633890889335,0.0999235118643442,1.0000000000000016,FDTD_READY,excellent,data/models/Pd_Pd_Werner-DFT/SemiCP_M3.json
Pt_Pt_Rakic-BB,Pt,metal,Pt,Rakic-BB,3.0,CP,SemiCP,0.0041798738496418,0.1065575216892988,1.0000000000000002,FDTD_READY,excellent,data/models/Pt_Pt_Rakic-BB/SemiCP_M3.json
Pt_Pt_Rakic-LD,Pt,metal,Pt,Rakic-LD,3.0,CP,SemiCP,0.0027962601145936,0.0860639966719198,1.0000000000000002,FDTD_READY,excellent,data/models/Pt_Pt_Rakic-LD/SemiCP_M3.json
Pt_Pt_Tselin,Pt,metal,Pt,Tselin,3.0,CP,SemiCP,0.001204606234022,0.0557287184715255,1.0000000000000004,FDTD_READY,excellent,
Pt_Pt_Werner,Pt,metal,Pt,Werner,3.0,CP,SemiCP,0.004701377029167,0.0938307270671349,1.0,FDTD_READY,excellent,data/models/Pt_Pt_Werner/SemiCP_M3.json
Pt_Pt_Werner-DFT,Pt,metal,Pt,Werner-DFT,4.0,CP,SemiCP,0.0030015284865931,0.1400342335677407,1.000000000000001,FDTD_READY,excellent,
Sc2O3_Sc2O3_Belosludtsev,Sc2O3,transparent_dielectric_oxide,Sc2O3,Belosludtsev,1.0,CP,SemiCP,0.0004101230767338,0.0016769835031699,1.000000031173122,FDTD_READY,excellent,data/models/Sc2O3_Sc2O3_Belosludtsev/SemiCP_M1.json
Si_Si_Franta,Si,semiconductor,Si,Franta,3.0,CP,SemiCP,0.0019969085876237,0.0335965012318165,1.0,FDTD_READY,excellent,data/models/Si_Si_Franta/SemiCP_M3.json
Si_Si_Franta-100K,Si,semiconductor,Si,Franta-100K,4.0,CP,SemiCP,0.002151731679515,0.0649887283585193,1.0000002667683494,FDTD_READY,excellent,
Si_Si_Franta-10K,Si,semiconductor,Si,Franta-10K,3.0,CP,SemiCP,0.0029295794698612,0.125950469922279,1.000000531135207,FDTD_READY,excellent,data/models/Si_Si_Franta-10K/SemiCP_M3.json
Si_Si_Franta-150K,Si,semiconductor,Si,Franta-150K,5.0,CP,CP,0.0033918246988492,0.1055087033388911,1.0000000000000009,FDTD_READY,excellent,
Si_Si_Franta-200K,Si,semiconductor,Si,Franta-200K,5.0,CP,CP,0.0027606968096748,0.099508678420287,1.0,FDTD_READY,excellent,data/models/Si_Si_Franta-200K/CP_M5.json
Si_Si_Franta-20C,Si,semiconductor,Si,Franta-20C,5.0,CP,CP,0.003744900465554,0.1458674886911307,1.0000000000000016,FDTD_READY,excellent,
Si_Si_Franta-250K,Si,semiconductor,Si,Franta-250K,5.0,RP,RP,0.0012937632760889,0.0311226811921454,1.0000005485130183,SELECTED_FDTD_READY,excellent,data/models/Si_Si_Franta-250K/RP_M5.json
Si_Si_Franta-25C,Si,semiconductor,Si,Franta-25C,5.0,CP,CP,0.0024962323283377,0.099373741714369,1.0,FDTD_READY,excellent,data/models/Si_Si_Franta-25C/CP_M5.json
Si_Si_Franta-300K,Si,semiconductor,Si,Franta-300K,5.0,CP,CP,0.0031200452188509,0.095260250401219,1.0000000000000002,FDTD_READY,excellent,
Si_Si_Franta-350K,Si,semiconductor,Si,Franta-350K,4.0,RP,RP,0.0037829769143021,0.0756646782081407,1.0,SELECTED_FDTD_READY,excellent,
Si_Si_Franta-400K,Si,semiconductor,Si,Franta-400K,3.0,CP,SemiCP,0.0028212404958763,0.0924359461496469,1.0000007352746745,FDTD_READY,excellent,data/models/Si_Si_Franta-400K/SemiCP_M3.json
Si_Si_Franta-450K,Si,semiconductor,Si,Franta-450K,3.0,CP,SemiCP,0.0035005079558709,0.1091414798238485,1.00000002468714,FDTD_READY,excellent,
Si_Si_Franta-500K,Si,semiconductor,Si,Franta-500K,3.0,CP,SemiCP,0.0037085264251182,0.1037487845321501,1.000000000000001,FDTD_READY,excellent,data/models/Si_Si_Franta-500K/SemiCP_M3.json
Si_Si_Franta-50K,Si,semiconductor,Si,Franta-50K,4.0,CP,SemiCP,0.0020942583742182,0.0623950025540156,1.0000000361447892,FDTD_READY,excellent,
Si_Si_Green-1995,Si,semiconductor,Si,Green-1995,1.0,CP,CP,0.1490307499944543,4.934511989369689,1.000000000015025,FDTD_READY,poor,
Si_Si_Green-2008,Si,semiconductor,Si,Green-2008,3.0,CP,SemiCP,0.0046139069133356,0.1799614128258365,1.0000009439765127,FDTD_READY,excellent,
Si_Si_Karaman-120C,Si,semiconductor,Si,Karaman-120C,2.0,CP,SemiCP,0.0041975731133937,0.0799181857325719,1.0,FDTD_READY,excellent,
Si_Si_Karaman-170C,Si,semiconductor,Si,Karaman-170C,2.0,CP,SemiCP,0.0040385849862702,0.0811575564665475,1.0000000000000004,FDTD_READY,excellent,
Si_Si_Karaman-20C,Si,semiconductor,Si,Karaman-20C,2.0,CP,SemiCP,0.0040726201846828,0.0772623358917055,1.0000000000000004,FDTD_READY,excellent,
Si_Si_Karaman-220C,Si,semiconductor,Si,Karaman-220C,2.0,CP,SemiCP,0.0025507440694532,0.0474476329543131,1.000000000000001,FDTD_READY,excellent,data/models/Si_Si_Karaman-220C/SemiCP_M2.json
Si_Si_Karaman-70C,Si,semiconductor,Si,Karaman-70C,2.0,CP,SemiCP,0.0040819957788903,0.0760374731361519,1.0,FDTD_READY,excellent,data/models/Si_Si_Karaman-70C/SemiCP_M2.json
Si_Si_Pierce,Si,semiconductor,Si,Pierce,2.0,CP,SemiCP,0.0035179101544554,0.0597532860845984,1.0000000000000009,FDTD_READY,excellent,data/models/Si_Si_Pierce/SemiCP_M2.json
Si_Si_Schinke,Si,semiconductor,Si,Schinke,3.0,CP,CP,0.0047431027949224,0.1980354661882611,1.0000000000000002,FDTD_READY,excellent,data/models/Si_Si_Schinke/CP_M3.json
Si3N4_Si3N4_Beliaev,Si3N4,nitride_or_carbide,Si3N4,Beliaev,1.0,CP,SemiCP,0.0001165326612554,0.000514435166324,1.0000000000000009,FDTD_READY,excellent,data/models/Si3N4_Si3N4_Beliaev/SemiCP_M1.json
Si3N4_Si3N4_Vogt-1,Si3N4,nitride_or_carbide,Si3N4,Vogt-1,1.0,CP,SemiCP,0.0018117401268094,0.0070834490838708,1.0000004262618791,FDTD_READY,excellent,
Si3N4_Si3N4_Vogt-2,Si3N4,nitride_or_carbide,Si3N4,Vogt-2,2.0,CP,SemiCP,0.0015399114165572,0.0072420681297869,1.0,FDTD_READY,excellent,data/models/Si3N4_Si3N4_Vogt-2/SemiCP_M2.json
Si3N4_Si3N4_Vogt-3,Si3N4,nitride_or_carbide,Si3N4,Vogt-3,2.0,CP,CP,0.0036393353557687,0.0192807072738836,1.0,FDTD_READY,excellent,data/models/Si3N4_Si3N4_Vogt-3/CP_M2.json
SiC_SiC_Larruquert,SiC,nitride_or_carbide,SiC,Larruquert,4.0,CP,SemiCP,0.0007631713072377,0.0083398523805592,1.0000000000000004,FDTD_READY,excellent,data/models/SiC_SiC_Larruquert/SemiCP_M4.json
SiO2_SiO2_Franta,SiO2,transparent_dielectric_oxide,SiO2,Franta,1.0,CP,SemiCP,0.0007271958877213,0.0015405343524336,1.0000000641845244,FDTD_READY,excellent,
SiO2_SiO2_Franta-25C,SiO2,transparent_dielectric_oxide,SiO2,Franta-25C,1.0,CP,CP,0.0009580779799072,0.0020881070830937,1.0000000504018784,FDTD_READY,excellent,
SiO2_SiO2_Franta-300C,SiO2,transparent_dielectric_oxide,SiO2,Franta-300C,1.0,CP,SemiCP,0.0007783390621376,0.0016751253480584,1.0,FDTD_READY,excellent,data/models/SiO2_SiO2_Franta-300C/SemiCP_M1.json
SiO2_SiO2_Gao,SiO2,transparent_dielectric_oxide,SiO2,Gao,1.0,CP,CP,0.0004537897336495,0.0010116557995848,1.0000000653985155,FDTD_READY,excellent,data/models/SiO2_SiO2_Gao/CP_M1.json
SiO2_SiO2_Lemarchand,SiO2,transparent_dielectric_oxide,SiO2,Lemarchand,1.0,CP,SemiCP,0.0005207066394578,0.0011422112440087,1.0000000018605275,FDTD_READY,excellent,data/models/SiO2_SiO2_Lemarchand/SemiCP_M1.json
SiO2_SiO2_Rodriguez-de_Marcos,SiO2,transparent_dielectric_oxide,SiO2,Rodriguez-de Marcos,1.0,CP,CP,0.0001159746145995,0.0002528078155198,1.0,FDTD_READY,excellent,data/models/SiO2_SiO2_Rodriguez-de_Marcos/CP_M1.json
Ta_Ta_Werner,Ta,metal,Ta,Werner,2.0,CP,SemiCP,0.000360835150147,0.019899385299093,1.0000000000000009,FDTD_READY,excellent,data/models/Ta_Ta_Werner/SemiCP_M2.json
Ta_Ta_Werner-DFT,Ta,metal,Ta,Werner-DFT,5.0,CP,SemiCP,0.0090430439739593,0.0929578956764174,1.0000000000000002,FDTD_READY,acceptable,data/models/Ta_Ta_Werner-DFT/SemiCP_M5.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-12-25,1.0,CP,CP,0.004484962903482,0.0261561643724251,1.0000002681875206,FDTD_READY,excellent,
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-16-25,1.0,CP,SemiCP,0.0007429998470309,0.0041638261378951,1.000000000000001,FDTD_READY,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-4-25,1.0,CP,SemiCP,0.0007613246874339,0.0041455515119611,1.0,FDTD_READY,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-25,1.0,CP,SemiCP,0.0007495339293955,0.0042192247663877,1.0000000000000002,FDTD_READY,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-450,1.0,CP,SemiCP,0.0006509808603358,0.0035892341328222,1.0,FDTD_READY,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-3.28-8-550,1.0,CP,SemiCP,0.0006599492907541,0.0036108698969376,1.0000000000000004,FDTD_READY,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-4.38-12-25,1.0,CP,SemiCP,0.0020223375826169,0.009523245552764,1.0,FDTD_READY,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-amorphous-5.48-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-5.48-12-25,1.0,CP,CP,0.0039622784984654,0.023134483379225,1.0000002545502171,FDTD_READY,excellent,
Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25,Ta2O5,high_k_oxide,Ta2O5,Cheikh-amorphous-6.75-12-25,1.0,CP,SemiCP,0.0008056906743963,0.0045249082237382,1.0000000000000002,FDTD_READY,excellent,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25/SemiCP_M1.json
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-650,2.0,CP,CP,0.0006363549974932,0.0031912849450359,1.0000000000000004,FDTD_READY,excellent,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650/CP_M2.json
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-750,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-750,2.0,CP,CP,0.001023885076798,0.005420836985181,1.0000000000000009,FDTD_READY,excellent,
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850,Ta2O5,high_k_oxide,Ta2O5,Cheikh-crystalline-3.28-8-850,1.0,CP,SemiCP,0.0042728648296133,0.0218351907299022,1.0000009214276189,FDTD_READY,excellent,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850/SemiCP_M1.json
Ta2O5_Ta2O5_Franta-2015,Ta2O5,high_k_oxide,Ta2O5,Franta-2015,1.0,CP,SemiCP,0.0013621094836865,0.0068386088611124,1.0000000089350518,FDTD_READY,excellent,data/models/Ta2O5_Ta2O5_Franta-2015/SemiCP_M1.json
Ta2O5_Ta2O5_Franta-2025,Ta2O5,high_k_oxide,Ta2O5,Franta-2025,1.0,CP,SemiCP,0.0013460290391023,0.0069111148963698,1.0000000086542762,FDTD_READY,excellent,
Ta2O5_Ta2O5_Rodriguez-de_Marcos,Ta2O5,high_k_oxide,Ta2O5,Rodriguez-de Marcos,1.0,CP,SemiCP,0.0012620144589616,0.0064482629555552,1.0000000000000002,FDTD_READY,excellent,
Ti_Ti_Johnson,Ti,metal,Ti,Johnson,5.0,CP,SemiCP,0.025634150740388,0.5832879556069916,1.0000000000000004,FDTD_READY,warning,data/models/Ti_Ti_Johnson/SemiCP_M5.json
Ti_Ti_Palm,Ti,metal,Ti,Palm,4.0,CP,SemiCP,0.0009813505320361,0.0070278441396973,1.0000000000000009,FDTD_READY,excellent,
Ti_Ti_Rakic-BB,Ti,metal,Ti,Rakic-BB,3.0,CP,SemiCP,0.0013119525595746,0.0203818338556976,1.0000000000000002,FDTD_READY,excellent,
Ti_Ti_Rakic-LD,Ti,metal,Ti,Rakic-LD,3.0,CP,SemiCP,0.0003781459730425,0.0066204263144657,1.0000000000000029,FDTD_READY,excellent,data/models/Ti_Ti_Rakic-LD/SemiCP_M3.json
Ti_Ti_Werner,Ti,metal,Ti,Werner,4.0,CP,SemiCP,0.0039147181621151,0.1698494654332407,1.0000004700907907,FDTD_READY,excellent,data/models/Ti_Ti_Werner/SemiCP_M4.json
Ti_Ti_Werner-DFT,Ti,metal,Ti,Werner-DFT,5.0,CP,CP,0.0132182983010915,0.468013771620795,1.0000000000000016,FDTD_READY,warning,data/models/Ti_Ti_Werner-DFT/CP_M5.json
TiN_TiN_Beliaev-sputtering,TiN,nitride_or_carbide,TiN,Beliaev-sputtering,3.0,CP,SemiCP,0.0175713235261552,0.1575091778600602,1.0,FDTD_READY,warning,data/models/TiN_TiN_Beliaev-sputtering/SemiCP_M3.json
TiN_TiN_Pfluger,TiN,nitride_or_carbide,TiN,Pfluger,5.0,CP,SemiCP,0.0194096710819349,0.1792018634248461,1.0,FDTD_READY,warning,data/models/TiN_TiN_Pfluger/SemiCP_M5.json
TiN_TiN_Shkondin,TiN,nitride_or_carbide,TiN,Shkondin,4.0,CP,SemiCP,0.0022424823692196,0.0178936633437338,1.0,FDTD_READY,excellent,
TiN_TiN_Shkondin-700,TiN,nitride_or_carbide,TiN,Shkondin-700,4.0,CP,SemiCP,0.0029997376261676,0.0307791224462868,1.0000000000000004,FDTD_READY,excellent,
TiN_TiN_Shkondin-800,TiN,nitride_or_carbide,TiN,Shkondin-800,5.0,CP,SemiCP,0.0011719947641959,0.0059344296293128,1.0000000000000009,FDTD_READY,excellent,data/models/TiN_TiN_Shkondin-800/SemiCP_M5.json
TiN_TiN_Shkondin-900,TiN,nitride_or_carbide,TiN,Shkondin-900,5.0,CP,SemiCP,0.0013042016805378,0.0061221797784707,1.0000000000000004,FDTD_READY,excellent,
TiO2_TiO2_Franta,TiO2,high_k_oxide,TiO2,Franta,2.0,CP,SemiCP,0.0044502993209513,0.0339698084094585,1.000000273596992,FDTD_READY,excellent,data/models/TiO2_TiO2_Franta/SemiCP_M2.json
TiO2_TiO2_Sarkar,TiO2,high_k_oxide,TiO2,Sarkar,4.0,CP,SemiCP,0.0018837667657116,0.0108339368992228,1.0,FDTD_READY,excellent,data/models/TiO2_TiO2_Sarkar/SemiCP_M4.json
TiO2_TiO2_Siefke,TiO2,high_k_oxide,TiO2,Siefke,3.0,CP,CP,0.0015852489349911,0.0129496243196534,1.0000008120517947,FDTD_READY,excellent,
TiO2_TiO2_Zhukovsky,TiO2,high_k_oxide,TiO2,Zhukovsky,2.0,CP,SemiCP,0.0029989929799633,0.0335114276093799,1.0000000380120333,FDTD_READY,excellent,data/models/TiO2_TiO2_Zhukovsky/SemiCP_M2.json
V_V_Johnson,V,metal,V,Johnson,5.0,CP,SemiCP,0.0551959967815854,1.1774762195101236,1.0000000000000002,FDTD_READY,poor,data/models/V_V_Johnson/SemiCP_M5.json
V_V_Werner,V,metal,V,Werner,2.0,CP,SemiCP,0.0012794261595382,0.0497413965891136,1.0,FDTD_READY,excellent,data/models/V_V_Werner/SemiCP_M2.json
V_V_Werner-DFT,V,metal,V,Werner-DFT,5.0,CP,SemiCP,0.0175388931841403,0.3359562026546446,1.0000000000000022,FDTD_READY,warning,
VO2_VO2_Oguntoye-20C,VO2,lossy_transition_metal_oxide,VO2,Oguntoye-20C,3.0,CP,SemiCP,0.004488908126694,0.0297081441982292,1.0000000000000002,FDTD_READY,excellent,
