material,book,page,record_tag,raw_database_points_json,raw_database_nk_csv,raw_database_full_points_json,raw_database_full_nk_csv,raw_database_overlap_points_json,raw_database_overlap_nk_csv,fitting_grid_points_json,record_key,record_label,material_class,record_folder
Au,Au,Yakubovsky-117nm,Au_Au_Yakubovsky-117nm,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-117nm/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-117nm/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-117nm/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-117nm/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-117nm/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-117nm/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-117nm/fitting_grid_points.json,Au_Au_Yakubovsky-117nm,,,
Au,Au,Yakubovsky-25nm,Au_Au_Yakubovsky-25nm,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-25nm/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-25nm/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-25nm/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-25nm/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-25nm/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-25nm/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-25nm/fitting_grid_points.json,Au_Au_Yakubovsky-25nm,,,
Au,Au,Yakubovsky-4nm,Au_Au_Yakubovsky-4nm,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-4nm/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-4nm/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-4nm/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-4nm/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-4nm/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-4nm/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-4nm/fitting_grid_points.json,Au_Au_Yakubovsky-4nm,,,
Au,Au,Yakubovsky-53nm,Au_Au_Yakubovsky-53nm,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-53nm/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-53nm/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-53nm/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-53nm/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-53nm/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-53nm/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-53nm/fitting_grid_points.json,Au_Au_Yakubovsky-53nm,,,
Au,Au,Yakubovsky-6nm,Au_Au_Yakubovsky-6nm,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-6nm/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-6nm/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-6nm/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-6nm/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-6nm/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-6nm/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-6nm/fitting_grid_points.json,Au_Au_Yakubovsky-6nm,,,
Au,Au,Yakubovsky-9nm,Au_Au_Yakubovsky-9nm,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-9nm/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-9nm/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-9nm/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-9nm/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-9nm/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-9nm/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/Au_Au_Yakubovsky-9nm/fitting_grid_points.json,Au_Au_Yakubovsky-9nm,,,
BaF2,BaF2,Querry,BaF2_BaF2_Querry,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/BaF2_BaF2_Querry/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/BaF2_BaF2_Querry/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/BaF2_BaF2_Querry/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/BaF2_BaF2_Querry/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/BaF2_BaF2_Querry/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/BaF2_BaF2_Querry/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/BaF2_BaF2_Querry/fitting_grid_points.json,BaF2_BaF2_Querry,,,
C,C,Arakawa,C_C_Arakawa,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Arakawa/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Arakawa/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Arakawa/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Arakawa/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Arakawa/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Arakawa/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Arakawa/fitting_grid_points.json,C_C_Arakawa,,,
C,C,Djurisic-e,C_C_Djurisic-e,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-e/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-e/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-e/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-e/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-e/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-e/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-e/fitting_grid_points.json,C_C_Djurisic-e,,,
C,C,Djurisic-o,C_C_Djurisic-o,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-o/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-o/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-o/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-o/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-o/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-o/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Djurisic-o/fitting_grid_points.json,C_C_Djurisic-o,,,
C,C,El-Sayed,C_C_El-Sayed,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_El-Sayed/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_El-Sayed/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_El-Sayed/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_El-Sayed/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_El-Sayed/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_El-Sayed/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_El-Sayed/fitting_grid_points.json,C_C_El-Sayed,,,
C,C,Ermolaev,C_C_Ermolaev,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev/fitting_grid_points.json,C_C_Ermolaev,,,
C,C,Ermolaev-SWCNT-e,C_C_Ermolaev-SWCNT-e,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-e/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-e/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-e/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-e/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-e/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-e/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-e/fitting_grid_points.json,C_C_Ermolaev-SWCNT-e,,,
C,C,Ermolaev-SWCNT-o,C_C_Ermolaev-SWCNT-o,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-o/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-o/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-o/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-o/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-o/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-o/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Ermolaev-SWCNT-o/fitting_grid_points.json,C_C_Ermolaev-SWCNT-o,,,
C,C,Larruquert,C_C_Larruquert,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Larruquert/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Larruquert/raw_database_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Larruquert/raw_database_full_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Larruquert/raw_database_full_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Larruquert/raw_database_overlap_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Larruquert/raw_database_overlap_nk.csv,batch_database_RI_to_FDTDready_RP_CP_SCP_v23_VISNIR_overlap_raw_exp_N1_to_N5_1nm_52cpu/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/C_C_Larruquert/fitting_grid_points.json,C_C_Larruquert,,,
