material,record_key,record_label,book,page,material_class,record_json,raw_database_points,fitting_grid_points,wavelength_range_um,wavelength_range_source,fdtd_ready_exported_model_count,fdtd_ready_count,FDTD_ready_count,recommended_N,recommended_public_family,recommended_model_code,recommended_epsilon_rms,model_order_count,fit_wl_min_um,fit_wl_max_um,n_model_rows,n_exportable_rows,has_recommendation,recommended_family,recommended_model_json,recommended_model_curve,source_record_key
C,C_C_Song-sHOPG-e,C / Song-sHOPG-e,C,Song-sHOPG-e,,records/C_C_Song-sHOPG-e.json,experimental/C_C_Song-sHOPG-e/raw_database_points.json,experimental/C_C_Song-sHOPG-e/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,10,10,10,1.0,SemiAnalyticalCP,SCP_M1,0.0074527339026185,5,0.3,1.1,15,10,True,SCP,models/VISNIR_ANY_C_Song-sHOPG-e_0.3_1.1um/SCP_M1.json,model_curves/VISNIR_ANY_C_Song-sHOPG-e_0.3_1.1um/SCP_M1.json,VISNIR_ANY_C_Song-sHOPG-e_0.3_1.1um
C,C_C_Song-sHOPG-o,C / Song-sHOPG-o,C,Song-sHOPG-o,,records/C_C_Song-sHOPG-o.json,experimental/C_C_Song-sHOPG-o/raw_database_points.json,experimental/C_C_Song-sHOPG-o/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,7,7,7,3.0,RP,RP_M3,0.0049625472385999,5,0.3,1.1,15,7,True,RP,models/VISNIR_ANY_C_Song-sHOPG-o_0.3_1.1um/RP_M3.json,model_curves/VISNIR_ANY_C_Song-sHOPG-o_0.3_1.1um/RP_M3.json,VISNIR_ANY_C_Song-sHOPG-o_0.3_1.1um
C,C_C_Song,C / Song,C,Song,,records/C_C_Song.json,experimental/C_C_Song/raw_database_points.json,experimental/C_C_Song/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,3,3,3,2.0,RP,RP_M2,0.0141009720840249,5,0.3,1.1,15,3,True,RP,models/VISNIR_ANY_C_Song_0.3_1.1um/RP_M2.json,model_curves/VISNIR_ANY_C_Song_0.3_1.1um/RP_M2.json,VISNIR_ANY_C_Song_0.3_1.1um
C,C_C_Taylor,C / Taylor,C,Taylor,,records/C_C_Taylor.json,experimental/C_C_Taylor/raw_database_points.json,experimental/C_C_Taylor/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,11,11,11,1.0,SemiAnalyticalCP,SCP_M1,1.4269278640039847e-05,5,0.3,1.1,15,11,True,SCP,models/VISNIR_ANY_C_Taylor_0.3_1.1um/SCP_M1.json,model_curves/VISNIR_ANY_C_Taylor_0.3_1.1um/SCP_M1.json,VISNIR_ANY_C_Taylor_0.3_1.1um
C,C_C_Tikuisis,C / Tikuisis,C,Tikuisis,,records/C_C_Tikuisis.json,experimental/C_C_Tikuisis/raw_database_points.json,experimental/C_C_Tikuisis/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,12,12,12,3.0,SemiAnalyticalCP,SCP_M3,0.0011561538266351,5,0.3,1.1,15,12,True,SCP,models/VISNIR_ANY_C_Tikuisis_0.3_1.1um/SCP_M3.json,model_curves/VISNIR_ANY_C_Tikuisis_0.3_1.1um/SCP_M3.json,VISNIR_ANY_C_Tikuisis_0.3_1.1um
C,C_C_Weber,C / Weber,C,Weber,,records/C_C_Weber.json,experimental/C_C_Weber/raw_database_points.json,experimental/C_C_Weber/fitting_grid_points.json,"[0.3, 0.999007]",fitting_grid_points,14,14,14,4.0,SemiAnalyticalCP,SCP_M4,0.0005653090930753,5,0.3,0.999007,15,14,True,SCP,models/VISNIR_ANY_C_Weber_0.3_0.999um/SCP_M4.json,model_curves/VISNIR_ANY_C_Weber_0.3_0.999um/SCP_M4.json,VISNIR_ANY_C_Weber_0.3_0.999um
CdS,CdS_CdS_Ninomiya-e,CdS / Ninomiya-e,CdS,Ninomiya-e,,records/CdS_CdS_Ninomiya-e.json,experimental/CdS_CdS_Ninomiya-e/raw_database_points.json,experimental/CdS_CdS_Ninomiya-e/fitting_grid_points.json,"[0.3, 1.0332]",fitting_grid_points,6,6,6,4.0,AnalyticalCP,CP_M4,0.0280249929499515,5,0.3,1.0332,15,6,True,CP,models/VISNIR_ANY_CdS_Ninomiya-e_0.3_1.033um/CP_M4.json,model_curves/VISNIR_ANY_CdS_Ninomiya-e_0.3_1.033um/CP_M4.json,VISNIR_ANY_CdS_Ninomiya-e_0.3_1.033um
CdS,CdS_CdS_Ninomiya-o,CdS / Ninomiya-o,CdS,Ninomiya-o,,records/CdS_CdS_Ninomiya-o.json,experimental/CdS_CdS_Ninomiya-o/raw_database_points.json,experimental/CdS_CdS_Ninomiya-o/fitting_grid_points.json,"[0.3, 1.0332]",fitting_grid_points,6,6,6,4.0,AnalyticalCP,CP_M4,0.0225081306060357,5,0.3,1.0332,15,6,True,CP,models/VISNIR_ANY_CdS_Ninomiya-o_0.3_1.033um/CP_M4.json,model_curves/VISNIR_ANY_CdS_Ninomiya-o_0.3_1.033um/CP_M4.json,VISNIR_ANY_CdS_Ninomiya-o_0.3_1.033um
CdS,CdS_CdS_Treharne,CdS / Treharne,CdS,Treharne,,records/CdS_CdS_Treharne.json,experimental/CdS_CdS_Treharne/raw_database_points.json,experimental/CdS_CdS_Treharne/fitting_grid_points.json,"[0.30141754, 1.1]",fitting_grid_points,8,8,8,5.0,AnalyticalCP,CP_M5,0.0030111073032789,5,0.30141754,1.1,15,8,True,CP,models/VISNIR_ANY_CdS_Treharne_0.3014_1.1um/CP_M5.json,model_curves/VISNIR_ANY_CdS_Treharne_0.3014_1.1um/CP_M5.json,VISNIR_ANY_CdS_Treharne_0.3014_1.1um
CdSe,CdSe_CdSe_Ninomiya-cubic,CdSe / Ninomiya-cubic,CdSe,Ninomiya-cubic,,records/CdSe_CdSe_Ninomiya-cubic.json,experimental/CdSe_CdSe_Ninomiya-cubic/raw_database_points.json,experimental/CdSe_CdSe_Ninomiya-cubic/fitting_grid_points.json,"[0.3, 0.82656]",fitting_grid_points,4,4,4,4.0,RP,RP_M4,0.0080349489462426,5,0.3,0.82656,15,4,True,RP,models/VISNIR_ANY_CdSe_Ninomiya-cubic_0.3_0.8266um/RP_M4.json,model_curves/VISNIR_ANY_CdSe_Ninomiya-cubic_0.3_0.8266um/RP_M4.json,VISNIR_ANY_CdSe_Ninomiya-cubic_0.3_0.8266um
CdSe,CdSe_CdSe_Ninomiya-e,CdSe / Ninomiya-e,CdSe,Ninomiya-e,,records/CdSe_CdSe_Ninomiya-e.json,experimental/CdSe_CdSe_Ninomiya-e/raw_database_points.json,experimental/CdSe_CdSe_Ninomiya-e/fitting_grid_points.json,"[0.3, 1.0332]",fitting_grid_points,8,8,8,5.0,RP,RP_M5,0.0052003904953844,5,0.3,1.0332,15,8,True,RP,models/VISNIR_ANY_CdSe_Ninomiya-e_0.3_1.033um/RP_M5.json,model_curves/VISNIR_ANY_CdSe_Ninomiya-e_0.3_1.033um/RP_M5.json,VISNIR_ANY_CdSe_Ninomiya-e_0.3_1.033um
CdSe,CdSe_CdSe_Ninomiya-o,CdSe / Ninomiya-o,CdSe,Ninomiya-o,,records/CdSe_CdSe_Ninomiya-o.json,experimental/CdSe_CdSe_Ninomiya-o/raw_database_points.json,experimental/CdSe_CdSe_Ninomiya-o/fitting_grid_points.json,"[0.3, 1.0332]",fitting_grid_points,8,8,8,5.0,RP,RP_M5,0.0045482032024495,5,0.3,1.0332,15,8,True,RP,models/VISNIR_ANY_CdSe_Ninomiya-o_0.3_1.033um/RP_M5.json,model_curves/VISNIR_ANY_CdSe_Ninomiya-o_0.3_1.033um/RP_M5.json,VISNIR_ANY_CdSe_Ninomiya-o_0.3_1.033um
CdTe,CdTe_CdTe_Adachi,CdTe / Adachi,CdTe,Adachi,,records/CdTe_CdTe_Adachi.json,experimental/CdTe_CdTe_Adachi/raw_database_points.json,experimental/CdTe_CdTe_Adachi/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,10,10,10,5.0,RP,RP_M5,0.0046447488647216,5,0.3,1.1,15,10,True,RP,models/VISNIR_ANY_CdTe_Adachi_0.3_1.1um/RP_M5.json,model_curves/VISNIR_ANY_CdTe_Adachi_0.3_1.1um/RP_M5.json,VISNIR_ANY_CdTe_Adachi_0.3_1.1um
CdTe,CdTe_CdTe_Treharne,CdTe / Treharne,CdTe,Treharne,,records/CdTe_CdTe_Treharne.json,experimental/CdTe_CdTe_Treharne/raw_database_points.json,experimental/CdTe_CdTe_Treharne/fitting_grid_points.json,"[0.30141754, 1.1]",fitting_grid_points,12,12,12,4.0,RP,RP_M4,0.004625552558711,5,0.30141754,1.1,15,12,True,RP,models/VISNIR_ANY_CdTe_Treharne_0.3014_1.1um/RP_M4.json,model_curves/VISNIR_ANY_CdTe_Treharne_0.3014_1.1um/RP_M4.json,VISNIR_ANY_CdTe_Treharne_0.3014_1.1um
Co,Co_Co_Johnson,Co / Johnson,Co,Johnson,,records/Co_Co_Johnson.json,experimental/Co_Co_Johnson/raw_database_points.json,experimental/Co_Co_Johnson/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,2,2,2,2.0,SemiAnalyticalCP,SCP_M2,0.0224610044814268,5,0.3,1.1,15,2,True,SCP,models/VISNIR_ANY_Co_Johnson_0.3_1.1um/SCP_M2.json,model_curves/VISNIR_ANY_Co_Johnson_0.3_1.1um/SCP_M2.json,VISNIR_ANY_Co_Johnson_0.3_1.1um
Co,Co_Co_Werner-DFT,Co / Werner-DFT,Co,Werner-DFT,,records/Co_Co_Werner-DFT.json,experimental/Co_Co_Werner-DFT/raw_database_points.json,experimental/Co_Co_Werner-DFT/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,6,6,6,5.0,SemiAnalyticalCP,SCP_M5,0.013869610457725,5,0.3,1.1,15,6,True,SCP,models/VISNIR_ANY_Co_Werner-DFT_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_Co_Werner-DFT_0.3_1.1um/SCP_M5.json,VISNIR_ANY_Co_Werner-DFT_0.3_1.1um
Co,Co_Co_Werner,Co / Werner,Co,Werner,,records/Co_Co_Werner.json,experimental/Co_Co_Werner/raw_database_points.json,experimental/Co_Co_Werner/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,6,6,6,3.0,SemiAnalyticalCP,SCP_M3,0.0039861897209876,5,0.3,1.1,15,6,True,SCP,models/VISNIR_ANY_Co_Werner_0.3_1.1um/SCP_M3.json,model_curves/VISNIR_ANY_Co_Werner_0.3_1.1um/SCP_M3.json,VISNIR_ANY_Co_Werner_0.3_1.1um
Cr,Cr_Cr_Johnson,Cr / Johnson,Cr,Johnson,,records/Cr_Cr_Johnson.json,experimental/Cr_Cr_Johnson/raw_database_points.json,experimental/Cr_Cr_Johnson/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,4,4,4,4.0,SemiAnalyticalCP,SCP_M4,0.0398657791526335,5,0.3,1.1,15,4,True,SCP,models/VISNIR_ANY_Cr_Johnson_0.3_1.1um/SCP_M4.json,model_curves/VISNIR_ANY_Cr_Johnson_0.3_1.1um/SCP_M4.json,VISNIR_ANY_Cr_Johnson_0.3_1.1um
Cr,Cr_Cr_Rakic-BB,Cr / Rakic-BB,Cr,Rakic-BB,,records/Cr_Cr_Rakic-BB.json,experimental/Cr_Cr_Rakic-BB/raw_database_points.json,experimental/Cr_Cr_Rakic-BB/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,11,11,11,2.0,SemiAnalyticalCP,SCP_M2,0.0007729151201121,5,0.3,1.1,15,11,True,SCP,models/VISNIR_ANY_Cr_Rakic-BB_0.3_1.1um/SCP_M2.json,model_curves/VISNIR_ANY_Cr_Rakic-BB_0.3_1.1um/SCP_M2.json,VISNIR_ANY_Cr_Rakic-BB_0.3_1.1um
Cr,Cr_Cr_Rakic-LD,Cr / Rakic-LD,Cr,Rakic-LD,,records/Cr_Cr_Rakic-LD.json,experimental/Cr_Cr_Rakic-LD/raw_database_points.json,experimental/Cr_Cr_Rakic-LD/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,11,11,11,2.0,SemiAnalyticalCP,SCP_M2,0.0015319280161089,5,0.3,1.1,15,11,True,SCP,models/VISNIR_ANY_Cr_Rakic-LD_0.3_1.1um/SCP_M2.json,model_curves/VISNIR_ANY_Cr_Rakic-LD_0.3_1.1um/SCP_M2.json,VISNIR_ANY_Cr_Rakic-LD_0.3_1.1um
Cr,Cr_Cr_Sytchkova,Cr / Sytchkova,Cr,Sytchkova,,records/Cr_Cr_Sytchkova.json,experimental/Cr_Cr_Sytchkova/raw_database_points.json,experimental/Cr_Cr_Sytchkova/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,7,7,7,4.0,SemiAnalyticalCP,SCP_M4,0.0009420912592679,5,0.3,1.1,15,7,True,SCP,models/VISNIR_ANY_Cr_Sytchkova_0.3_1.1um/SCP_M4.json,model_curves/VISNIR_ANY_Cr_Sytchkova_0.3_1.1um/SCP_M4.json,VISNIR_ANY_Cr_Sytchkova_0.3_1.1um
Cu,Cu_Cu_Babar,Cu / Babar,Cu,Babar,,records/Cu_Cu_Babar.json,experimental/Cu_Cu_Babar/raw_database_points.json,experimental/Cu_Cu_Babar/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,12,12,12,5.0,SemiAnalyticalCP,SCP_M5,0.0069721669335924,5,0.3,1.1,15,12,True,SCP,models/VISNIR_ANY_Cu_Babar_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_Cu_Babar_0.3_1.1um/SCP_M5.json,VISNIR_ANY_Cu_Babar_0.3_1.1um
Cu,Cu_Cu_Hagemann,Cu / Hagemann,Cu,Hagemann,,records/Cu_Cu_Hagemann.json,experimental/Cu_Cu_Hagemann/raw_database_points.json,experimental/Cu_Cu_Hagemann/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,15,15,15,5.0,SemiAnalyticalCP,SCP_M5,0.0038606172203696,5,0.3,1.1,15,15,True,SCP,models/VISNIR_ANY_Cu_Hagemann_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_Cu_Hagemann_0.3_1.1um/SCP_M5.json,VISNIR_ANY_Cu_Hagemann_0.3_1.1um
Cu,Cu_Cu_Johnson,Cu / Johnson,Cu,Johnson,,records/Cu_Cu_Johnson.json,experimental/Cu_Cu_Johnson/raw_database_points.json,experimental/Cu_Cu_Johnson/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,14,14,14,5.0,SemiAnalyticalCP,SCP_M5,0.0118168681041606,5,0.3,1.1,15,14,True,SCP,models/VISNIR_ANY_Cu_Johnson_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_Cu_Johnson_0.3_1.1um/SCP_M5.json,VISNIR_ANY_Cu_Johnson_0.3_1.1um
Cu,Cu_Cu_McPeak,Cu / McPeak,Cu,McPeak,,records/Cu_Cu_McPeak.json,experimental/Cu_Cu_McPeak/raw_database_points.json,experimental/Cu_Cu_McPeak/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,13,13,13,5.0,SemiAnalyticalCP,SCP_M5,0.010149627571573,5,0.3,1.1,15,13,True,SCP,models/VISNIR_ANY_Cu_McPeak_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_Cu_McPeak_0.3_1.1um/SCP_M5.json,VISNIR_ANY_Cu_McPeak_0.3_1.1um
Cu,Cu_Cu_Querry,Cu / Querry,Cu,Querry,,records/Cu_Cu_Querry.json,experimental/Cu_Cu_Querry/raw_database_points.json,experimental/Cu_Cu_Querry/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,15,15,15,4.0,SemiAnalyticalCP,SCP_M4,0.0032070805309935,5,0.3,1.1,15,15,True,SCP,models/VISNIR_ANY_Cu_Querry_0.3_1.1um/SCP_M4.json,model_curves/VISNIR_ANY_Cu_Querry_0.3_1.1um/SCP_M4.json,VISNIR_ANY_Cu_Querry_0.3_1.1um
Cu,Cu_Cu_Rakic-BB,Cu / Rakic-BB,Cu,Rakic-BB,,records/Cu_Cu_Rakic-BB.json,experimental/Cu_Cu_Rakic-BB/raw_database_points.json,experimental/Cu_Cu_Rakic-BB/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,9,9,9,5.0,SemiAnalyticalCP,SCP_M5,0.0002121565067078,5,0.3,1.1,15,9,True,SCP,models/VISNIR_ANY_Cu_Rakic-BB_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_Cu_Rakic-BB_0.3_1.1um/SCP_M5.json,VISNIR_ANY_Cu_Rakic-BB_0.3_1.1um
Cu,Cu_Cu_Rakic-LD,Cu / Rakic-LD,Cu,Rakic-LD,,records/Cu_Cu_Rakic-LD.json,experimental/Cu_Cu_Rakic-LD/raw_database_points.json,experimental/Cu_Cu_Rakic-LD/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,13,13,13,4.0,SemiAnalyticalCP,SCP_M4,0.0002374191426863,5,0.3,1.1,15,13,True,SCP,models/VISNIR_ANY_Cu_Rakic-LD_0.3_1.1um/SCP_M4.json,model_curves/VISNIR_ANY_Cu_Rakic-LD_0.3_1.1um/SCP_M4.json,VISNIR_ANY_Cu_Rakic-LD_0.3_1.1um
Cu,Cu_Cu_Stahrenberg,Cu / Stahrenberg,Cu,Stahrenberg,,records/Cu_Cu_Stahrenberg.json,experimental/Cu_Cu_Stahrenberg/raw_database_points.json,experimental/Cu_Cu_Stahrenberg/fitting_grid_points.json,"[0.3, 0.49594]",fitting_grid_points,3,3,3,3.0,SemiAnalyticalCP,SCP_M3,0.0083895189288941,5,0.3,0.49594,15,3,True,SCP,models/VISNIR_ANY_Cu_Stahrenberg_0.3_0.4959um/SCP_M3.json,model_curves/VISNIR_ANY_Cu_Stahrenberg_0.3_0.4959um/SCP_M3.json,VISNIR_ANY_Cu_Stahrenberg_0.3_0.4959um
Cu,Cu_Cu_Werner-DFT,Cu / Werner-DFT,Cu,Werner-DFT,,records/Cu_Cu_Werner-DFT.json,experimental/Cu_Cu_Werner-DFT/raw_database_points.json,experimental/Cu_Cu_Werner-DFT/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,14,14,14,3.0,SemiAnalyticalCP,SCP_M3,0.0157957233226157,5,0.3,1.1,15,14,True,SCP,models/VISNIR_ANY_Cu_Werner-DFT_0.3_1.1um/SCP_M3.json,model_curves/VISNIR_ANY_Cu_Werner-DFT_0.3_1.1um/SCP_M3.json,VISNIR_ANY_Cu_Werner-DFT_0.3_1.1um
Cu,Cu_Cu_Werner,Cu / Werner,Cu,Werner,,records/Cu_Cu_Werner.json,experimental/Cu_Cu_Werner/raw_database_points.json,experimental/Cu_Cu_Werner/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,8,8,8,5.0,SemiAnalyticalCP,SCP_M5,0.0070162464804679,5,0.3,1.1,15,8,True,SCP,models/VISNIR_ANY_Cu_Werner_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_Cu_Werner_0.3_1.1um/SCP_M5.json,VISNIR_ANY_Cu_Werner_0.3_1.1um
Fe2O3,Fe2O3_Fe2O3_Querry-e,Fe2O3 / Querry-e,Fe2O3,Querry-e,,records/Fe2O3_Fe2O3_Querry-e.json,experimental/Fe2O3_Fe2O3_Querry-e/raw_database_points.json,experimental/Fe2O3_Fe2O3_Querry-e/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,13,13,13,4.0,SemiAnalyticalCP,SCP_M4,0.0027472360334527,5,0.3,1.1,15,13,True,SCP,models/VISNIR_ANY_Fe2O3_Querry-e_0.3_1.1um/SCP_M4.json,model_curves/VISNIR_ANY_Fe2O3_Querry-e_0.3_1.1um/SCP_M4.json,VISNIR_ANY_Fe2O3_Querry-e_0.3_1.1um
Fe2O3,Fe2O3_Fe2O3_Querry-o,Fe2O3 / Querry-o,Fe2O3,Querry-o,,records/Fe2O3_Fe2O3_Querry-o.json,experimental/Fe2O3_Fe2O3_Querry-o/raw_database_points.json,experimental/Fe2O3_Fe2O3_Querry-o/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,10,10,10,5.0,SemiAnalyticalCP,SCP_M5,0.004399165864177,5,0.3,1.1,15,10,True,SCP,models/VISNIR_ANY_Fe2O3_Querry-o_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_Fe2O3_Querry-o_0.3_1.1um/SCP_M5.json,VISNIR_ANY_Fe2O3_Querry-o_0.3_1.1um
Fe3O4,Fe3O4_Fe3O4_Querry,Fe3O4 / Querry,Fe3O4,Querry,,records/Fe3O4_Fe3O4_Querry.json,experimental/Fe3O4_Fe3O4_Querry/raw_database_points.json,experimental/Fe3O4_Fe3O4_Querry/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,14,14,14,3.0,SemiAnalyticalCP,SCP_M3,0.0035867757581782,5,0.3,1.1,15,14,True,SCP,models/VISNIR_ANY_Fe3O4_Querry_0.3_1.1um/SCP_M3.json,model_curves/VISNIR_ANY_Fe3O4_Querry_0.3_1.1um/SCP_M3.json,VISNIR_ANY_Fe3O4_Querry_0.3_1.1um
Fe,Fe_Fe_Johnson,Fe / Johnson,Fe,Johnson,,records/Fe_Fe_Johnson.json,experimental/Fe_Fe_Johnson/raw_database_points.json,experimental/Fe_Fe_Johnson/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,11,11,11,5.0,SemiAnalyticalCP,SCP_M5,0.023428445812504,5,0.3,1.1,15,11,True,SCP,models/VISNIR_ANY_Fe_Johnson_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_Fe_Johnson_0.3_1.1um/SCP_M5.json,VISNIR_ANY_Fe_Johnson_0.3_1.1um
Fe,Fe_Fe_Querry,Fe / Querry,Fe,Querry,,records/Fe_Fe_Querry.json,experimental/Fe_Fe_Querry/raw_database_points.json,experimental/Fe_Fe_Querry/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,6,6,6,2.0,SemiAnalyticalCP,SCP_M2,0.0047140988719898,5,0.3,1.1,15,6,True,SCP,models/VISNIR_ANY_Fe_Querry_0.3_1.1um/SCP_M2.json,model_curves/VISNIR_ANY_Fe_Querry_0.3_1.1um/SCP_M2.json,VISNIR_ANY_Fe_Querry_0.3_1.1um
Fe,Fe_Fe_Werner-DFT,Fe / Werner-DFT,Fe,Werner-DFT,,records/Fe_Fe_Werner-DFT.json,experimental/Fe_Fe_Werner-DFT/raw_database_points.json,experimental/Fe_Fe_Werner-DFT/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,11,11,11,4.0,SemiAnalyticalCP,SCP_M4,0.0051799289204844,5,0.3,1.1,15,11,True,SCP,models/VISNIR_ANY_Fe_Werner-DFT_0.3_1.1um/SCP_M4.json,model_curves/VISNIR_ANY_Fe_Werner-DFT_0.3_1.1um/SCP_M4.json,VISNIR_ANY_Fe_Werner-DFT_0.3_1.1um
Fe,Fe_Fe_Werner,Fe / Werner,Fe,Werner,,records/Fe_Fe_Werner.json,experimental/Fe_Fe_Werner/raw_database_points.json,experimental/Fe_Fe_Werner/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,12,12,12,4.0,SemiAnalyticalCP,SCP_M4,0.018882841829001,5,0.3,1.1,15,12,True,SCP,models/VISNIR_ANY_Fe_Werner_0.3_1.1um/SCP_M4.json,model_curves/VISNIR_ANY_Fe_Werner_0.3_1.1um/SCP_M4.json,VISNIR_ANY_Fe_Werner_0.3_1.1um
GaAs,GaAs_GaAs_Adachi,GaAs / Adachi,GaAs,Adachi,,records/GaAs_GaAs_Adachi.json,experimental/GaAs_GaAs_Adachi/raw_database_points.json,experimental/GaAs_GaAs_Adachi/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,4,4,4,4.0,AnalyticalCP,CP_M4,0.0533961930010893,5,0.3,1.1,15,4,True,CP,models/VISNIR_ANY_GaAs_Adachi_0.3_1.1um/CP_M4.json,model_curves/VISNIR_ANY_GaAs_Adachi_0.3_1.1um/CP_M4.json,VISNIR_ANY_GaAs_Adachi_0.3_1.1um
GaAs,GaAs_GaAs_Aspnes,GaAs / Aspnes,GaAs,Aspnes,,records/GaAs_GaAs_Aspnes.json,experimental/GaAs_GaAs_Aspnes/raw_database_points.json,experimental/GaAs_GaAs_Aspnes/fitting_grid_points.json,"[0.3, 0.8266]",fitting_grid_points,4,4,4,4.0,SemiAnalyticalCP,SCP_M4,0.0087034611921424,5,0.3,0.8266,15,4,True,SCP,models/VISNIR_ANY_GaAs_Aspnes_0.3_0.8266um/SCP_M4.json,model_curves/VISNIR_ANY_GaAs_Aspnes_0.3_0.8266um/SCP_M4.json,VISNIR_ANY_GaAs_Aspnes_0.3_0.8266um
GaAs,GaAs_GaAs_Franta-300K,GaAs / Franta-300K,GaAs,Franta-300K,,records/GaAs_GaAs_Franta-300K.json,experimental/GaAs_GaAs_Franta-300K/raw_database_points.json,experimental/GaAs_GaAs_Franta-300K/fitting_grid_points.json,"[0.895234, 1.1]",fitting_grid_points,15,15,15,1.0,RP,RP_M1,0.0003858720904469,5,0.895234,1.1,15,15,True,RP,models/VISNIR_ANY_GaAs_Franta-300K_0.8952_1.1um/RP_M1.json,model_curves/VISNIR_ANY_GaAs_Franta-300K_0.8952_1.1um/RP_M1.json,VISNIR_ANY_GaAs_Franta-300K_0.8952_1.1um
GaAs,GaAs_GaAs_Franta-370K,GaAs / Franta-370K,GaAs,Franta-370K,,records/GaAs_GaAs_Franta-370K.json,experimental/GaAs_GaAs_Franta-370K/raw_database_points.json,experimental/GaAs_GaAs_Franta-370K/fitting_grid_points.json,"[0.922322, 1.1]",fitting_grid_points,15,15,15,1.0,RP,RP_M1,0.0002609144572765,5,0.922322,1.1,15,15,True,RP,models/VISNIR_ANY_GaAs_Franta-370K_0.9223_1.1um/RP_M1.json,model_curves/VISNIR_ANY_GaAs_Franta-370K_0.9223_1.1um/RP_M1.json,VISNIR_ANY_GaAs_Franta-370K_0.9223_1.1um
GaAs,GaAs_GaAs_Franta-440K,GaAs / Franta-440K,GaAs,Franta-440K,,records/GaAs_GaAs_Franta-440K.json,experimental/GaAs_GaAs_Franta-440K/raw_database_points.json,experimental/GaAs_GaAs_Franta-440K/fitting_grid_points.json,"[0.952058, 1.1]",fitting_grid_points,15,15,15,1.0,RP,RP_M1,0.0001585212800656,5,0.952058,1.1,15,15,True,RP,models/VISNIR_ANY_GaAs_Franta-440K_0.9521_1.1um/RP_M1.json,model_curves/VISNIR_ANY_GaAs_Franta-440K_0.9521_1.1um/RP_M1.json,VISNIR_ANY_GaAs_Franta-440K_0.9521_1.1um
GaAs,GaAs_GaAs_Gadras,GaAs / Gadras,GaAs,Gadras,,records/GaAs_GaAs_Gadras.json,experimental/GaAs_GaAs_Gadras/raw_database_points.json,experimental/GaAs_GaAs_Gadras/fitting_grid_points.json,"[0.4502291, 1.1]",fitting_grid_points,12,12,12,4.0,RP,RP_M4,0.0046893807469084,5,0.4502291,1.1,15,12,True,RP,models/VISNIR_ANY_GaAs_Gadras_0.4502_1.1um/RP_M4.json,model_curves/VISNIR_ANY_GaAs_Gadras_0.4502_1.1um/RP_M4.json,VISNIR_ANY_GaAs_Gadras_0.4502_1.1um
