material,record_key,record_label,book,page,material_class,record_json,raw_database_points,fitting_grid_points,wavelength_range_um,wavelength_range_source,fdtd_ready_exported_model_count,fdtd_ready_count,FDTD_ready_count,recommended_N,recommended_public_family,recommended_model_code,recommended_epsilon_rms,model_order_count,fit_wl_min_um,fit_wl_max_um,n_model_rows,n_exportable_rows,has_recommendation,recommended_family,recommended_model_json,recommended_model_curve,source_record_key
MoS2,MoS2_MoS2_Munkhbat-o,MoS2 / Munkhbat-o,MoS2,Munkhbat-o,,records/MoS2_MoS2_Munkhbat-o.json,experimental/MoS2_MoS2_Munkhbat-o/raw_database_points.json,experimental/MoS2_MoS2_Munkhbat-o/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,5,5,5,5.0,AnalyticalCP,CP_M5,0.0231642525227305,5,0.3,1.1,15,5,True,CP,models/VISNIR_ANY_MoS2_Munkhbat-o_0.3_1.1um/CP_M5.json,model_curves/VISNIR_ANY_MoS2_Munkhbat-o_0.3_1.1um/CP_M5.json,VISNIR_ANY_MoS2_Munkhbat-o_0.3_1.1um
MoS2,MoS2_MoS2_Song-10L,MoS2 / Song-10L,MoS2,Song-10L,,records/MoS2_MoS2_Song-10L.json,experimental/MoS2_MoS2_Song-10L/raw_database_points.json,experimental/MoS2_MoS2_Song-10L/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,11,11,11,5.0,RP,RP_M5,0.0182133924994488,5,0.3,1.1,15,11,True,RP,models/VISNIR_ANY_MoS2_Song-10L_0.3_1.1um/RP_M5.json,model_curves/VISNIR_ANY_MoS2_Song-10L_0.3_1.1um/RP_M5.json,VISNIR_ANY_MoS2_Song-10L_0.3_1.1um
MoS2,MoS2_MoS2_Song-13L,MoS2 / Song-13L,MoS2,Song-13L,,records/MoS2_MoS2_Song-13L.json,experimental/MoS2_MoS2_Song-13L/raw_database_points.json,experimental/MoS2_MoS2_Song-13L/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,12,12,12,5.0,SemiAnalyticalCP,SCP_M5,0.0094685685908666,5,0.3,1.1,15,12,True,SCP,models/VISNIR_ANY_MoS2_Song-13L_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_MoS2_Song-13L_0.3_1.1um/SCP_M5.json,VISNIR_ANY_MoS2_Song-13L_0.3_1.1um
MoS2,MoS2_MoS2_Song-1L,MoS2 / Song-1L,MoS2,Song-1L,,records/MoS2_MoS2_Song-1L.json,experimental/MoS2_MoS2_Song-1L/raw_database_points.json,experimental/MoS2_MoS2_Song-1L/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,11,11,11,5.0,SemiAnalyticalCP,SCP_M5,0.0075040394395498,5,0.3,1.1,15,11,True,SCP,models/VISNIR_ANY_MoS2_Song-1L_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_MoS2_Song-1L_0.3_1.1um/SCP_M5.json,VISNIR_ANY_MoS2_Song-1L_0.3_1.1um
MoS2,MoS2_MoS2_Song-3L,MoS2 / Song-3L,MoS2,Song-3L,,records/MoS2_MoS2_Song-3L.json,experimental/MoS2_MoS2_Song-3L/raw_database_points.json,experimental/MoS2_MoS2_Song-3L/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,12,12,12,5.0,RP,RP_M5,0.0126708182119082,5,0.3,1.1,15,12,True,RP,models/VISNIR_ANY_MoS2_Song-3L_0.3_1.1um/RP_M5.json,model_curves/VISNIR_ANY_MoS2_Song-3L_0.3_1.1um/RP_M5.json,VISNIR_ANY_MoS2_Song-3L_0.3_1.1um
MoS2,MoS2_MoS2_Song-4L,MoS2 / Song-4L,MoS2,Song-4L,,records/MoS2_MoS2_Song-4L.json,experimental/MoS2_MoS2_Song-4L/raw_database_points.json,experimental/MoS2_MoS2_Song-4L/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,10,10,10,5.0,RP,RP_M5,0.0156506144711324,5,0.3,1.1,15,10,True,RP,models/VISNIR_ANY_MoS2_Song-4L_0.3_1.1um/RP_M5.json,model_curves/VISNIR_ANY_MoS2_Song-4L_0.3_1.1um/RP_M5.json,VISNIR_ANY_MoS2_Song-4L_0.3_1.1um
MoS2,MoS2_MoS2_Song-6L,MoS2 / Song-6L,MoS2,Song-6L,,records/MoS2_MoS2_Song-6L.json,experimental/MoS2_MoS2_Song-6L/raw_database_points.json,experimental/MoS2_MoS2_Song-6L/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,10,10,10,5.0,AnalyticalCP,CP_M5,0.0376891924204866,5,0.3,1.1,15,10,True,CP,models/VISNIR_ANY_MoS2_Song-6L_0.3_1.1um/CP_M5.json,model_curves/VISNIR_ANY_MoS2_Song-6L_0.3_1.1um/CP_M5.json,VISNIR_ANY_MoS2_Song-6L_0.3_1.1um
MoS2,MoS2_MoS2_Song-8L,MoS2 / Song-8L,MoS2,Song-8L,,records/MoS2_MoS2_Song-8L.json,experimental/MoS2_MoS2_Song-8L/raw_database_points.json,experimental/MoS2_MoS2_Song-8L/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,10,10,10,4.0,SemiAnalyticalCP,SCP_M4,0.0265980679135375,5,0.3,1.1,15,10,True,SCP,models/VISNIR_ANY_MoS2_Song-8L_0.3_1.1um/SCP_M4.json,model_curves/VISNIR_ANY_MoS2_Song-8L_0.3_1.1um/SCP_M4.json,VISNIR_ANY_MoS2_Song-8L_0.3_1.1um
MoS2,MoS2_MoS2_Song-bulk,MoS2 / Song-bulk,MoS2,Song-bulk,,records/MoS2_MoS2_Song-bulk.json,experimental/MoS2_MoS2_Song-bulk/raw_database_points.json,experimental/MoS2_MoS2_Song-bulk/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,6,6,6,5.0,AnalyticalCP,CP_M5,0.0274280399591916,5,0.3,1.1,15,6,True,CP,models/VISNIR_ANY_MoS2_Song-bulk_0.3_1.1um/CP_M5.json,model_curves/VISNIR_ANY_MoS2_Song-bulk_0.3_1.1um/CP_M5.json,VISNIR_ANY_MoS2_Song-bulk_0.3_1.1um
MoS2,MoS2_MoS2_Ullberg,MoS2 / Ullberg,MoS2,Ullberg,,records/MoS2_MoS2_Ullberg.json,experimental/MoS2_MoS2_Ullberg/raw_database_points.json,experimental/MoS2_MoS2_Ullberg/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,10,10,10,4.0,AnalyticalCP,CP_M4,0.0292159281618807,5,0.3,1.1,15,10,True,CP,models/VISNIR_ANY_MoS2_Ullberg_0.3_1.1um/CP_M4.json,model_curves/VISNIR_ANY_MoS2_Ullberg_0.3_1.1um/CP_M4.json,VISNIR_ANY_MoS2_Ullberg_0.3_1.1um
MoS2,MoS2_MoS2_Yim-20nm,MoS2 / Yim-20nm,MoS2,Yim-20nm,,records/MoS2_MoS2_Yim-20nm.json,experimental/MoS2_MoS2_Yim-20nm/raw_database_points.json,experimental/MoS2_MoS2_Yim-20nm/fitting_grid_points.json,"[0.381514, 0.884671]",fitting_grid_points,10,10,10,2.0,SemiAnalyticalCP,SCP_M2,0.2950170589297471,5,0.381514,0.884671,15,10,True,SCP,models/VISNIR_ANY_MoS2_Yim-20nm_0.3815_0.8847um/SCP_M2.json,model_curves/VISNIR_ANY_MoS2_Yim-20nm_0.3815_0.8847um/SCP_M2.json,VISNIR_ANY_MoS2_Yim-20nm_0.3815_0.8847um
MoS2,MoS2_MoS2_Yim-2nm,MoS2 / Yim-2nm,MoS2,Yim-2nm,,records/MoS2_MoS2_Yim-2nm.json,experimental/MoS2_MoS2_Yim-2nm/raw_database_points.json,experimental/MoS2_MoS2_Yim-2nm/fitting_grid_points.json,"[0.382448, 0.886647]",fitting_grid_points,10,10,10,3.0,SemiAnalyticalCP,SCP_M3,0.3478083632063329,5,0.382448,0.886647,15,10,True,SCP,models/VISNIR_ANY_MoS2_Yim-2nm_0.3824_0.8866um/SCP_M3.json,model_curves/VISNIR_ANY_MoS2_Yim-2nm_0.3824_0.8866um/SCP_M3.json,VISNIR_ANY_MoS2_Yim-2nm_0.3824_0.8866um
MoS2,MoS2_MoS2_Yim-3nm,MoS2 / Yim-3nm,MoS2,Yim-3nm,,records/MoS2_MoS2_Yim-3nm.json,experimental/MoS2_MoS2_Yim-3nm/raw_database_points.json,experimental/MoS2_MoS2_Yim-3nm/fitting_grid_points.json,"[0.382417, 0.888102]",fitting_grid_points,14,14,14,3.0,AnalyticalCP,CP_M3,0.2056054305367599,5,0.382417,0.888102,15,14,True,CP,models/VISNIR_ANY_MoS2_Yim-3nm_0.3824_0.8881um/CP_M3.json,model_curves/VISNIR_ANY_MoS2_Yim-3nm_0.3824_0.8881um/CP_M3.json,VISNIR_ANY_MoS2_Yim-3nm_0.3824_0.8881um
MoS2,MoS2_MoS2_Zhang,MoS2 / Zhang,MoS2,Zhang,,records/MoS2_MoS2_Zhang.json,experimental/MoS2_MoS2_Zhang/raw_database_points.json,experimental/MoS2_MoS2_Zhang/fitting_grid_points.json,"[0.4, 0.75]",fitting_grid_points,11,11,11,5.0,AnalyticalCP,CP_M5,0.1732927596000067,5,0.4,0.75,15,11,True,CP,models/VISNIR_ANY_MoS2_Zhang_0.4_0.75um/CP_M5.json,model_curves/VISNIR_ANY_MoS2_Zhang_0.4_0.75um/CP_M5.json,VISNIR_ANY_MoS2_Zhang_0.4_0.75um
MoS2,MoS2_MoS2_Zotev-e,MoS2 / Zotev-e,MoS2,Zotev-e,,records/MoS2_MoS2_Zotev-e.json,experimental/MoS2_MoS2_Zotev-e/raw_database_points.json,experimental/MoS2_MoS2_Zotev-e/fitting_grid_points.json,"[0.36, 1.0]",fitting_grid_points,2,2,2,3.0,SemiAnalyticalCP,SCP_M3,0.0344823296902474,5,0.36,1.0,15,2,True,SCP,models/VISNIR_ANY_MoS2_Zotev-e_0.36_1um/SCP_M3.json,model_curves/VISNIR_ANY_MoS2_Zotev-e_0.36_1um/SCP_M3.json,VISNIR_ANY_MoS2_Zotev-e_0.36_1um
MoS2,MoS2_MoS2_Zotev-o,MoS2 / Zotev-o,MoS2,Zotev-o,,records/MoS2_MoS2_Zotev-o.json,experimental/MoS2_MoS2_Zotev-o/raw_database_points.json,experimental/MoS2_MoS2_Zotev-o/fitting_grid_points.json,"[0.36, 1.0]",fitting_grid_points,6,6,6,5.0,AnalyticalCP,CP_M5,0.0119129135926937,5,0.36,1.0,15,6,True,CP,models/VISNIR_ANY_MoS2_Zotev-o_0.36_1um/CP_M5.json,model_curves/VISNIR_ANY_MoS2_Zotev-o_0.36_1um/CP_M5.json,VISNIR_ANY_MoS2_Zotev-o_0.36_1um
MoSe2,MoSe2_MoSe2_Beal,MoSe2 / Beal,MoSe2,Beal,,records/MoSe2_MoSe2_Beal.json,experimental/MoSe2_MoSe2_Beal/raw_database_points.json,experimental/MoSe2_MoSe2_Beal/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,10,10,10,5.0,SemiAnalyticalCP,SCP_M5,0.0151449598700133,5,0.3,1.1,15,10,True,SCP,models/VISNIR_ANY_MoSe2_Beal_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_MoSe2_Beal_0.3_1.1um/SCP_M5.json,VISNIR_ANY_MoSe2_Beal_0.3_1.1um
MoSe2,MoSe2_MoSe2_Hsu-1L,MoSe2 / Hsu-1L,MoSe2,Hsu-1L,,records/MoSe2_MoSe2_Hsu-1L.json,experimental/MoSe2_MoSe2_Hsu-1L/raw_database_points.json,experimental/MoSe2_MoSe2_Hsu-1L/fitting_grid_points.json,"[0.39697, 0.85698]",fitting_grid_points,14,14,14,5.0,RP,RP_M5,0.0704059534870018,5,0.39697,0.85698,15,14,True,RP,models/VISNIR_ANY_MoSe2_Hsu-1L_0.397_0.857um/RP_M5.json,model_curves/VISNIR_ANY_MoSe2_Hsu-1L_0.397_0.857um/RP_M5.json,VISNIR_ANY_MoSe2_Hsu-1L_0.397_0.857um
MoSe2,MoSe2_MoSe2_Hsu-2L,MoSe2 / Hsu-2L,MoSe2,Hsu-2L,,records/MoSe2_MoSe2_Hsu-2L.json,experimental/MoSe2_MoSe2_Hsu-2L/raw_database_points.json,experimental/MoSe2_MoSe2_Hsu-2L/fitting_grid_points.json,"[0.39697, 0.85697]",fitting_grid_points,13,13,13,5.0,SemiAnalyticalCP,SCP_M5,0.0776422798838394,5,0.39697,0.85697,15,13,True,SCP,models/VISNIR_ANY_MoSe2_Hsu-2L_0.397_0.857um/SCP_M5.json,model_curves/VISNIR_ANY_MoSe2_Hsu-2L_0.397_0.857um/SCP_M5.json,VISNIR_ANY_MoSe2_Hsu-2L_0.397_0.857um
MoSe2,MoSe2_MoSe2_Hsu-3L,MoSe2 / Hsu-3L,MoSe2,Hsu-3L,,records/MoSe2_MoSe2_Hsu-3L.json,experimental/MoSe2_MoSe2_Hsu-3L/raw_database_points.json,experimental/MoSe2_MoSe2_Hsu-3L/fitting_grid_points.json,"[0.39697, 0.85697]",fitting_grid_points,8,8,8,4.0,AnalyticalCP,CP_M4,0.1475139242588598,5,0.39697,0.85697,15,8,True,CP,models/VISNIR_ANY_MoSe2_Hsu-3L_0.397_0.857um/CP_M4.json,model_curves/VISNIR_ANY_MoSe2_Hsu-3L_0.397_0.857um/CP_M4.json,VISNIR_ANY_MoSe2_Hsu-3L_0.397_0.857um
MoSe2,MoSe2_MoSe2_Munkhbat-e,MoSe2 / Munkhbat-e,MoSe2,Munkhbat-e,,records/MoSe2_MoSe2_Munkhbat-e.json,experimental/MoSe2_MoSe2_Munkhbat-e/raw_database_points.json,experimental/MoSe2_MoSe2_Munkhbat-e/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,2,2,2,1.0,AnalyticalCP,CP_M1,0.0051689486923398,5,0.3,1.1,15,2,True,CP,models/VISNIR_ANY_MoSe2_Munkhbat-e_0.3_1.1um/CP_M1.json,model_curves/VISNIR_ANY_MoSe2_Munkhbat-e_0.3_1.1um/CP_M1.json,VISNIR_ANY_MoSe2_Munkhbat-e_0.3_1.1um
MoSe2,MoSe2_MoSe2_Munkhbat-o,MoSe2 / Munkhbat-o,MoSe2,Munkhbat-o,,records/MoSe2_MoSe2_Munkhbat-o.json,experimental/MoSe2_MoSe2_Munkhbat-o/raw_database_points.json,experimental/MoSe2_MoSe2_Munkhbat-o/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,5,5,5,5.0,AnalyticalCP,CP_M5,0.0172421615948691,5,0.3,1.1,15,5,True,CP,models/VISNIR_ANY_MoSe2_Munkhbat-o_0.3_1.1um/CP_M5.json,model_curves/VISNIR_ANY_MoSe2_Munkhbat-o_0.3_1.1um/CP_M5.json,VISNIR_ANY_MoSe2_Munkhbat-o_0.3_1.1um
MoSe2,MoSe2_MoSe2_Pruszynska-Karbownik-e,MoSe2 / Pruszynska-Karbownik-e,MoSe2,Pruszynska-Karbownik-e,,records/MoSe2_MoSe2_Pruszynska-Karbownik-e.json,experimental/MoSe2_MoSe2_Pruszynska-Karbownik-e/raw_database_points.json,experimental/MoSe2_MoSe2_Pruszynska-Karbownik-e/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,9,9,9,1.0,AnalyticalCP,CP_M1,0.0007277274206048,5,0.3,1.1,15,9,True,CP,models/VISNIR_ANY_MoSe2_Pruszynska-Karbownik-e_0.3_1.1um/CP_M1.json,model_curves/VISNIR_ANY_MoSe2_Pruszynska-Karbownik-e_0.3_1.1um/CP_M1.json,VISNIR_ANY_MoSe2_Pruszynska-Karbownik-e_0.3_1.1um
MoSe2,MoSe2_MoSe2_Pruszynska-Karbownik-o,MoSe2 / Pruszynska-Karbownik-o,MoSe2,Pruszynska-Karbownik-o,,records/MoSe2_MoSe2_Pruszynska-Karbownik-o.json,experimental/MoSe2_MoSe2_Pruszynska-Karbownik-o/raw_database_points.json,experimental/MoSe2_MoSe2_Pruszynska-Karbownik-o/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,4,4,4,5.0,AnalyticalCP,CP_M5,0.0123115069543669,5,0.3,1.1,15,4,True,CP,models/VISNIR_ANY_MoSe2_Pruszynska-Karbownik-o_0.3_1.1um/CP_M5.json,model_curves/VISNIR_ANY_MoSe2_Pruszynska-Karbownik-o_0.3_1.1um/CP_M5.json,VISNIR_ANY_MoSe2_Pruszynska-Karbownik-o_0.3_1.1um
MoSe2,MoSe2_MoSe2_Zotev-e,MoSe2 / Zotev-e,MoSe2,Zotev-e,,records/MoSe2_MoSe2_Zotev-e.json,experimental/MoSe2_MoSe2_Zotev-e/raw_database_points.json,experimental/MoSe2_MoSe2_Zotev-e/fitting_grid_points.json,"[0.36, 1.0]",fitting_grid_points,4,4,4,1.0,AnalyticalCP,CP_M1,0.002461470091994,5,0.36,1.0,15,4,True,CP,models/VISNIR_ANY_MoSe2_Zotev-e_0.36_1um/CP_M1.json,model_curves/VISNIR_ANY_MoSe2_Zotev-e_0.36_1um/CP_M1.json,VISNIR_ANY_MoSe2_Zotev-e_0.36_1um
MoSe2,MoSe2_MoSe2_Zotev-o,MoSe2 / Zotev-o,MoSe2,Zotev-o,,records/MoSe2_MoSe2_Zotev-o.json,experimental/MoSe2_MoSe2_Zotev-o/raw_database_points.json,experimental/MoSe2_MoSe2_Zotev-o/fitting_grid_points.json,"[0.36, 1.0]",fitting_grid_points,8,8,8,4.0,SemiAnalyticalCP,SCP_M4,0.00295739790575,5,0.36,1.0,15,8,True,SCP,models/VISNIR_ANY_MoSe2_Zotev-o_0.36_1um/SCP_M4.json,model_curves/VISNIR_ANY_MoSe2_Zotev-o_0.36_1um/SCP_M4.json,VISNIR_ANY_MoSe2_Zotev-o_0.36_1um
Mo,Mo_Mo_Kirillova,Mo / Kirillova,Mo,Kirillova,,records/Mo_Mo_Kirillova.json,experimental/Mo_Mo_Kirillova/raw_database_points.json,experimental/Mo_Mo_Kirillova/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,0,0,0,,,,,5,0.3,1.1,15,0,False,,,,VISNIR_ANY_Mo_Kirillova_0.3_1.1um
Mo,Mo_Mo_Querry,Mo / Querry,Mo,Querry,,records/Mo_Mo_Querry.json,experimental/Mo_Mo_Querry/raw_database_points.json,experimental/Mo_Mo_Querry/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,10,10,10,4.0,SemiAnalyticalCP,SCP_M4,0.0031073745601758,5,0.3,1.1,15,10,True,SCP,models/VISNIR_ANY_Mo_Querry_0.3_1.1um/SCP_M4.json,model_curves/VISNIR_ANY_Mo_Querry_0.3_1.1um/SCP_M4.json,VISNIR_ANY_Mo_Querry_0.3_1.1um
Mo,Mo_Mo_Werner-DFT,Mo / Werner-DFT,Mo,Werner-DFT,,records/Mo_Mo_Werner-DFT.json,experimental/Mo_Mo_Werner-DFT/raw_database_points.json,experimental/Mo_Mo_Werner-DFT/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,5,5,5,5.0,SemiAnalyticalCP,SCP_M5,0.0117820725349244,5,0.3,1.1,15,5,True,SCP,models/VISNIR_ANY_Mo_Werner-DFT_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_Mo_Werner-DFT_0.3_1.1um/SCP_M5.json,VISNIR_ANY_Mo_Werner-DFT_0.3_1.1um
Mo,Mo_Mo_Werner,Mo / Werner,Mo,Werner,,records/Mo_Mo_Werner.json,experimental/Mo_Mo_Werner/raw_database_points.json,experimental/Mo_Mo_Werner/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,5,5,5,2.0,SemiAnalyticalCP,SCP_M2,0.0144110686535162,5,0.3,1.1,15,5,True,SCP,models/VISNIR_ANY_Mo_Werner_0.3_1.1um/SCP_M2.json,model_curves/VISNIR_ANY_Mo_Werner_0.3_1.1um/SCP_M2.json,VISNIR_ANY_Mo_Werner_0.3_1.1um
Nb2O5,Nb2O5_Nb2O5_Franta,Nb2O5 / Franta,Nb2O5,Franta,,records/Nb2O5_Nb2O5_Franta.json,experimental/Nb2O5_Nb2O5_Franta/raw_database_points.json,experimental/Nb2O5_Nb2O5_Franta/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,13,13,13,2.0,RP,RP_M2,0.0023432813986873,5,0.3,1.1,15,13,True,RP,models/VISNIR_ANY_Nb2O5_Franta_0.3_1.1um/RP_M2.json,model_curves/VISNIR_ANY_Nb2O5_Franta_0.3_1.1um/RP_M2.json,VISNIR_ANY_Nb2O5_Franta_0.3_1.1um
Nb2O5,Nb2O5_Nb2O5_Horcholle-400,Nb2O5 / Horcholle-400,Nb2O5,Horcholle-400,,records/Nb2O5_Nb2O5_Horcholle-400.json,experimental/Nb2O5_Nb2O5_Horcholle-400/raw_database_points.json,experimental/Nb2O5_Nb2O5_Horcholle-400/fitting_grid_points.json,"[0.3, 0.82656]",fitting_grid_points,11,11,11,2.0,AnalyticalCP,CP_M2,0.0046738852764439,5,0.3,0.82656,15,11,True,CP,models/VISNIR_ANY_Nb2O5_Horcholle-400_0.3_0.8266um/CP_M2.json,model_curves/VISNIR_ANY_Nb2O5_Horcholle-400_0.3_0.8266um/CP_M2.json,VISNIR_ANY_Nb2O5_Horcholle-400_0.3_0.8266um
Nb2O5,Nb2O5_Nb2O5_Horcholle-800,Nb2O5 / Horcholle-800,Nb2O5,Horcholle-800,,records/Nb2O5_Nb2O5_Horcholle-800.json,experimental/Nb2O5_Nb2O5_Horcholle-800/raw_database_points.json,experimental/Nb2O5_Nb2O5_Horcholle-800/fitting_grid_points.json,"[0.3, 0.82656]",fitting_grid_points,11,11,11,2.0,SemiAnalyticalCP,SCP_M2,0.0045419114943467,5,0.3,0.82656,15,11,True,SCP,models/VISNIR_ANY_Nb2O5_Horcholle-800_0.3_0.8266um/SCP_M2.json,model_curves/VISNIR_ANY_Nb2O5_Horcholle-800_0.3_0.8266um/SCP_M2.json,VISNIR_ANY_Nb2O5_Horcholle-800_0.3_0.8266um
Nb2O5,Nb2O5_Nb2O5_Lemarchand,Nb2O5 / Lemarchand,Nb2O5,Lemarchand,,records/Nb2O5_Nb2O5_Lemarchand.json,experimental/Nb2O5_Nb2O5_Lemarchand/raw_database_points.json,experimental/Nb2O5_Nb2O5_Lemarchand/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,13,13,13,2.0,RP,RP_M2,0.0021268332559832,5,0.3,1.1,15,13,True,RP,models/VISNIR_ANY_Nb2O5_Lemarchand_0.3_1.1um/RP_M2.json,model_curves/VISNIR_ANY_Nb2O5_Lemarchand_0.3_1.1um/RP_M2.json,VISNIR_ANY_Nb2O5_Lemarchand_0.3_1.1um
Ni,Ni_Ni_Johnson,Ni / Johnson,Ni,Johnson,,records/Ni_Ni_Johnson.json,experimental/Ni_Ni_Johnson/raw_database_points.json,experimental/Ni_Ni_Johnson/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,9,9,9,4.0,SemiAnalyticalCP,SCP_M4,0.0199479307139671,5,0.3,1.1,15,9,True,SCP,models/VISNIR_ANY_Ni_Johnson_0.3_1.1um/SCP_M4.json,model_curves/VISNIR_ANY_Ni_Johnson_0.3_1.1um/SCP_M4.json,VISNIR_ANY_Ni_Johnson_0.3_1.1um
Ni,Ni_Ni_Rakic-BB,Ni / Rakic-BB,Ni,Rakic-BB,,records/Ni_Ni_Rakic-BB.json,experimental/Ni_Ni_Rakic-BB/raw_database_points.json,experimental/Ni_Ni_Rakic-BB/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,12,12,12,3.0,SemiAnalyticalCP,SCP_M3,0.0014557209841214,5,0.3,1.1,15,12,True,SCP,models/VISNIR_ANY_Ni_Rakic-BB_0.3_1.1um/SCP_M3.json,model_curves/VISNIR_ANY_Ni_Rakic-BB_0.3_1.1um/SCP_M3.json,VISNIR_ANY_Ni_Rakic-BB_0.3_1.1um
Ni,Ni_Ni_Rakic-LD,Ni / Rakic-LD,Ni,Rakic-LD,,records/Ni_Ni_Rakic-LD.json,experimental/Ni_Ni_Rakic-LD/raw_database_points.json,experimental/Ni_Ni_Rakic-LD/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,7,7,7,4.0,SemiAnalyticalCP,SCP_M4,2.2881805052466632e-05,5,0.3,1.1,15,7,True,SCP,models/VISNIR_ANY_Ni_Rakic-LD_0.3_1.1um/SCP_M4.json,model_curves/VISNIR_ANY_Ni_Rakic-LD_0.3_1.1um/SCP_M4.json,VISNIR_ANY_Ni_Rakic-LD_0.3_1.1um
Ni,Ni_Ni_Werner-DFT,Ni / Werner-DFT,Ni,Werner-DFT,,records/Ni_Ni_Werner-DFT.json,experimental/Ni_Ni_Werner-DFT/raw_database_points.json,experimental/Ni_Ni_Werner-DFT/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,10,10,10,5.0,SemiAnalyticalCP,SCP_M5,0.0069982292270461,5,0.3,1.1,15,10,True,SCP,models/VISNIR_ANY_Ni_Werner-DFT_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_Ni_Werner-DFT_0.3_1.1um/SCP_M5.json,VISNIR_ANY_Ni_Werner-DFT_0.3_1.1um
Ni,Ni_Ni_Werner,Ni / Werner,Ni,Werner,,records/Ni_Ni_Werner.json,experimental/Ni_Ni_Werner/raw_database_points.json,experimental/Ni_Ni_Werner/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,15,15,15,5.0,SemiAnalyticalCP,SCP_M5,0.0094331342620536,5,0.3,1.1,15,15,True,SCP,models/VISNIR_ANY_Ni_Werner_0.3_1.1um/SCP_M5.json,model_curves/VISNIR_ANY_Ni_Werner_0.3_1.1um/SCP_M5.json,VISNIR_ANY_Ni_Werner_0.3_1.1um
PbSe,PbSe_PbSe_Suzuki,PbSe / Suzuki,PbSe,Suzuki,,records/PbSe_PbSe_Suzuki.json,experimental/PbSe_PbSe_Suzuki/raw_database_points.json,experimental/PbSe_PbSe_Suzuki/fitting_grid_points.json,"[0.3, 1.0781]",fitting_grid_points,12,12,12,3.0,RP,RP_M3,0.0028342912890113,5,0.3,1.0781,15,12,True,RP,models/VISNIR_ANY_PbSe_Suzuki_0.3_1.078um/RP_M3.json,model_curves/VISNIR_ANY_PbSe_Suzuki_0.3_1.078um/RP_M3.json,VISNIR_ANY_PbSe_Suzuki_0.3_1.078um
Pd,Pd_Pd_Johnson,Pd / Johnson,Pd,Johnson,,records/Pd_Pd_Johnson.json,experimental/Pd_Pd_Johnson/raw_database_points.json,experimental/Pd_Pd_Johnson/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,0,0,0,,,,,5,0.3,1.1,15,0,False,,,,VISNIR_ANY_Pd_Johnson_0.3_1.1um
Pd,Pd_Pd_Palm,Pd / Palm,Pd,Palm,,records/Pd_Pd_Palm.json,experimental/Pd_Pd_Palm/raw_database_points.json,experimental/Pd_Pd_Palm/fitting_grid_points.json,"[0.3, 1.1]",fitting_grid_points,10,10,10,3.0,SemiAnalyticalCP,SCP_M3,0.004028905650696,5,0.3,1.1,15,10,True,SCP,models/VISNIR_ANY_Pd_Palm_0.3_1.1um/SCP_M3.json,model_curves/VISNIR_ANY_Pd_Palm_0.3_1.1um/SCP_M3.json,VISNIR_ANY_Pd_Palm_0.3_1.1um
