record_key,material,book,page,recommended,N,family,public_family,public_model_code,internal_model_code,epsilon_rms,absolute_rms,G_rho,model_json,model_curve,selection_mode,reason
MgF2_MgF2_Franta,MgF2,MgF2,Franta,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.000385204122799,0.0007352189374474,1.0000002429589538,data/models/MgF2_MgF2_Franta/CP_M1_B.json,data/model_curves/MgF2_MgF2_Franta/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
MgF2_MgF2_Rodriguez-de_Marcos,MgF2,MgF2,Rodriguez-de Marcos,True,1.0,CP,CP,CP_M1,CP_M1_A,3.4618113273882515e-05,7.069004611962897e-05,1.0000000000000002,data/models/MgF2_MgF2_Rodriguez-de_Marcos/CP_M1_A.json,data/model_curves/MgF2_MgF2_Rodriguez-de_Marcos/CP_M1_A.json,smallest_N_meeting_primary_target_0.005,
MgO_MgO_Synowicki,MgO,MgO,Synowicki,True,1.0,SCP,CP,CP_M1,CP_M1_B,3.2859656243591225e-05,9.854713293536888e-05,1.0000002241664976,data/models/MgO_MgO_Synowicki/CP_M1_B.json,data/model_curves/MgO_MgO_Synowicki/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
MoO3_MoO3_Lajaunie-alpha,MoO3,MoO3,Lajaunie-alpha,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0028167726543019,0.0159810092874463,1.000000000000001,data/models/MoO3_MoO3_Lajaunie-alpha/CP_M3_B.json,data/model_curves/MoO3_MoO3_Lajaunie-alpha/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
MoO3_MoO3_Lajaunie-beta,MoO3,MoO3,Lajaunie-beta,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0026775145867099,0.0237000691541621,1.0000000000000002,data/models/MoO3_MoO3_Lajaunie-beta/CP_M3_B.json,data/model_curves/MoO3_MoO3_Lajaunie-beta/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
MoO3_MoO3_Lajaunie-gamma,MoO3,MoO3,Lajaunie-gamma,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0022660736488006,0.0248812380441132,1.0000000000000009,data/models/MoO3_MoO3_Lajaunie-gamma/CP_M4_B.json,data/model_curves/MoO3_MoO3_Lajaunie-gamma/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
MoO3_MoO3_Stelling,MoO3,MoO3,Stelling,True,4.0,CP,CP,CP_M4,CP_M4_A,0.0042806479798933,0.0171076807213889,1.000000000000001,data/models/MoO3_MoO3_Stelling/CP_M4_A.json,data/model_curves/MoO3_MoO3_Stelling/CP_M4_A.json,smallest_N_meeting_primary_target_0.005,
MoO3_MoO3_Vos,MoO3,MoO3,Vos,True,4.0,CP,CP,CP_M4,CP_M4_A,0.0013593014379734,0.0069034362699352,1.0000000000000004,data/models/MoO3_MoO3_Vos/CP_M4_A.json,data/model_curves/MoO3_MoO3_Vos/CP_M4_A.json,smallest_N_meeting_primary_target_0.005,
MoS2_MoS2_Beal,MoS2,MoS2,Beal,True,5.0,RP,RP,RP_M5,RP_M5,0.0289062479521666,0.7325743010343958,1.0,data/models/MoS2_MoS2_Beal/RP_M5.json,data/model_curves/MoS2_MoS2_Beal/RP_M5.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Ermolaev-1L,MoS2,MoS2,Ermolaev-1L,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0373474783388356,0.8801489528707099,1.0000000000000009,data/models/MoS2_MoS2_Ermolaev-1L/CP_M5_B.json,data/model_curves/MoS2_MoS2_Ermolaev-1L/CP_M5_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Ermolaev-e,MoS2,MoS2,Ermolaev-e,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.1136531256703917,1.025082462186468,1.0000001784621055,data/models/MoS2_MoS2_Ermolaev-e/CP_M1_B.json,data/model_curves/MoS2_MoS2_Ermolaev-e/CP_M1_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Ermolaev-o,MoS2,MoS2,Ermolaev-o,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0076526995032715,0.1708490802511063,1.0,data/models/MoS2_MoS2_Ermolaev-o/CP_M5_B.json,data/model_curves/MoS2_MoS2_Ermolaev-o/CP_M5_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Hsu-1L,MoS2,MoS2,Hsu-1L,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.087006297596508,2.4683437019287955,1.000000000000002,data/models/MoS2_MoS2_Hsu-1L/CP_M3_B.json,data/model_curves/MoS2_MoS2_Hsu-1L/CP_M3_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Hsu-2L,MoS2,MoS2,Hsu-2L,True,5.0,CP,CP,CP_M5,CP_M5_A,0.1090152233383315,3.001896886615744,1.0000000000000002,data/models/MoS2_MoS2_Hsu-2L/CP_M5_A.json,data/model_curves/MoS2_MoS2_Hsu-2L/CP_M5_A.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Hsu-3L,MoS2,MoS2,Hsu-3L,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.1729823179294567,3.902770085779561,1.0,data/models/MoS2_MoS2_Hsu-3L/CP_M2_B.json,data/model_curves/MoS2_MoS2_Hsu-3L/CP_M2_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Islam-1L,MoS2,MoS2,Islam-1L,True,5.0,RP,RP,RP_M5,RP_M5,0.0471426019423556,0.4565831812022906,1.000000000000001,data/models/MoS2_MoS2_Islam-1L/RP_M5.json,data/model_curves/MoS2_MoS2_Islam-1L/RP_M5.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Islam-e,MoS2,MoS2,Islam-e,True,1.0,SCP,CP,CP_M1,CP_M1_B,9.682335297063075e-06,8.482093793210495e-05,1.0000000000000004,data/models/MoS2_MoS2_Islam-e/CP_M1_B.json,data/model_curves/MoS2_MoS2_Islam-e/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
MoS2_MoS2_Islam-fewL,MoS2,MoS2,Islam-fewL,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0233042940224038,0.222359450623269,1.0000000000000002,data/models/MoS2_MoS2_Islam-fewL/CP_M5_B.json,data/model_curves/MoS2_MoS2_Islam-fewL/CP_M5_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Islam-o,MoS2,MoS2,Islam-o,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0080817790799456,0.0886555330829758,1.000000463675372,data/models/MoS2_MoS2_Islam-o/CP_M5_B.json,data/model_curves/MoS2_MoS2_Islam-o/CP_M5_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Jung,MoS2,MoS2,Jung,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0134813947325849,0.3052872037478663,1.000000000000001,data/models/MoS2_MoS2_Jung/CP_M5_B.json,data/model_curves/MoS2_MoS2_Jung/CP_M5_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Munkhbat-e,MoS2,MoS2,Munkhbat-e,True,1.0,SCP,CP,CP_M1,CP_M1_B,2.097588636808753e-07,1.573122750706221e-06,1.0000000004420404,data/models/MoS2_MoS2_Munkhbat-e/CP_M1_B.json,data/model_curves/MoS2_MoS2_Munkhbat-e/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
MoS2_MoS2_Munkhbat-o,MoS2,MoS2,Munkhbat-o,True,5.0,RP,RP,RP_M5,RP_M5,0.0202862945922053,0.4064857109334632,1.0,data/models/MoS2_MoS2_Munkhbat-o/RP_M5.json,data/model_curves/MoS2_MoS2_Munkhbat-o/RP_M5.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Song-10L,MoS2,MoS2,Song-10L,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0270425330797,0.4462243520483697,1.0,data/models/MoS2_MoS2_Song-10L/CP_M4_B.json,data/model_curves/MoS2_MoS2_Song-10L/CP_M4_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Song-13L,MoS2,MoS2,Song-13L,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0087382387953825,0.1901584668805252,1.0000000000000002,data/models/MoS2_MoS2_Song-13L/CP_M5_B.json,data/model_curves/MoS2_MoS2_Song-13L/CP_M5_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Song-1L,MoS2,MoS2,Song-1L,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.007419274500617,0.1498997400878999,1.0000000000000004,data/models/MoS2_MoS2_Song-1L/CP_M5_B.json,data/model_curves/MoS2_MoS2_Song-1L/CP_M5_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Song-3L,MoS2,MoS2,Song-3L,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0180078444737677,0.3112996836904006,1.0000000000000018,data/models/MoS2_MoS2_Song-3L/CP_M5_B.json,data/model_curves/MoS2_MoS2_Song-3L/CP_M5_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Song-4L,MoS2,MoS2,Song-4L,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0170174599104259,0.2630382587060152,1.0000000000000004,data/models/MoS2_MoS2_Song-4L/CP_M5_B.json,data/model_curves/MoS2_MoS2_Song-4L/CP_M5_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Song-6L,MoS2,MoS2,Song-6L,True,5.0,RP,RP,RP_M5,RP_M5,0.0296640680913042,0.5807930423288611,1.000000000000001,data/models/MoS2_MoS2_Song-6L/RP_M5.json,data/model_curves/MoS2_MoS2_Song-6L/RP_M5.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Song-8L,MoS2,MoS2,Song-8L,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0151938029769296,0.283801359734262,1.0000000000000009,data/models/MoS2_MoS2_Song-8L/CP_M5_B.json,data/model_curves/MoS2_MoS2_Song-8L/CP_M5_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Song-bulk,MoS2,MoS2,Song-bulk,True,5.0,CP,CP,CP_M5,CP_M5_A,0.0271530087809773,0.5527922226976861,1.0,data/models/MoS2_MoS2_Song-bulk/CP_M5_A.json,data/model_curves/MoS2_MoS2_Song-bulk/CP_M5_A.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Ullberg,MoS2,MoS2,Ullberg,True,4.0,CP,CP,CP_M4,CP_M4_A,0.0289686057407025,0.5771148252646835,1.0000000000000004,data/models/MoS2_MoS2_Ullberg/CP_M4_A.json,data/model_curves/MoS2_MoS2_Ullberg/CP_M4_A.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Yim-20nm,MoS2,MoS2,Yim-20nm,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.2674197063224446,4.164966637848724,1.0000000000000016,data/models/MoS2_MoS2_Yim-20nm/CP_M5_B.json,data/model_curves/MoS2_MoS2_Yim-20nm/CP_M5_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Yim-2nm,MoS2,MoS2,Yim-2nm,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.3397609008936426,3.134805618026782,1.0000000000000009,data/models/MoS2_MoS2_Yim-2nm/CP_M2_B.json,data/model_curves/MoS2_MoS2_Yim-2nm/CP_M2_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Yim-3nm,MoS2,MoS2,Yim-3nm,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.229965373343699,2.341550158953031,1.0000000000000009,data/models/MoS2_MoS2_Yim-3nm/CP_M4_B.json,data/model_curves/MoS2_MoS2_Yim-3nm/CP_M4_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Zhang,MoS2,MoS2,Zhang,True,5.0,CP,CP,CP_M5,CP_M5_A,0.1426722929212984,2.5687070871414845,1.000000000000003,data/models/MoS2_MoS2_Zhang/CP_M5_A.json,data/model_curves/MoS2_MoS2_Zhang/CP_M5_A.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Zotev-e,MoS2,MoS2,Zotev-e,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0162137663825305,0.1397456581455174,1.0000000000986378,data/models/MoS2_MoS2_Zotev-e/CP_M1_B.json,data/model_curves/MoS2_MoS2_Zotev-e/CP_M1_B.json,lowest_RMS_no_primary_target,
MoS2_MoS2_Zotev-o,MoS2,MoS2,Zotev-o,True,5.0,CP,CP,CP_M5,CP_M5_A,0.0094533033729264,0.2083013070201346,1.0000000000000002,data/models/MoS2_MoS2_Zotev-o/CP_M5_A.json,data/model_curves/MoS2_MoS2_Zotev-o/CP_M5_A.json,lowest_RMS_no_primary_target,
MoSe2_MoSe2_Beal,MoSe2,MoSe2,Beal,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.015129861559708,0.3801024721398598,1.000000978851561,data/models/MoSe2_MoSe2_Beal/CP_M5_B.json,data/model_curves/MoSe2_MoSe2_Beal/CP_M5_B.json,lowest_RMS_no_primary_target,
MoSe2_MoSe2_Hsu-1L,MoSe2,MoSe2,Hsu-1L,True,5.0,CP,CP,CP_M5,CP_M5_A,0.0885372179823715,2.565078103211014,1.0,data/models/MoSe2_MoSe2_Hsu-1L/CP_M5_A.json,data/model_curves/MoSe2_MoSe2_Hsu-1L/CP_M5_A.json,lowest_RMS_no_primary_target,
MoSe2_MoSe2_Hsu-2L,MoSe2,MoSe2,Hsu-2L,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0770134781465987,2.0849413465742592,1.000000000000001,data/models/MoSe2_MoSe2_Hsu-2L/CP_M5_B.json,data/model_curves/MoSe2_MoSe2_Hsu-2L/CP_M5_B.json,lowest_RMS_no_primary_target,
MoSe2_MoSe2_Hsu-3L,MoSe2,MoSe2,Hsu-3L,True,5.0,CP,CP,CP_M5,CP_M5_A,0.1197438225878492,3.3370778391029385,1.0000009983678428,data/models/MoSe2_MoSe2_Hsu-3L/CP_M5_A.json,data/model_curves/MoSe2_MoSe2_Hsu-3L/CP_M5_A.json,lowest_RMS_no_primary_target,
MoSe2_MoSe2_Munkhbat-e,MoSe2,MoSe2,Munkhbat-e,True,1.0,CP,CP,CP_M1,CP_M1_A,0.0051199837181232,0.0474056669964043,1.0000000000000009,data/models/MoSe2_MoSe2_Munkhbat-e/CP_M1_A.json,data/model_curves/MoSe2_MoSe2_Munkhbat-e/CP_M1_A.json,lowest_RMS_no_primary_target,
MoSe2_MoSe2_Munkhbat-o,MoSe2,MoSe2,Munkhbat-o,True,4.0,CP,CP,CP_M4,CP_M4_A,0.0832361038387325,2.158073900585963,1.0000000000000009,data/models/MoSe2_MoSe2_Munkhbat-o/CP_M4_A.json,data/model_curves/MoSe2_MoSe2_Munkhbat-o/CP_M4_A.json,lowest_RMS_no_primary_target,
MoSe2_MoSe2_Pruszynska-Karbownik-e,MoSe2,MoSe2,Pruszynska-Karbownik-e,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0002549661410352,0.0021962233641467,1.0000000000000004,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-e/CP_M1_B.json,data/model_curves/MoSe2_MoSe2_Pruszynska-Karbownik-e/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
MoSe2_MoSe2_Pruszynska-Karbownik-o,MoSe2,MoSe2,Pruszynska-Karbownik-o,True,5.0,CP,CP,CP_M5,CP_M5_A,0.0123386449441793,0.2642017461619472,1.0000000000000024,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-o/CP_M5_A.json,data/model_curves/MoSe2_MoSe2_Pruszynska-Karbownik-o/CP_M5_A.json,lowest_RMS_no_primary_target,
MoSe2_MoSe2_Zotev-e,MoSe2,MoSe2,Zotev-e,True,1.0,RP,RP,RP_M1,RP_M1,0.0024273662367454,0.0244288854974304,1.000000010227134,data/models/MoSe2_MoSe2_Zotev-e/RP_M1.json,data/model_curves/MoSe2_MoSe2_Zotev-e/RP_M1.json,smallest_N_meeting_primary_target_0.005,
MoSe2_MoSe2_Zotev-o,MoSe2,MoSe2,Zotev-o,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0028130294845893,0.0638908898749247,1.0000002805880754,data/models/MoSe2_MoSe2_Zotev-o/CP_M4_B.json,data/model_curves/MoSe2_MoSe2_Zotev-o/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Mo_Mo_Kirillova,Mo,Mo,Kirillova,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0151112646031371,0.355171943660775,1.0000000000000002,data/models/Mo_Mo_Kirillova/CP_M5_B.json,data/model_curves/Mo_Mo_Kirillova/CP_M5_B.json,lowest_RMS_no_primary_target,
Mo_Mo_Querry,Mo,Mo,Querry,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0030750706389923,0.1109509226959809,1.0000000000000009,data/models/Mo_Mo_Querry/CP_M4_B.json,data/model_curves/Mo_Mo_Querry/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Mo_Mo_Werner,Mo,Mo,Werner,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0075375750809741,1.399918662459794,1.0000000000000004,data/models/Mo_Mo_Werner/CP_M5_B.json,data/model_curves/Mo_Mo_Werner/CP_M5_B.json,lowest_RMS_no_primary_target,
Mo_Mo_Werner-DFT,Mo,Mo,Werner-DFT,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0116464340894794,0.3314300763179767,1.0000000000000009,data/models/Mo_Mo_Werner-DFT/CP_M5_B.json,data/model_curves/Mo_Mo_Werner-DFT/CP_M5_B.json,lowest_RMS_no_primary_target,
Nb2O5_Nb2O5_Franta,Nb2O5,Nb2O5,Franta,True,2.0,CP,CP,CP_M2,CP_M2_A,0.003459386290146,0.0262362037297386,1.0000004163622576,data/models/Nb2O5_Nb2O5_Franta/CP_M2_A.json,data/model_curves/Nb2O5_Nb2O5_Franta/CP_M2_A.json,smallest_N_meeting_primary_target_0.005,
Nb2O5_Nb2O5_Horcholle-400,Nb2O5,Nb2O5,Horcholle-400,True,2.0,RP,RP,RP_M2,RP_M2,0.0040341226613034,0.0307835118470316,1.0000000000000002,data/models/Nb2O5_Nb2O5_Horcholle-400/RP_M2.json,data/model_curves/Nb2O5_Nb2O5_Horcholle-400/RP_M2.json,smallest_N_meeting_primary_target_0.005,
Nb2O5_Nb2O5_Horcholle-800,Nb2O5,Nb2O5,Horcholle-800,True,2.0,CP,CP,CP_M2,CP_M2_A,0.0030894040985129,0.0227715341516193,1.0,data/models/Nb2O5_Nb2O5_Horcholle-800/CP_M2_A.json,data/model_curves/Nb2O5_Nb2O5_Horcholle-800/CP_M2_A.json,smallest_N_meeting_primary_target_0.005,
Nb2O5_Nb2O5_Lemarchand,Nb2O5,Nb2O5,Lemarchand,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0043942999973396,0.0355141796910771,1.0000001196143504,data/models/Nb2O5_Nb2O5_Lemarchand/CP_M2_B.json,data/model_curves/Nb2O5_Nb2O5_Lemarchand/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
Ni_Ni_Johnson,Ni,Ni,Johnson,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0188194588870577,0.3850405049754378,1.0000000000000004,data/models/Ni_Ni_Johnson/CP_M5_B.json,data/model_curves/Ni_Ni_Johnson/CP_M5_B.json,lowest_RMS_no_primary_target,
Ni_Ni_Rakic-BB,Ni,Ni,Rakic-BB,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0003071229013515,0.0054006404211066,1.000000058118251,data/models/Ni_Ni_Rakic-BB/CP_M3_B.json,data/model_curves/Ni_Ni_Rakic-BB/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Ni_Ni_Rakic-LD,Ni,Ni,Rakic-LD,True,4.0,SCP,CP,CP_M4,CP_M4_B,2.482870880446409e-05,0.0005055271501042,1.0000005072279914,data/models/Ni_Ni_Rakic-LD/CP_M4_B.json,data/model_curves/Ni_Ni_Rakic-LD/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Ni_Ni_Werner,Ni,Ni,Werner,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0091755364572848,1.1768790463004122,1.0,data/models/Ni_Ni_Werner/CP_M5_B.json,data/model_curves/Ni_Ni_Werner/CP_M5_B.json,lowest_RMS_no_primary_target,
Ni_Ni_Werner-DFT,Ni,Ni,Werner-DFT,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0058518031306688,0.1506411382240297,1.0000000000000009,data/models/Ni_Ni_Werner-DFT/CP_M5_B.json,data/model_curves/Ni_Ni_Werner-DFT/CP_M5_B.json,lowest_RMS_no_primary_target,
PbSe_PbSe_Suzuki,PbSe,PbSe,Suzuki,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0003762114338852,0.0081453000030981,1.000000000000001,data/models/PbSe_PbSe_Suzuki/CP_M4_B.json,data/model_curves/PbSe_PbSe_Suzuki/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Pd_Pd_Johnson,Pd,Pd,Johnson,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0113484168548587,0.2964369299280767,1.0,data/models/Pd_Pd_Johnson/CP_M3_B.json,data/model_curves/Pd_Pd_Johnson/CP_M3_B.json,lowest_RMS_no_primary_target,
Pd_Pd_Palm,Pd,Pd,Palm,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0040240213707005,0.0516170014946671,1.000000000000001,data/models/Pd_Pd_Palm/CP_M3_B.json,data/model_curves/Pd_Pd_Palm/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Pd_Pd_Rakic-BB,Pd,Pd,Rakic-BB,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0007638428417436,0.0145645688319045,1.0000000000000018,data/models/Pd_Pd_Rakic-BB/CP_M3_B.json,data/model_curves/Pd_Pd_Rakic-BB/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Pd_Pd_Rakic-LD,Pd,Pd,Rakic-LD,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.00020542294904,0.0036878790263124,1.0000000000000002,data/models/Pd_Pd_Rakic-LD/CP_M4_B.json,data/model_curves/Pd_Pd_Rakic-LD/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Pd_Pd_Werner,Pd,Pd,Werner,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0021010988197561,0.0650523975051431,1.0000000000000002,data/models/Pd_Pd_Werner/CP_M2_B.json,data/model_curves/Pd_Pd_Werner/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
Pd_Pd_Werner-DFT,Pd,Pd,Werner-DFT,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0033635039619599,0.099919926520551,1.0000000000000009,data/models/Pd_Pd_Werner-DFT/CP_M3_B.json,data/model_curves/Pd_Pd_Werner-DFT/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Pt_Pt_Rakic-BB,Pt,Pt,Rakic-BB,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0041019080124284,0.0944861793386198,1.0000000000000016,data/models/Pt_Pt_Rakic-BB/CP_M3_B.json,data/model_curves/Pt_Pt_Rakic-BB/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Pt_Pt_Rakic-LD,Pt,Pt,Rakic-LD,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0029717211910618,0.0847719848337064,1.0000000000000009,data/models/Pt_Pt_Rakic-LD/CP_M3_B.json,data/model_curves/Pt_Pt_Rakic-LD/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Pt_Pt_Tselin,Pt,Pt,Tselin,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0012572986662826,0.0589592648120968,1.0000000000000009,data/models/Pt_Pt_Tselin/CP_M3_B.json,data/model_curves/Pt_Pt_Tselin/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Pt_Pt_Werner,Pt,Pt,Werner,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0046964404881609,0.0949326044476764,1.0000000000000009,data/models/Pt_Pt_Werner/CP_M3_B.json,data/model_curves/Pt_Pt_Werner/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Pt_Pt_Werner-DFT,Pt,Pt,Werner-DFT,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0030016352973962,0.1399932920142485,1.000000000000001,data/models/Pt_Pt_Werner-DFT/CP_M4_B.json,data/model_curves/Pt_Pt_Werner-DFT/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Sc2O3_Sc2O3_Belosludtsev,Sc2O3,Sc2O3,Belosludtsev,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0004070237448359,0.0016671282602932,1.000000031113125,data/models/Sc2O3_Sc2O3_Belosludtsev/CP_M1_B.json,data/model_curves/Sc2O3_Sc2O3_Belosludtsev/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Si3N4_Si3N4_Beliaev,Si3N4,Si3N4,Beliaev,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0001165390020574,0.0005141673420645,1.0000000000000004,data/models/Si3N4_Si3N4_Beliaev/CP_M1_B.json,data/model_curves/Si3N4_Si3N4_Beliaev/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Si3N4_Si3N4_Vogt-1,Si3N4,Si3N4,Vogt-1,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0018118232309968,0.0070837188436246,1.0000004262542128,data/models/Si3N4_Si3N4_Vogt-1/CP_M1_B.json,data/model_curves/Si3N4_Si3N4_Vogt-1/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Si3N4_Si3N4_Vogt-2,Si3N4,Si3N4,Vogt-2,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0013101596305968,0.0061376727337318,1.0000000000000004,data/models/Si3N4_Si3N4_Vogt-2/CP_M2_B.json,data/model_curves/Si3N4_Si3N4_Vogt-2/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
Si3N4_Si3N4_Vogt-3,Si3N4,Si3N4,Vogt-3,True,2.0,CP,CP,CP_M2,CP_M2_A,0.0040432997370442,0.0213890723975337,1.0000001327746038,data/models/Si3N4_Si3N4_Vogt-3/CP_M2_A.json,data/model_curves/Si3N4_Si3N4_Vogt-3/CP_M2_A.json,smallest_N_meeting_primary_target_0.005,
SiC_SiC_Larruquert,SiC,SiC,Larruquert,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0006755198471248,0.0079970397960171,1.0000000000000002,data/models/SiC_SiC_Larruquert/CP_M4_B.json,data/model_curves/SiC_SiC_Larruquert/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
SiO2_SiO2_Franta,SiO2,SiO2,Franta,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0007269551891272,0.0015399994261353,1.00000006321117,data/models/SiO2_SiO2_Franta/CP_M1_B.json,data/model_curves/SiO2_SiO2_Franta/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
SiO2_SiO2_Franta-25C,SiO2,SiO2,Franta-25C,True,1.0,CP,CP,CP_M1,CP_M1_A,0.0009042971740945,0.0019663169749272,1.0000000220674563,data/models/SiO2_SiO2_Franta-25C/CP_M1_A.json,data/model_curves/SiO2_SiO2_Franta-25C/CP_M1_A.json,smallest_N_meeting_primary_target_0.005,
SiO2_SiO2_Franta-300C,SiO2,SiO2,Franta-300C,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0007783340049411,0.0016751128348332,1.0,data/models/SiO2_SiO2_Franta-300C/CP_M1_B.json,data/model_curves/SiO2_SiO2_Franta-300C/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
SiO2_SiO2_Gao,SiO2,SiO2,Gao,True,1.0,CP,CP,CP_M1,CP_M1_A,0.0004851698118578,0.0010824643659802,1.0000000725075329,data/models/SiO2_SiO2_Gao/CP_M1_A.json,data/model_curves/SiO2_SiO2_Gao/CP_M1_A.json,smallest_N_meeting_primary_target_0.005,
