record_key,material,book,page,recommended,N,family,public_family,public_model_code,internal_model_code,epsilon_rms,absolute_rms,G_rho,model_json,model_curve,selection_mode,reason
SiO2_SiO2_Lemarchand,SiO2,SiO2,Lemarchand,True,1.0,CP,CP,CP_M1,CP_M1_A,0.0001771618655307,0.0003903056067793,1.0000000000416225,data/models/SiO2_SiO2_Lemarchand/CP_M1_A.json,data/model_curves/SiO2_SiO2_Lemarchand/CP_M1_A.json,smallest_N_meeting_primary_target_0.005,
SiO2_SiO2_Rodriguez-de_Marcos,SiO2,SiO2,Rodriguez-de Marcos,True,1.0,RP,RP,RP_M1,RP_M1,0.0011659662309459,0.0025385189968408,1.0,data/models/SiO2_SiO2_Rodriguez-de_Marcos/RP_M1.json,data/model_curves/SiO2_SiO2_Rodriguez-de_Marcos/RP_M1.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Aspnes,Si,Si,Aspnes,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0049350391937856,0.2130703553307439,1.0000004346670173,data/models/Si_Si_Aspnes/CP_M4_B.json,data/model_curves/Si_Si_Aspnes/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta,Si,Si,Franta,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0019696677329179,0.0353704254034242,1.0,data/models/Si_Si_Franta/CP_M3_B.json,data/model_curves/Si_Si_Franta/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta-100K,Si,Si,Franta-100K,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0021513910522383,0.0649732906163685,1.000000266955485,data/models/Si_Si_Franta-100K/CP_M4_B.json,data/model_curves/Si_Si_Franta-100K/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta-10K,Si,Si,Franta-10K,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0029299323822344,0.1259865695576011,1.000000530687309,data/models/Si_Si_Franta-10K/CP_M3_B.json,data/model_curves/Si_Si_Franta-10K/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta-150K,Si,Si,Franta-150K,True,5.0,CP,CP,CP_M5,CP_M5_A,0.0027327113381462,0.0788890374007924,1.000000000000001,data/models/Si_Si_Franta-150K/CP_M5_A.json,data/model_curves/Si_Si_Franta-150K/CP_M5_A.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta-200K,Si,Si,Franta-200K,True,2.0,RP,RP,RP_M2,RP_M2,0.0177801073508747,0.5645607726811144,1.0000000000000002,data/models/Si_Si_Franta-200K/RP_M2.json,data/model_curves/Si_Si_Franta-200K/RP_M2.json,lowest_RMS_no_primary_target,
Si_Si_Franta-20C,Si,Si,Franta-20C,True,5.0,CP,CP,CP_M5,CP_M5_A,0.0029954579243727,0.1208717858603712,1.0,data/models/Si_Si_Franta-20C/CP_M5_A.json,data/model_curves/Si_Si_Franta-20C/CP_M5_A.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta-250K,Si,Si,Franta-250K,True,5.0,RP,RP,RP_M5,RP_M5,0.0013726766289074,0.0340682435580993,1.0000004556751003,data/models/Si_Si_Franta-250K/RP_M5.json,data/model_curves/Si_Si_Franta-250K/RP_M5.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta-25C,Si,Si,Franta-25C,True,4.0,CP,CP,CP_M4,CP_M4_A,0.0047168072173573,0.1799497910356582,1.0000000000000002,data/models/Si_Si_Franta-25C/CP_M4_A.json,data/model_curves/Si_Si_Franta-25C/CP_M4_A.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta-300K,Si,Si,Franta-300K,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.001557645941049,0.0409924503651123,1.0,data/models/Si_Si_Franta-300K/CP_M5_B.json,data/model_curves/Si_Si_Franta-300K/CP_M5_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta-350K,Si,Si,Franta-350K,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0041298203571618,0.1586151651228406,1.0,data/models/Si_Si_Franta-350K/CP_M4_B.json,data/model_curves/Si_Si_Franta-350K/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta-400K,Si,Si,Franta-400K,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.002821018485542,0.0924255418710201,1.000000735488752,data/models/Si_Si_Franta-400K/CP_M3_B.json,data/model_curves/Si_Si_Franta-400K/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta-450K,Si,Si,Franta-450K,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0035003990530702,0.1091390651076418,1.0000000247798475,data/models/Si_Si_Franta-450K/CP_M3_B.json,data/model_curves/Si_Si_Franta-450K/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta-500K,Si,Si,Franta-500K,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0037085183922025,0.1037503124799673,1.0000000000000002,data/models/Si_Si_Franta-500K/CP_M3_B.json,data/model_curves/Si_Si_Franta-500K/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Franta-50K,Si,Si,Franta-50K,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0020940244346474,0.0623907905798144,1.0000000361789674,data/models/Si_Si_Franta-50K/CP_M4_B.json,data/model_curves/Si_Si_Franta-50K/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Green-1995,Si,Si,Green-1995,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.1612160461506132,4.783526004244608,1.0000000001149163,data/models/Si_Si_Green-1995/CP_M1_B.json,data/model_curves/Si_Si_Green-1995/CP_M1_B.json,lowest_RMS_no_primary_target,
Si_Si_Green-2008,Si,Si,Green-2008,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0037245886008286,0.1647783869026065,1.0000005599248307,data/models/Si_Si_Green-2008/CP_M5_B.json,data/model_curves/Si_Si_Green-2008/CP_M5_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Jellison,Si,Si,Jellison,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.001942926260953,0.0679812460007471,1.0000000000000016,data/models/Si_Si_Jellison/CP_M3_B.json,data/model_curves/Si_Si_Jellison/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Karaman-120C,Si,Si,Karaman-120C,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0028516871923269,0.0508265054515758,1.0000000000000002,data/models/Si_Si_Karaman-120C/CP_M2_B.json,data/model_curves/Si_Si_Karaman-120C/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Karaman-170C,Si,Si,Karaman-170C,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0026755962835359,0.0496250511891879,1.0,data/models/Si_Si_Karaman-170C/CP_M2_B.json,data/model_curves/Si_Si_Karaman-170C/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Karaman-20C,Si,Si,Karaman-20C,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0049920041551839,0.0981880772673754,1.0000000000000004,data/models/Si_Si_Karaman-20C/CP_M2_B.json,data/model_curves/Si_Si_Karaman-20C/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Karaman-220C,Si,Si,Karaman-220C,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0025506169562624,0.0474451789196065,1.0000000000000009,data/models/Si_Si_Karaman-220C/CP_M2_B.json,data/model_curves/Si_Si_Karaman-220C/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Karaman-70C,Si,Si,Karaman-70C,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0027431180786905,0.0542955553472158,1.0000000000000009,data/models/Si_Si_Karaman-70C/CP_M2_B.json,data/model_curves/Si_Si_Karaman-70C/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Pierce,Si,Si,Pierce,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0035179153228798,0.0597536759316982,1.0000000000000009,data/models/Si_Si_Pierce/CP_M2_B.json,data/model_curves/Si_Si_Pierce/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Schinke,Si,Si,Schinke,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0037948296394944,0.1624588398389221,1.0000007338406427,data/models/Si_Si_Schinke/CP_M5_B.json,data/model_curves/Si_Si_Schinke/CP_M5_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Sik-250C,Si,Si,Sik-250C,True,4.0,CP,CP,CP_M4,CP_M4_A,0.004935056717157,0.165517862418202,1.0,data/models/Si_Si_Sik-250C/CP_M4_A.json,data/model_curves/Si_Si_Sik-250C/CP_M4_A.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Sik-25C,Si,Si,Sik-25C,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0049158050857914,0.1518964221817394,1.0,data/models/Si_Si_Sik-25C/CP_M3_B.json,data/model_curves/Si_Si_Sik-25C/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Sik-500C,Si,Si,Sik-500C,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0023217229015404,0.067354910300519,1.0000000000000016,data/models/Si_Si_Sik-500C/CP_M4_B.json,data/model_curves/Si_Si_Sik-500C/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Sik-700C,Si,Si,Sik-700C,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0028825229741406,0.0724588819253059,1.0,data/models/Si_Si_Sik-700C/CP_M3_B.json,data/model_curves/Si_Si_Sik-700C/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Sik-850C,Si,Si,Sik-850C,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0028889274884311,0.0897571072090939,1.0000000000000009,data/models/Si_Si_Sik-850C/CP_M3_B.json,data/model_curves/Si_Si_Sik-850C/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Vuye-100C,Si,Si,Vuye-100C,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0035664473574647,0.1122451528697722,1.0000007980244765,data/models/Si_Si_Vuye-100C/CP_M3_B.json,data/model_curves/Si_Si_Vuye-100C/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Vuye-150C,Si,Si,Vuye-150C,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.003879208864436,0.139894637037466,1.000000802506131,data/models/Si_Si_Vuye-150C/CP_M4_B.json,data/model_curves/Si_Si_Vuye-150C/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Vuye-200C,Si,Si,Vuye-200C,True,4.0,CP,CP,CP_M4,CP_M4_A,0.0039253082591686,0.1257646459223641,1.0000000000000018,data/models/Si_Si_Vuye-200C/CP_M4_A.json,data/model_curves/Si_Si_Vuye-200C/CP_M4_A.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Vuye-20C,Si,Si,Vuye-20C,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0048298179749029,0.1239057498182502,1.000000000088382,data/models/Si_Si_Vuye-20C/CP_M3_B.json,data/model_curves/Si_Si_Vuye-20C/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Vuye-250C,Si,Si,Vuye-250C,True,4.0,CP,CP,CP_M4,CP_M4_A,0.0039836969060971,0.1207455027146922,1.000000832204895,data/models/Si_Si_Vuye-250C/CP_M4_A.json,data/model_curves/Si_Si_Vuye-250C/CP_M4_A.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Vuye-300C,Si,Si,Vuye-300C,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.00384679382489,0.1112110588284411,1.0000001308152977,data/models/Si_Si_Vuye-300C/CP_M4_B.json,data/model_curves/Si_Si_Vuye-300C/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Vuye-350C,Si,Si,Vuye-350C,True,5.0,CP,CP,CP_M5,CP_M5_A,0.0050776825005418,0.1760261710340581,1.000000002156859,data/models/Si_Si_Vuye-350C/CP_M5_A.json,data/model_curves/Si_Si_Vuye-350C/CP_M5_A.json,lowest_RMS_no_primary_target,
Si_Si_Vuye-400C,Si,Si,Vuye-400C,True,5.0,CP,CP,CP_M5,CP_M5_A,0.0048714898375813,0.1213202955492243,1.0000000000000009,data/models/Si_Si_Vuye-400C/CP_M5_A.json,data/model_curves/Si_Si_Vuye-400C/CP_M5_A.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Vuye-450C,Si,Si,Vuye-450C,True,4.0,RP,RP,RP_M4,RP_M4,0.0040282706928029,0.0992957657963025,1.0,data/models/Si_Si_Vuye-450C/RP_M4.json,data/model_curves/Si_Si_Vuye-450C/RP_M4.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Wang-25C,Si,Si,Wang-25C,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0020777007741442,0.0466909964553293,1.0000005476362903,data/models/Si_Si_Wang-25C/CP_M1_B.json,data/model_curves/Si_Si_Wang-25C/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Wang-35C,Si,Si,Wang-35C,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0020758407834505,0.0465520473652142,1.000000447910569,data/models/Si_Si_Wang-35C/CP_M1_B.json,data/model_curves/Si_Si_Wang-35C/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Wang-45C,Si,Si,Wang-45C,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0020864208491754,0.0465413758524541,1.000000435716578,data/models/Si_Si_Wang-45C/CP_M1_B.json,data/model_curves/Si_Si_Wang-45C/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Wang-55C,Si,Si,Wang-55C,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0021005694107811,0.0460683394620488,1.000000520226929,data/models/Si_Si_Wang-55C/CP_M1_B.json,data/model_curves/Si_Si_Wang-55C/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Si_Si_Wang-65C,Si,Si,Wang-65C,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0021784710054536,0.0482885137666212,1.0000005322097756,data/models/Si_Si_Wang-65C/CP_M1_B.json,data/model_curves/Si_Si_Wang-65C/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Bright-amorphous,Ta2O5,Ta2O5,Bright-amorphous,True,1.0,CP,CP,CP_M1,CP_M1_A,0.0014520477243086,0.0064600501783962,1.0,data/models/Ta2O5_Ta2O5_Bright-amorphous/CP_M1_A.json,data/model_curves/Ta2O5_Ta2O5_Bright-amorphous/CP_M1_A.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Bright-nanocrystalline,Ta2O5,Ta2O5,Bright-nanocrystalline,True,1.0,CP,CP,CP_M1,CP_M1_A,0.001822182575496,0.0087157337834922,1.0000000000000016,data/models/Ta2O5_Ta2O5_Bright-nanocrystalline/CP_M1_A.json,data/model_curves/Ta2O5_Ta2O5_Bright-nanocrystalline/CP_M1_A.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-12-25,Ta2O5,Ta2O5,Cheikh-amorphous-3.28-12-25,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0008835143470979,0.0049354896167516,1.0000000026340752,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-12-25/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-12-25/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25,Ta2O5,Ta2O5,Cheikh-amorphous-3.28-16-25,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0007430309897869,0.0041578001494255,1.0000000000000004,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-16-25/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25,Ta2O5,Ta2O5,Cheikh-amorphous-3.28-4-25,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0007522921160235,0.0042045418862405,1.0000000000000002,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-4-25/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25,Ta2O5,Ta2O5,Cheikh-amorphous-3.28-8-25,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0007494847902963,0.0042189683855624,1.0000000000000004,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-25/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450,Ta2O5,Ta2O5,Cheikh-amorphous-3.28-8-450,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0006510186903448,0.0035830892319631,1.0,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-450/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550,Ta2O5,Ta2O5,Cheikh-amorphous-3.28-8-550,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0006599026741839,0.0036112569812288,1.0000000000000004,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Cheikh-amorphous-3.28-8-550/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25,Ta2O5,Ta2O5,Cheikh-amorphous-4.38-12-25,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0008622450403453,0.0049209614085437,1.0000000009216672,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Cheikh-amorphous-4.38-12-25/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Cheikh-amorphous-5.48-12-25,Ta2O5,Ta2O5,Cheikh-amorphous-5.48-12-25,True,1.0,CP,CP,CP_M1,CP_M1_A,0.0039564476759232,0.0231001808287448,1.0000002541181754,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-5.48-12-25/CP_M1_A.json,data/model_curves/Ta2O5_Ta2O5_Cheikh-amorphous-5.48-12-25/CP_M1_A.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25,Ta2O5,Ta2O5,Cheikh-amorphous-6.75-12-25,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0008425377169707,0.0044620809519491,1.000000000398139,data/models/Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Cheikh-amorphous-6.75-12-25/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650,Ta2O5,Ta2O5,Cheikh-crystalline-3.28-8-650,True,2.0,CP,CP,CP_M2,CP_M2_A,0.0009550676232075,0.0048132195257286,1.0,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650/CP_M2_A.json,data/model_curves/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-650/CP_M2_A.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-750,Ta2O5,Ta2O5,Cheikh-crystalline-3.28-8-750,True,2.0,CP,CP,CP_M2,CP_M2_A,0.000655507662742,0.0034896609534666,1.0000000000000002,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-750/CP_M2_A.json,data/model_curves/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-750/CP_M2_A.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850,Ta2O5,Ta2O5,Cheikh-crystalline-3.28-8-850,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0041047016520951,0.021018129807721,1.0000009399025696,data/models/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Cheikh-crystalline-3.28-8-850/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Franta-2015,Ta2O5,Ta2O5,Franta-2015,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0014546642904065,0.0068571435078446,1.0000000102438165,data/models/Ta2O5_Ta2O5_Franta-2015/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Franta-2015/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Franta-2025,Ta2O5,Ta2O5,Franta-2025,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0013459963365344,0.0069109111502721,1.0000000086532812,data/models/Ta2O5_Ta2O5_Franta-2025/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Franta-2025/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Gao,Ta2O5,Ta2O5,Gao,True,1.0,SCP,CP,CP_M1,CP_M1_B,3.399414931503533e-05,0.0001615266294456,1.000000019128552,data/models/Ta2O5_Ta2O5_Gao/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Gao/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta2O5_Ta2O5_Rodriguez-de_Marcos,Ta2O5,Ta2O5,Rodriguez-de Marcos,True,1.0,SCP,CP,CP_M1,CP_M1_B,0.0012620367522267,0.0064483907743722,1.0000000000000009,data/models/Ta2O5_Ta2O5_Rodriguez-de_Marcos/CP_M1_B.json,data/model_curves/Ta2O5_Ta2O5_Rodriguez-de_Marcos/CP_M1_B.json,smallest_N_meeting_primary_target_0.005,
Ta_Ta_Werner,Ta,Ta,Werner,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0003587572693267,0.0185046776766694,1.0000000000000009,data/models/Ta_Ta_Werner/CP_M2_B.json,data/model_curves/Ta_Ta_Werner/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
Ta_Ta_Werner-DFT,Ta,Ta,Werner-DFT,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0090473723620631,0.0929735445488719,1.0000000000000009,data/models/Ta_Ta_Werner-DFT/CP_M5_B.json,data/model_curves/Ta_Ta_Werner-DFT/CP_M5_B.json,lowest_RMS_no_primary_target,
TiN_TiN_Beliaev-sputtering,TiN,TiN,Beliaev-sputtering,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.000201320325599,0.0040242071186579,1.0000000000000004,data/models/TiN_TiN_Beliaev-sputtering/CP_M4_B.json,data/model_curves/TiN_TiN_Beliaev-sputtering/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
TiN_TiN_Schnabel,TiN,TiN,Schnabel,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0045001257021367,0.0309894401307471,1.000000000000003,data/models/TiN_TiN_Schnabel/CP_M4_B.json,data/model_curves/TiN_TiN_Schnabel/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
TiN_TiN_Shkondin,TiN,TiN,Shkondin,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.002081554588808,0.0166623572698198,1.000000000000001,data/models/TiN_TiN_Shkondin/CP_M4_B.json,data/model_curves/TiN_TiN_Shkondin/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
TiN_TiN_Shkondin-700,TiN,TiN,Shkondin-700,True,4.0,SCP,CP,CP_M4,CP_M4_B,0.0048988856023526,0.0288293384520529,1.0,data/models/TiN_TiN_Shkondin-700/CP_M4_B.json,data/model_curves/TiN_TiN_Shkondin-700/CP_M4_B.json,smallest_N_meeting_primary_target_0.005,
TiN_TiN_Shkondin-800,TiN,TiN,Shkondin-800,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0011753717447324,0.0058841110319876,1.000000000000001,data/models/TiN_TiN_Shkondin-800/CP_M5_B.json,data/model_curves/TiN_TiN_Shkondin-800/CP_M5_B.json,smallest_N_meeting_primary_target_0.005,
TiN_TiN_Shkondin-900,TiN,TiN,Shkondin-900,True,5.0,SCP,CP,CP_M5,CP_M5_B,0.0012878631588855,0.0059317221997097,1.0,data/models/TiN_TiN_Shkondin-900/CP_M5_B.json,data/model_curves/TiN_TiN_Shkondin-900/CP_M5_B.json,smallest_N_meeting_primary_target_0.005,
TiO2_TiO2_Franta,TiO2,TiO2,Franta,True,2.0,RP,RP,RP_M2,RP_M2,0.0045583832485438,0.0334384159832306,1.0,data/models/TiO2_TiO2_Franta/RP_M2.json,data/model_curves/TiO2_TiO2_Franta/RP_M2.json,smallest_N_meeting_primary_target_0.005,
TiO2_TiO2_Jolivet-amorphous,TiO2,TiO2,Jolivet-amorphous,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.001846147235906,0.0152117986813319,1.0000000000000002,data/models/TiO2_TiO2_Jolivet-amorphous/CP_M3_B.json,data/model_curves/TiO2_TiO2_Jolivet-amorphous/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
TiO2_TiO2_Jolivet-anatase,TiO2,TiO2,Jolivet-anatase,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0026738287173944,0.0194358945717378,1.0000000000000009,data/models/TiO2_TiO2_Jolivet-anatase/CP_M3_B.json,data/model_curves/TiO2_TiO2_Jolivet-anatase/CP_M3_B.json,smallest_N_meeting_primary_target_0.005,
TiO2_TiO2_Sarkar,TiO2,TiO2,Sarkar,True,2.0,RP,RP,RP_M2,RP_M2,0.005318918289714,0.0336028428783087,1.0,data/models/TiO2_TiO2_Sarkar/RP_M2.json,data/model_curves/TiO2_TiO2_Sarkar/RP_M2.json,lowest_RMS_no_primary_target,
TiO2_TiO2_Siefke,TiO2,TiO2,Siefke,True,3.0,CP,CP,CP_M3,CP_M3_A,0.0015951842836221,0.0129928859582914,1.0000008236492957,data/models/TiO2_TiO2_Siefke/CP_M3_A.json,data/model_curves/TiO2_TiO2_Siefke/CP_M3_A.json,smallest_N_meeting_primary_target_0.005,
TiO2_TiO2_Zhukovsky,TiO2,TiO2,Zhukovsky,True,2.0,SCP,CP,CP_M2,CP_M2_B,0.0030150532945348,0.0336559760459975,1.00000003270042,data/models/TiO2_TiO2_Zhukovsky/CP_M2_B.json,data/model_curves/TiO2_TiO2_Zhukovsky/CP_M2_B.json,smallest_N_meeting_primary_target_0.005,
Ti_Ti_Johnson,Ti,Ti,Johnson,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0285261703848913,0.6853717641058311,1.0000000000000002,data/models/Ti_Ti_Johnson/CP_M3_B.json,data/model_curves/Ti_Ti_Johnson/CP_M3_B.json,lowest_RMS_no_primary_target,
Ti_Ti_Mash,Ti,Ti,Mash,True,3.0,SCP,CP,CP_M3,CP_M3_B,0.0234154706214197,0.3580015293068503,1.0000000000000009,data/models/Ti_Ti_Mash/CP_M3_B.json,data/model_curves/Ti_Ti_Mash/CP_M3_B.json,lowest_RMS_no_primary_target,
