record_key,material,material_class,book,page,N,selected_family,selected_specific_model,selected_epsilon_rms,selected_abs_rms,selected_G_rho,quality_label,selected_model_json
C_C_Ermolaev-SWCNT-e,C,carbon,C,Ermolaev-SWCNT-e,3,CP,SemiCP,1.819334231489916e-05,4.422543906691174e-05,1.0,excellent,data/models/C_C_Ermolaev-SWCNT-e/SemiCP_M3.json
C_C_Ermolaev-SWCNT-e,C,carbon,C,Ermolaev-SWCNT-e,4,CP,SemiCP,5.659411388498874e-06,1.3601661470798826e-05,1.0,excellent,data/models/C_C_Ermolaev-SWCNT-e/SemiCP_M4.json
C_C_Ermolaev-SWCNT-e,C,carbon,C,Ermolaev-SWCNT-e,5,CP,SemiCP,5.055751007969956e-06,1.2142477312621776e-05,1.0,excellent,data/models/C_C_Ermolaev-SWCNT-e/SemiCP_M5.json
C_C_Ermolaev-SWCNT-o,C,carbon,C,Ermolaev-SWCNT-o,1,CP,SemiCP,0.1089972603024392,0.3485667341980846,1.0000000000000004,poor,data/models/C_C_Ermolaev-SWCNT-o/SemiCP_M1.json
C_C_Ermolaev-SWCNT-o,C,carbon,C,Ermolaev-SWCNT-o,2,CP,SemiCP,0.0005561529454009,0.0017686160285819,1.0000000000000009,excellent,data/models/C_C_Ermolaev-SWCNT-o/SemiCP_M2.json
C_C_Ermolaev-SWCNT-o,C,carbon,C,Ermolaev-SWCNT-o,3,CP,SemiCP,8.753982809681383e-05,0.0002776144573879,1.000000000000001,excellent,data/models/C_C_Ermolaev-SWCNT-o/SemiCP_M3.json
C_C_Ermolaev-SWCNT-o,C,carbon,C,Ermolaev-SWCNT-o,4,CP,SemiCP,1.235049061665469e-05,3.957326126169984e-05,1.0000000000000009,excellent,data/models/C_C_Ermolaev-SWCNT-o/SemiCP_M4.json
C_C_Ermolaev-SWCNT-o,C,carbon,C,Ermolaev-SWCNT-o,5,CP,SemiCP,6.2240254619477324e-06,1.960993184764124e-05,1.000000000000002,excellent,data/models/C_C_Ermolaev-SWCNT-o/SemiCP_M5.json
C_C_Hagemann,C,carbon,C,Hagemann,1,CP,SemiCP,0.1068892155941424,0.4140583549478775,1.0,poor,data/models/C_C_Hagemann/SemiCP_M1.json
C_C_Hagemann,C,carbon,C,Hagemann,2,CP,SemiCP,0.0118601297664613,0.0436401153100065,1.0000000000000009,warning,data/models/C_C_Hagemann/SemiCP_M2.json
C_C_Hagemann,C,carbon,C,Hagemann,3,CP,SemiCP,0.0031972900778046,0.0134993152612518,1.000000000000001,excellent,data/models/C_C_Hagemann/SemiCP_M3.json
C_C_Hagemann,C,carbon,C,Hagemann,4,CP,SemiCP,0.002912558361344,0.0123777392369092,1.0000000000000049,excellent,data/models/C_C_Hagemann/SemiCP_M4.json
C_C_Hagemann,C,carbon,C,Hagemann,5,CP,SemiCP,0.0029762654677285,0.0126715506888825,1.0000000000000009,excellent,data/models/C_C_Hagemann/SemiCP_M5.json
C_C_Larruquert,C,carbon,C,Larruquert,1,CP,SemiCP,0.0048392748163631,0.0327168643325073,1.000000000000001,excellent,data/models/C_C_Larruquert/SemiCP_M1.json
C_C_Larruquert,C,carbon,C,Larruquert,2,CP,SemiCP,0.0018645194589754,0.0127530992763979,1.0000000000000029,excellent,data/models/C_C_Larruquert/SemiCP_M2.json
C_C_Larruquert,C,carbon,C,Larruquert,3,CP,SemiCP,7.122936729262126e-05,0.0004719276557686,1.0000000000000009,excellent,data/models/C_C_Larruquert/SemiCP_M3.json
C_C_Larruquert,C,carbon,C,Larruquert,4,CP,SemiCP,5.040018448543797e-05,0.0003305173941096,1.0000000000000009,excellent,data/models/C_C_Larruquert/SemiCP_M4.json
C_C_Larruquert,C,carbon,C,Larruquert,5,CP,SemiCP,5.429368230194415e-05,0.0003635188642352,1.000000000000001,excellent,data/models/C_C_Larruquert/SemiCP_M5.json
C_C_Phillip,C,carbon,C,Phillip,1,CP,SemiCP,0.0017942450723246,0.0104125268109299,1.0,excellent,data/models/C_C_Phillip/SemiCP_M1.json
C_C_Phillip,C,carbon,C,Phillip,2,CP,CP,0.0012462032669363,0.0072993854473579,1.0000000911955345,excellent,data/models/C_C_Phillip/CP_M2.json
C_C_Phillip,C,carbon,C,Phillip,3,CP,SemiCP,0.0015063423368199,0.0088116735247157,1.0000000000000002,excellent,data/models/C_C_Phillip/SemiCP_M3.json
C_C_Phillip,C,carbon,C,Phillip,4,CP,SemiCP,0.0017802043807139,0.010331309328842,1.0000000000000009,excellent,data/models/C_C_Phillip/SemiCP_M4.json
C_C_Phillip,C,carbon,C,Phillip,5,CP,SemiCP,0.0016875798019597,0.0099889955963447,1.0000000000000009,excellent,data/models/C_C_Phillip/SemiCP_M5.json
C_C_Querry-Asbury3222,C,carbon,C,Querry-Asbury3222,1,CP,SemiCP,0.1571095717778513,0.775113384455285,1.0000000000000009,poor,data/models/C_C_Querry-Asbury3222/SemiCP_M1.json
C_C_Querry-Asbury3222,C,carbon,C,Querry-Asbury3222,2,CP,CP,0.0136670663114166,0.0705350441927734,1.0,warning,data/models/C_C_Querry-Asbury3222/CP_M2.json
C_C_Querry-Asbury3222,C,carbon,C,Querry-Asbury3222,3,CP,SemiCP,0.0031808103970784,0.0159577857147419,1.0000000000000024,excellent,data/models/C_C_Querry-Asbury3222/SemiCP_M3.json
C_C_Querry-Asbury3222,C,carbon,C,Querry-Asbury3222,4,CP,SemiCP,0.0021300826997701,0.0102488060800378,1.0000000000000004,excellent,data/models/C_C_Querry-Asbury3222/SemiCP_M4.json
C_C_Querry-Asbury3222,C,carbon,C,Querry-Asbury3222,5,CP,SemiCP,0.0020248577840766,0.0098212284302545,1.000000000000001,excellent,data/models/C_C_Querry-Asbury3222/SemiCP_M5.json
C_C_Querry-AsburyMicro260,C,carbon,C,Querry-AsburyMicro260,1,CP,SemiCP,0.1073204623285717,0.3702280202867492,1.0000000000000018,poor,data/models/C_C_Querry-AsburyMicro260/SemiCP_M1.json
C_C_Querry-AsburyMicro260,C,carbon,C,Querry-AsburyMicro260,2,CP,CP,0.0074831412510513,0.0271910364606149,1.0,acceptable,data/models/C_C_Querry-AsburyMicro260/CP_M2.json
C_C_Querry-AsburyMicro260,C,carbon,C,Querry-AsburyMicro260,3,CP,SemiCP,0.0034033379657769,0.0130180284677246,1.0000000000000016,excellent,data/models/C_C_Querry-AsburyMicro260/SemiCP_M3.json
C_C_Querry-AsburyMicro260,C,carbon,C,Querry-AsburyMicro260,4,CP,SemiCP,0.003101026266595,0.0123377929648134,1.0000000000000004,excellent,data/models/C_C_Querry-AsburyMicro260/SemiCP_M4.json
C_C_Querry-AsburyMicro260,C,carbon,C,Querry-AsburyMicro260,5,CP,SemiCP,0.0010769508496245,0.003979080955345,1.0000000000000002,excellent,data/models/C_C_Querry-AsburyMicro260/SemiCP_M5.json
C_C_Querry-Dixon1102,C,carbon,C,Querry-Dixon1102,1,CP,SemiCP,0.1078286650157672,0.3891662157322369,1.0000000000000009,poor,data/models/C_C_Querry-Dixon1102/SemiCP_M1.json
C_C_Querry-Dixon1102,C,carbon,C,Querry-Dixon1102,2,CP,CP,0.0074467081801681,0.0279429732849734,1.0,acceptable,data/models/C_C_Querry-Dixon1102/CP_M2.json
C_C_Querry-Dixon1102,C,carbon,C,Querry-Dixon1102,3,CP,SemiCP,0.0021655717924257,0.0084846751801191,1.000000000000003,excellent,data/models/C_C_Querry-Dixon1102/SemiCP_M3.json
C_C_Querry-Dixon1102,C,carbon,C,Querry-Dixon1102,4,CP,SemiCP,0.0018609264223787,0.0071161885464112,1.0000000000000016,excellent,data/models/C_C_Querry-Dixon1102/SemiCP_M4.json
C_C_Querry-Dixon1102,C,carbon,C,Querry-Dixon1102,5,CP,SemiCP,0.0015455416851914,0.006549359981235,1.0,excellent,data/models/C_C_Querry-Dixon1102/SemiCP_M5.json
C_C_Querry-Dixon200-10,C,carbon,C,Querry-Dixon200-10,1,CP,SemiCP,0.1174422433716785,0.5578560658568699,1.0000000000000004,poor,data/models/C_C_Querry-Dixon200-10/SemiCP_M1.json
C_C_Querry-Dixon200-10,C,carbon,C,Querry-Dixon200-10,2,CP,SemiCP,0.0107751315886323,0.0570947876256217,1.0000000000000009,warning,data/models/C_C_Querry-Dixon200-10/SemiCP_M2.json
C_C_Querry-Dixon200-10,C,carbon,C,Querry-Dixon200-10,3,CP,SemiCP,0.0045320838075435,0.0257778884807951,1.0000000000000002,excellent,data/models/C_C_Querry-Dixon200-10/SemiCP_M3.json
C_C_Querry-Dixon200-10,C,carbon,C,Querry-Dixon200-10,4,CP,SemiCP,0.0020624081507767,0.0092119953228336,1.0000000000000022,excellent,data/models/C_C_Querry-Dixon200-10/SemiCP_M4.json
C_C_Querry-Dixon200-10,C,carbon,C,Querry-Dixon200-10,5,CP,SemiCP,0.0012816037128121,0.0063409332789851,1.0,excellent,data/models/C_C_Querry-Dixon200-10/SemiCP_M5.json
C_C_Querry-DixonHPN2,C,carbon,C,Querry-DixonHPN2,1,CP,SemiCP,0.1017607156058172,0.4337326183466661,1.000000000000001,poor,data/models/C_C_Querry-DixonHPN2/SemiCP_M1.json
C_C_Querry-DixonHPN2,C,carbon,C,Querry-DixonHPN2,2,CP,CP,0.0072942199008073,0.0323154619605605,1.0000000000000004,acceptable,data/models/C_C_Querry-DixonHPN2/CP_M2.json
C_C_Querry-DixonHPN2,C,carbon,C,Querry-DixonHPN2,3,CP,SemiCP,0.0028638126403958,0.0126859019108704,1.000000000000001,excellent,data/models/C_C_Querry-DixonHPN2/SemiCP_M3.json
C_C_Querry-DixonHPN2,C,carbon,C,Querry-DixonHPN2,4,CP,SemiCP,0.0018895816445682,0.0080071671409718,1.0000000000000018,excellent,data/models/C_C_Querry-DixonHPN2/SemiCP_M4.json
C_C_Querry-DixonHPN2,C,carbon,C,Querry-DixonHPN2,5,CP,SemiCP,0.0011803977003571,0.005585805037691,1.0000000000000018,excellent,data/models/C_C_Querry-DixonHPN2/SemiCP_M5.json
C_C_Querry-DixonKS2,C,carbon,C,Querry-DixonKS2,1,CP,SemiCP,0.0953302760459908,0.2952573852591271,1.0000000000000002,poor,
C_C_Querry-DixonKS2,C,carbon,C,Querry-DixonKS2,2,CP,SemiCP,0.0079916037563051,0.0272951175648332,1.0000000000000004,acceptable,
C_C_Querry-DixonKS2,C,carbon,C,Querry-DixonKS2,3,CP,SemiCP,0.0027421123884377,0.0097459357383408,1.0,excellent,
C_C_Querry-DixonKS2,C,carbon,C,Querry-DixonKS2,4,CP,SemiCP,0.0016495550683369,0.0048745690323052,1.0,excellent,
C_C_Querry-DixonKS2,C,carbon,C,Querry-DixonKS2,5,CP,SemiCP,0.001940902321886,0.0070140985653131,1.0,excellent,
C_C_Querry-Pyrolytic,C,carbon,C,Querry-Pyrolytic,1,CP,SemiCP,0.0164792521495668,0.0498971297914623,1.0,warning,data/models/C_C_Querry-Pyrolytic/SemiCP_M1.json
C_C_Querry-Pyrolytic,C,carbon,C,Querry-Pyrolytic,2,CP,SemiCP,0.0039622999057835,0.0135448129980861,1.0000000000000002,excellent,data/models/C_C_Querry-Pyrolytic/SemiCP_M2.json
C_C_Querry-Pyrolytic,C,carbon,C,Querry-Pyrolytic,3,CP,SemiCP,0.0027080982787726,0.0112364070142607,1.0,excellent,data/models/C_C_Querry-Pyrolytic/SemiCP_M3.json
C_C_Querry-Pyrolytic,C,carbon,C,Querry-Pyrolytic,4,CP,SemiCP,0.0016199742807368,0.0055676382075528,1.0000000000000029,excellent,data/models/C_C_Querry-Pyrolytic/SemiCP_M4.json
C_C_Querry-Pyrolytic,C,carbon,C,Querry-Pyrolytic,5,CP,SemiCP,0.0014413051673894,0.0051172579593574,1.0000000000000016,excellent,data/models/C_C_Querry-Pyrolytic/SemiCP_M5.json
C_C_Song,C,carbon,C,Song,1,none,none,,,,no_model,
C_C_Song,C,carbon,C,Song,2,none,none,,,,no_model,
C_C_Song,C,carbon,C,Song,3,none,none,,,,no_model,
C_C_Song,C,carbon,C,Song,4,none,none,,,,no_model,
C_C_Song,C,carbon,C,Song,5,none,none,,,,no_model,
C_C_Song-cHOPG-e,C,carbon,C,Song-cHOPG-e,1,CP,SemiCP,0.001088437961269,0.0023539869412713,1.0000000000000002,excellent,
C_C_Song-cHOPG-e,C,carbon,C,Song-cHOPG-e,2,CP,SemiCP,0.0048184972435822,0.0105436731045158,1.0,excellent,
C_C_Song-cHOPG-e,C,carbon,C,Song-cHOPG-e,3,none,none,,,,no_model,
C_C_Song-cHOPG-e,C,carbon,C,Song-cHOPG-e,4,none,none,,,,no_model,
C_C_Song-cHOPG-e,C,carbon,C,Song-cHOPG-e,5,none,none,,,,no_model,
C_C_Song-cHOPG-o,C,carbon,C,Song-cHOPG-o,1,CP,SemiCP,0.1640136221131935,1.5225499690490298,1.0000000000000004,poor,data/models/C_C_Song-cHOPG-o/SemiCP_M1.json
C_C_Song-cHOPG-o,C,carbon,C,Song-cHOPG-o,2,none,none,,,,no_model,
C_C_Song-cHOPG-o,C,carbon,C,Song-cHOPG-o,3,none,none,,,,no_model,
C_C_Song-cHOPG-o,C,carbon,C,Song-cHOPG-o,4,RP,RP,0.0010678661393963,0.009583371729323,1.0,excellent,data/models/C_C_Song-cHOPG-o/RP_M4.json
C_C_Song-cHOPG-o,C,carbon,C,Song-cHOPG-o,5,none,none,,,,no_model,
C_C_Song-sHOPG-e,C,carbon,C,Song-sHOPG-e,1,CP,SemiCP,0.0074213948173937,0.0134359733533027,1.0000000054495424,acceptable,
C_C_Song-sHOPG-e,C,carbon,C,Song-sHOPG-e,2,CP,CP,0.0188066211987735,0.0361277111865855,1.0000009352498365,warning,
C_C_Song-sHOPG-e,C,carbon,C,Song-sHOPG-e,3,none,none,,,,no_model,
C_C_Song-sHOPG-e,C,carbon,C,Song-sHOPG-e,4,none,none,,,,no_model,
C_C_Song-sHOPG-e,C,carbon,C,Song-sHOPG-e,5,none,none,,,,no_model,
C_C_Song-sHOPG-o,C,carbon,C,Song-sHOPG-o,1,CP,CP,0.1685013527910344,1.362215531647954,1.0,poor,data/models/C_C_Song-sHOPG-o/CP_M1.json
C_C_Song-sHOPG-o,C,carbon,C,Song-sHOPG-o,2,CP,SemiCP,0.0150200155080849,0.1004502624981847,1.0,warning,data/models/C_C_Song-sHOPG-o/SemiCP_M2.json
C_C_Song-sHOPG-o,C,carbon,C,Song-sHOPG-o,3,none,none,,,,no_model,
C_C_Song-sHOPG-o,C,carbon,C,Song-sHOPG-o,4,none,none,,,,no_model,
C_C_Song-sHOPG-o,C,carbon,C,Song-sHOPG-o,5,none,none,,,,no_model,
C_C_Taylor,C,carbon,C,Taylor,1,CP,SemiCP,1.4096304104580478e-05,8.566664831800313e-05,1.0000000000000009,excellent,data/models/C_C_Taylor/SemiCP_M1.json
C_C_Taylor,C,carbon,C,Taylor,2,CP,CP,5.359211864972202e-07,3.168903293836371e-06,1.0000001241408902,excellent,data/models/C_C_Taylor/CP_M2.json
C_C_Taylor,C,carbon,C,Taylor,3,CP,SemiCP,2.49462681011361e-07,1.4665701235812588e-06,1.0000000000000009,excellent,data/models/C_C_Taylor/SemiCP_M3.json
C_C_Taylor,C,carbon,C,Taylor,4,CP,SemiCP,2.52096421889228e-07,1.4830774892949314e-06,1.0000000005939569,excellent,data/models/C_C_Taylor/SemiCP_M4.json
C_C_Taylor,C,carbon,C,Taylor,5,none,none,,,,no_model,
C_C_Tikuisis,C,carbon,C,Tikuisis,1,CP,CP,0.1295454090023591,1.3849625743091465,1.0000004871917847,poor,data/models/C_C_Tikuisis/CP_M1.json
C_C_Tikuisis,C,carbon,C,Tikuisis,2,CP,SemiCP,0.0434003316796579,0.4336374574822431,1.0000000000000009,warning,data/models/C_C_Tikuisis/SemiCP_M2.json
C_C_Tikuisis,C,carbon,C,Tikuisis,3,CP,SemiCP,0.0012734864980782,0.0135003210551124,1.0000000000000018,excellent,data/models/C_C_Tikuisis/SemiCP_M3.json
C_C_Tikuisis,C,carbon,C,Tikuisis,4,CP,SemiCP,4.696077267822269e-05,0.0005070086542653,1.000000415573712,excellent,data/models/C_C_Tikuisis/SemiCP_M4.json
C_C_Tikuisis,C,carbon,C,Tikuisis,5,CP,SemiCP,5.395306918981121e-05,0.0006455498215917,1.0,excellent,data/models/C_C_Tikuisis/SemiCP_M5.json
CdTe_CdTe_Adachi,CdTe,semiconductor,CdTe,Adachi,1,CP,SemiCP,0.0798377290472116,0.9196846979234888,1.0000000000000004,poor,data/models/CdTe_CdTe_Adachi/SemiCP_M1.json
CdTe_CdTe_Adachi,CdTe,semiconductor,CdTe,Adachi,2,CP,SemiCP,0.059060090929024,0.5430683199370291,1.000000000000001,poor,data/models/CdTe_CdTe_Adachi/SemiCP_M2.json
CdTe_CdTe_Adachi,CdTe,semiconductor,CdTe,Adachi,3,CP,SemiCP,0.0215172379683482,0.2334397053427909,1.000000000000001,warning,data/models/CdTe_CdTe_Adachi/SemiCP_M3.json
CdTe_CdTe_Adachi,CdTe,semiconductor,CdTe,Adachi,4,none,none,,,,no_model,
CdTe_CdTe_Adachi,CdTe,semiconductor,CdTe,Adachi,5,RP,RP,0.0053066025602807,0.050733016270678,1.0,acceptable,data/models/CdTe_CdTe_Adachi/RP_M5.json
Co_Co_Johnson,Co,metal,Co,Johnson,1,none,none,,,,no_model,
Co_Co_Johnson,Co,metal,Co,Johnson,2,CP,SemiCP,0.0212067472741758,0.5536101386003299,1.0000000000000009,warning,data/models/Co_Co_Johnson/SemiCP_M2.json
Co_Co_Johnson,Co,metal,Co,Johnson,3,CP,SemiCP,0.0201996662778811,0.4612512646711647,1.0,warning,data/models/Co_Co_Johnson/SemiCP_M3.json
Co_Co_Johnson,Co,metal,Co,Johnson,4,CP,SemiCP,0.0247742492954633,0.5164250203193737,1.0000000000000002,warning,data/models/Co_Co_Johnson/SemiCP_M4.json
Co_Co_Johnson,Co,metal,Co,Johnson,5,CP,SemiCP,0.0090582991952042,0.2240746261949331,1.0000000000000016,acceptable,data/models/Co_Co_Johnson/SemiCP_M5.json
Co_Co_Werner,Co,metal,Co,Werner,1,CP,SemiCP,0.1147077433448418,4.281760169022739,1.0,poor,data/models/Co_Co_Werner/SemiCP_M1.json
Co_Co_Werner,Co,metal,Co,Werner,2,CP,CP,0.0794035057071704,4.519534481542335,1.000000000000001,poor,data/models/Co_Co_Werner/CP_M2.json
Co_Co_Werner,Co,metal,Co,Werner,3,CP,SemiCP,0.0039813318170572,0.3267825135571937,1.0,excellent,data/models/Co_Co_Werner/SemiCP_M3.json
Co_Co_Werner,Co,metal,Co,Werner,4,CP,SemiCP,0.0037381592334849,0.3165962073742163,1.0,excellent,data/models/Co_Co_Werner/SemiCP_M4.json
Co_Co_Werner,Co,metal,Co,Werner,5,CP,SemiCP,0.0037443458408421,0.3174734419431474,1.0000000000000004,excellent,data/models/Co_Co_Werner/SemiCP_M5.json
Co_Co_Werner-DFT,Co,metal,Co,Werner-DFT,1,none,none,,,,no_model,
Co_Co_Werner-DFT,Co,metal,Co,Werner-DFT,2,CP,SemiCP,0.0547226590634997,1.8923286740363203,1.0,poor,data/models/Co_Co_Werner-DFT/SemiCP_M2.json
Co_Co_Werner-DFT,Co,metal,Co,Werner-DFT,3,CP,SemiCP,0.0412599305451012,1.818033899552768,1.0,warning,data/models/Co_Co_Werner-DFT/SemiCP_M3.json
Co_Co_Werner-DFT,Co,metal,Co,Werner-DFT,4,CP,SemiCP,0.0142927529410384,0.6345778859167246,1.0000000000000024,warning,data/models/Co_Co_Werner-DFT/SemiCP_M4.json
Co_Co_Werner-DFT,Co,metal,Co,Werner-DFT,5,CP,SemiCP,0.0164676880185633,0.68560943235307,1.0000000000000009,warning,data/models/Co_Co_Werner-DFT/SemiCP_M5.json
Cr_Cr_Johnson,Cr,metal,Cr,Johnson,1,none,none,,,,no_model,
Cr_Cr_Johnson,Cr,metal,Cr,Johnson,2,CP,SemiCP,0.0741230618118312,1.5809494933488604,1.000000901177213,poor,data/models/Cr_Cr_Johnson/SemiCP_M2.json
Cr_Cr_Johnson,Cr,metal,Cr,Johnson,3,CP,SemiCP,0.0397581749833584,0.781055319763344,1.0,warning,data/models/Cr_Cr_Johnson/SemiCP_M3.json
Cr_Cr_Johnson,Cr,metal,Cr,Johnson,4,CP,SemiCP,0.0399542509048364,0.8386006405500332,1.0000000000000004,warning,data/models/Cr_Cr_Johnson/SemiCP_M4.json
Cr_Cr_Johnson,Cr,metal,Cr,Johnson,5,CP,SemiCP,0.0501237179409589,1.0894458880811917,1.0000000000000009,poor,data/models/Cr_Cr_Johnson/SemiCP_M5.json
Cr_Cr_Rakic-BB,Cr,metal,Cr,Rakic-BB,1,none,none,,,,no_model,
Cr_Cr_Rakic-BB,Cr,metal,Cr,Rakic-BB,2,CP,SemiCP,0.0005933223988476,0.0130279825923638,1.0,excellent,
Cr_Cr_Rakic-BB,Cr,metal,Cr,Rakic-BB,3,CP,SemiCP,0.0004401253375287,0.0115918539040236,1.0000000000000002,excellent,
Cr_Cr_Rakic-BB,Cr,metal,Cr,Rakic-BB,4,CP,SemiCP,0.0001536720415027,0.0040357203131404,1.0,excellent,
Cr_Cr_Rakic-BB,Cr,metal,Cr,Rakic-BB,5,CP,SemiCP,0.0001129907906459,0.0030508155554247,1.0,excellent,
Cr_Cr_Rakic-LD,Cr,metal,Cr,Rakic-LD,1,none,none,,,,no_model,
Cr_Cr_Rakic-LD,Cr,metal,Cr,Rakic-LD,2,CP,SemiCP,0.0015214404537129,0.0308110772769789,1.0,excellent,data/models/Cr_Cr_Rakic-LD/SemiCP_M2.json
Cr_Cr_Rakic-LD,Cr,metal,Cr,Rakic-LD,3,CP,SemiCP,0.0002220100778484,0.0054307997380973,1.0000000000000002,excellent,data/models/Cr_Cr_Rakic-LD/SemiCP_M3.json
Cr_Cr_Rakic-LD,Cr,metal,Cr,Rakic-LD,4,CP,SemiCP,0.000163845326216,0.0030514724852794,1.000000000000001,excellent,data/models/Cr_Cr_Rakic-LD/SemiCP_M4.json
Cr_Cr_Rakic-LD,Cr,metal,Cr,Rakic-LD,5,CP,SemiCP,0.0002298349489921,0.0050009066635884,1.0000000000000002,excellent,data/models/Cr_Cr_Rakic-LD/SemiCP_M5.json
Cr_Cr_Sytchkova,Cr,metal,Cr,Sytchkova,1,none,none,,,,no_model,
Cr_Cr_Sytchkova,Cr,metal,Cr,Sytchkova,2,CP,SemiCP,0.0232695520970415,0.7508700544417782,1.0000000000000016,warning,data/models/Cr_Cr_Sytchkova/SemiCP_M2.json
Cr_Cr_Sytchkova,Cr,metal,Cr,Sytchkova,3,CP,SemiCP,0.007127990661207,0.1676175108046885,1.000000000000001,acceptable,data/models/Cr_Cr_Sytchkova/SemiCP_M3.json
Cr_Cr_Sytchkova,Cr,metal,Cr,Sytchkova,4,CP,SemiCP,0.000942746402567,0.0340825433610399,1.0000000000000009,excellent,data/models/Cr_Cr_Sytchkova/SemiCP_M4.json
Cr_Cr_Sytchkova,Cr,metal,Cr,Sytchkova,5,CP,SemiCP,0.0007201983981877,0.0253666651849103,1.0000000000000016,excellent,data/models/Cr_Cr_Sytchkova/SemiCP_M5.json
Cu_Cu_Babar,Cu,metal,Cu,Babar,1,CP,CP,0.333206583288922,6.396742913452983,1.0000000000000009,poor,data/models/Cu_Cu_Babar/CP_M1.json
Cu_Cu_Babar,Cu,metal,Cu,Babar,2,CP,SemiCP,0.0704453491543783,1.1194274729608371,1.0000004344583493,poor,data/models/Cu_Cu_Babar/SemiCP_M2.json
Cu_Cu_Babar,Cu,metal,Cu,Babar,3,CP,SemiCP,0.0327136654767253,1.0083209593602231,1.0000000000000002,warning,data/models/Cu_Cu_Babar/SemiCP_M3.json
Cu_Cu_Babar,Cu,metal,Cu,Babar,4,CP,SemiCP,0.0075270628975116,0.0574773162371748,1.0000002742765943,acceptable,data/models/Cu_Cu_Babar/SemiCP_M4.json
Cu_Cu_Babar,Cu,metal,Cu,Babar,5,CP,SemiCP,0.0074793744328638,0.0628432906928115,1.0000001340886382,acceptable,data/models/Cu_Cu_Babar/SemiCP_M5.json
Cu_Cu_Hagemann,Cu,metal,Cu,Hagemann,1,CP,CP,0.2797430511537768,5.182682155733793,1.0,poor,
Cu_Cu_Hagemann,Cu,metal,Cu,Hagemann,2,CP,SemiCP,0.0445175085645637,0.6171347019309252,1.0000006607016343,warning,
Cu_Cu_Hagemann,Cu,metal,Cu,Hagemann,3,CP,SemiCP,0.0198147642052774,0.3218122872939983,1.0000000000000024,warning,
Cu_Cu_Hagemann,Cu,metal,Cu,Hagemann,4,CP,SemiCP,0.0054674341517973,0.0671094421543556,1.0000000000000009,acceptable,
Cu_Cu_Hagemann,Cu,metal,Cu,Hagemann,5,CP,SemiCP,0.0060184352925748,0.0919124552399379,1.0,acceptable,
Cu_Cu_Johnson,Cu,metal,Cu,Johnson,1,CP,SemiCP,0.2885932390816123,4.733119070974548,1.0000000000000004,poor,
Cu_Cu_Johnson,Cu,metal,Cu,Johnson,2,CP,SemiCP,0.0444993167516267,0.811559591013665,1.000000673112848,warning,
Cu_Cu_Johnson,Cu,metal,Cu,Johnson,3,CP,SemiCP,0.0141286825472233,0.2653633449457109,1.0000004485100031,warning,
Cu_Cu_Johnson,Cu,metal,Cu,Johnson,4,CP,SemiCP,0.0132038201056329,0.2507265772651708,1.0000000000000009,warning,
Cu_Cu_Johnson,Cu,metal,Cu,Johnson,5,CP,SemiCP,0.0126305867535319,0.2377418479839788,1.0,warning,
Cu_Cu_McPeak,Cu,metal,Cu,McPeak,1,CP,CP,0.2977340895869303,5.916206025092413,1.0000000000000004,poor,
Cu_Cu_McPeak,Cu,metal,Cu,McPeak,2,CP,SemiCP,0.0656711816648214,1.0637846597295402,1.0000005445682425,poor,
Cu_Cu_McPeak,Cu,metal,Cu,McPeak,3,CP,CP,0.0579558793092531,1.2868523865711063,1.0000000000000004,poor,
Cu_Cu_McPeak,Cu,metal,Cu,McPeak,4,CP,CP,0.0409908475293525,0.8685326913923139,1.0000000000000002,warning,
Cu_Cu_McPeak,Cu,metal,Cu,McPeak,5,CP,SemiCP,0.0436632618472496,1.1124603885884523,1.0000000000000009,warning,
Cu_Cu_Querry,Cu,metal,Cu,Querry,1,CP,CP,0.2674980768050229,3.941416267009486,1.000000731132324,poor,
Cu_Cu_Querry,Cu,metal,Cu,Querry,2,CP,SemiCP,0.0465313350354322,0.5511914619588324,1.0000008128003504,warning,
Cu_Cu_Querry,Cu,metal,Cu,Querry,3,CP,SemiCP,0.0079835327318442,0.1002020345870897,1.0,acceptable,
Cu_Cu_Querry,Cu,metal,Cu,Querry,4,CP,SemiCP,0.0032169227405623,0.0832996494747979,1.0000000017725776,excellent,
Cu_Cu_Querry,Cu,metal,Cu,Querry,5,CP,SemiCP,0.0020211375345052,0.0559483545797672,1.0000000000000004,excellent,
Cu_Cu_Rakic-BB,Cu,metal,Cu,Rakic-BB,1,CP,SemiCP,0.287229897401667,5.568983397383836,1.0,poor,data/models/Cu_Cu_Rakic-BB/SemiCP_M1.json
Cu_Cu_Rakic-BB,Cu,metal,Cu,Rakic-BB,2,CP,SemiCP,0.0394347907141111,0.5054402542234072,1.0000004184934512,warning,data/models/Cu_Cu_Rakic-BB/SemiCP_M2.json
Cu_Cu_Rakic-BB,Cu,metal,Cu,Rakic-BB,3,CP,SemiCP,0.0185507690342746,0.1576832893339439,1.0,warning,data/models/Cu_Cu_Rakic-BB/SemiCP_M3.json
Cu_Cu_Rakic-BB,Cu,metal,Cu,Rakic-BB,4,none,none,,,,no_model,
Cu_Cu_Rakic-BB,Cu,metal,Cu,Rakic-BB,5,none,none,,,,no_model,
Cu_Cu_Rakic-LD,Cu,metal,Cu,Rakic-LD,1,CP,CP,0.256725505286778,4.548616677952488,1.0,poor,
