record_key,material,material_class,book,page,N,selected_family,selected_specific_model,selected_epsilon_rms,selected_abs_rms,selected_G_rho,quality_label,selected_model_json
MoO3_MoO3_Lajaunie-gamma,MoO3,lossy_transition_metal_oxide,MoO3,Lajaunie-gamma,5,CP,SemiCP,0.0012949504682453,0.0137226368119674,1.0,excellent,
MoS2_MoS2_Beal,MoS2,chalcogenide_or_2D,MoS2,Beal,1,CP,SemiCP,0.1602366041345239,4.071427989640679,1.0,poor,data/models/MoS2_MoS2_Beal/SemiCP_M1.json
MoS2_MoS2_Beal,MoS2,chalcogenide_or_2D,MoS2,Beal,2,CP,SemiCP,0.2090632314321908,5.764342308309381,1.0,poor,data/models/MoS2_MoS2_Beal/SemiCP_M2.json
MoS2_MoS2_Beal,MoS2,chalcogenide_or_2D,MoS2,Beal,3,CP,SemiCP,0.0793413563170257,2.059848541058294,1.0000000000000002,poor,data/models/MoS2_MoS2_Beal/SemiCP_M3.json
MoS2_MoS2_Beal,MoS2,chalcogenide_or_2D,MoS2,Beal,4,none,none,,,,no_model,
MoS2_MoS2_Beal,MoS2,chalcogenide_or_2D,MoS2,Beal,5,CP,CP,0.0756669701625952,2.225668208779474,1.0000000000000009,poor,data/models/MoS2_MoS2_Beal/CP_M5.json
MoS2_MoS2_Ermolaev-1L,MoS2,chalcogenide_or_2D,MoS2,Ermolaev-1L,1,CP,SemiCP,0.2474618248167192,5.480091783791492,1.000000000000001,poor,data/models/MoS2_MoS2_Ermolaev-1L/SemiCP_M1.json
MoS2_MoS2_Ermolaev-1L,MoS2,chalcogenide_or_2D,MoS2,Ermolaev-1L,2,CP,SemiCP,0.1571540683376458,3.807643462686261,1.0,poor,data/models/MoS2_MoS2_Ermolaev-1L/SemiCP_M2.json
MoS2_MoS2_Ermolaev-1L,MoS2,chalcogenide_or_2D,MoS2,Ermolaev-1L,3,CP,CP,0.1384844700482869,3.103412463309577,1.0000000000000004,poor,data/models/MoS2_MoS2_Ermolaev-1L/CP_M3.json
MoS2_MoS2_Ermolaev-1L,MoS2,chalcogenide_or_2D,MoS2,Ermolaev-1L,4,none,none,,,,no_model,
MoS2_MoS2_Ermolaev-1L,MoS2,chalcogenide_or_2D,MoS2,Ermolaev-1L,5,CP,CP,0.03644666551197,0.8928577307201928,1.0,warning,data/models/MoS2_MoS2_Ermolaev-1L/CP_M5.json
MoS2_MoS2_Ermolaev-o,MoS2,chalcogenide_or_2D,MoS2,Ermolaev-o,1,CP,SemiCP,0.147812614060851,3.882038637496861,1.0000000000000002,poor,data/models/MoS2_MoS2_Ermolaev-o/SemiCP_M1.json
MoS2_MoS2_Ermolaev-o,MoS2,chalcogenide_or_2D,MoS2,Ermolaev-o,2,CP,SemiCP,0.3220490862141035,6.994901546803597,1.0000009886241734,poor,data/models/MoS2_MoS2_Ermolaev-o/SemiCP_M2.json
MoS2_MoS2_Ermolaev-o,MoS2,chalcogenide_or_2D,MoS2,Ermolaev-o,3,none,none,,,,no_model,
MoS2_MoS2_Ermolaev-o,MoS2,chalcogenide_or_2D,MoS2,Ermolaev-o,4,CP,SemiCP,0.068590718567478,1.9552163742855024,1.0,poor,data/models/MoS2_MoS2_Ermolaev-o/SemiCP_M4.json
MoS2_MoS2_Ermolaev-o,MoS2,chalcogenide_or_2D,MoS2,Ermolaev-o,5,CP,SemiCP,0.0076629510595101,0.1709879366100989,1.0000000000000009,acceptable,data/models/MoS2_MoS2_Ermolaev-o/SemiCP_M5.json
MoS2_MoS2_Islam-1L,MoS2,chalcogenide_or_2D,MoS2,Islam-1L,1,CP,SemiCP,0.2317211601787636,2.8330455653498974,1.0000000000000002,poor,data/models/MoS2_MoS2_Islam-1L/SemiCP_M1.json
MoS2_MoS2_Islam-1L,MoS2,chalcogenide_or_2D,MoS2,Islam-1L,2,CP,SemiCP,0.1714621535384134,2.4441640283954644,1.0,poor,data/models/MoS2_MoS2_Islam-1L/SemiCP_M2.json
MoS2_MoS2_Islam-1L,MoS2,chalcogenide_or_2D,MoS2,Islam-1L,3,CP,CP,0.1602972835991619,2.130317617645014,1.0000007725599014,poor,data/models/MoS2_MoS2_Islam-1L/CP_M3.json
MoS2_MoS2_Islam-1L,MoS2,chalcogenide_or_2D,MoS2,Islam-1L,4,CP,CP,0.0946860283241429,1.205215774270608,1.0000000000000004,poor,data/models/MoS2_MoS2_Islam-1L/CP_M4.json
MoS2_MoS2_Islam-1L,MoS2,chalcogenide_or_2D,MoS2,Islam-1L,5,CP,CP,0.0431228221058281,0.5226987614451292,1.0,warning,data/models/MoS2_MoS2_Islam-1L/CP_M5.json
MoS2_MoS2_Islam-fewL,MoS2,chalcogenide_or_2D,MoS2,Islam-fewL,1,CP,CP,0.3918185088252199,4.087288250195247,1.0000000000000009,poor,data/models/MoS2_MoS2_Islam-fewL/CP_M1.json
MoS2_MoS2_Islam-fewL,MoS2,chalcogenide_or_2D,MoS2,Islam-fewL,2,CP,SemiCP,0.1881901994595269,1.395644687446031,1.0,poor,data/models/MoS2_MoS2_Islam-fewL/SemiCP_M2.json
MoS2_MoS2_Islam-fewL,MoS2,chalcogenide_or_2D,MoS2,Islam-fewL,3,CP,CP,0.1180393874764461,0.8543984882556904,1.0000000000000004,poor,data/models/MoS2_MoS2_Islam-fewL/CP_M3.json
MoS2_MoS2_Islam-fewL,MoS2,chalcogenide_or_2D,MoS2,Islam-fewL,4,CP,SemiCP,0.0389333814123753,0.3960244690621821,1.0000000000000009,warning,data/models/MoS2_MoS2_Islam-fewL/SemiCP_M4.json
MoS2_MoS2_Islam-fewL,MoS2,chalcogenide_or_2D,MoS2,Islam-fewL,5,CP,SemiCP,0.022954495336057,0.221307189365178,1.0000000000000002,warning,data/models/MoS2_MoS2_Islam-fewL/SemiCP_M5.json
MoS2_MoS2_Islam-o,MoS2,chalcogenide_or_2D,MoS2,Islam-o,1,CP,CP,0.1192408672014832,1.4090835907018378,1.0000000000000004,poor,data/models/MoS2_MoS2_Islam-o/CP_M1.json
MoS2_MoS2_Islam-o,MoS2,chalcogenide_or_2D,MoS2,Islam-o,2,CP,SemiCP,0.0541215782128464,0.6739978609251335,1.0000000000000002,poor,data/models/MoS2_MoS2_Islam-o/SemiCP_M2.json
MoS2_MoS2_Islam-o,MoS2,chalcogenide_or_2D,MoS2,Islam-o,3,CP,SemiCP,0.0156660143387709,0.1927592584096754,1.0000000000000002,warning,data/models/MoS2_MoS2_Islam-o/SemiCP_M3.json
MoS2_MoS2_Islam-o,MoS2,chalcogenide_or_2D,MoS2,Islam-o,4,CP,SemiCP,0.0119986909763901,0.1437542017148918,1.0000000000000009,warning,data/models/MoS2_MoS2_Islam-o/SemiCP_M4.json
MoS2_MoS2_Islam-o,MoS2,chalcogenide_or_2D,MoS2,Islam-o,5,CP,SemiCP,0.0080775952506156,0.0885775642730091,1.0000004851809947,acceptable,data/models/MoS2_MoS2_Islam-o/SemiCP_M5.json
MoS2_MoS2_Munkhbat-e,MoS2,chalcogenide_or_2D,MoS2,Munkhbat-e,1,CP,SemiCP,6.098832545983248e-07,4.579127577118164e-06,1.0000000004452805,excellent,
MoS2_MoS2_Munkhbat-e,MoS2,chalcogenide_or_2D,MoS2,Munkhbat-e,2,CP,SemiCP,4.166077447984863e-07,3.123488359324104e-06,1.000000025844422,excellent,
MoS2_MoS2_Munkhbat-e,MoS2,chalcogenide_or_2D,MoS2,Munkhbat-e,3,CP,SemiCP,2.22583278082428e-07,1.6705643957506138e-06,1.0000000646702474,excellent,
MoS2_MoS2_Munkhbat-e,MoS2,chalcogenide_or_2D,MoS2,Munkhbat-e,4,CP,SemiCP,1.6468482881078034e-07,1.2350586729136045e-06,1.0000000000000004,excellent,
MoS2_MoS2_Munkhbat-e,MoS2,chalcogenide_or_2D,MoS2,Munkhbat-e,5,none,none,,,,no_model,
MoS2_MoS2_Munkhbat-o,MoS2,chalcogenide_or_2D,MoS2,Munkhbat-o,1,CP,SemiCP,0.1792087044512365,4.461992276310231,1.0,poor,data/models/MoS2_MoS2_Munkhbat-o/SemiCP_M1.json
MoS2_MoS2_Munkhbat-o,MoS2,chalcogenide_or_2D,MoS2,Munkhbat-o,2,none,none,,,,no_model,
MoS2_MoS2_Munkhbat-o,MoS2,chalcogenide_or_2D,MoS2,Munkhbat-o,3,CP,CP,0.1502805711337126,4.100683355409345,1.0000000000000002,poor,data/models/MoS2_MoS2_Munkhbat-o/CP_M3.json
MoS2_MoS2_Munkhbat-o,MoS2,chalcogenide_or_2D,MoS2,Munkhbat-o,4,CP,CP,0.0989952821140817,2.7846564821256066,1.0,poor,data/models/MoS2_MoS2_Munkhbat-o/CP_M4.json
MoS2_MoS2_Munkhbat-o,MoS2,chalcogenide_or_2D,MoS2,Munkhbat-o,5,RP,RP,0.0201807840863301,0.4024675414933611,1.0000000000000002,warning,data/models/MoS2_MoS2_Munkhbat-o/RP_M5.json
MoS2_MoS2_Song-10L,MoS2,chalcogenide_or_2D,MoS2,Song-10L,1,CP,SemiCP,0.1366876054491714,2.487769869008639,1.0000000000000002,poor,
MoS2_MoS2_Song-10L,MoS2,chalcogenide_or_2D,MoS2,Song-10L,2,CP,CP,0.0983148548157629,1.701028156081018,1.0000000000000004,poor,
MoS2_MoS2_Song-10L,MoS2,chalcogenide_or_2D,MoS2,Song-10L,3,CP,CP,0.0513396366050497,0.8725894085343081,1.0000000000000004,poor,
MoS2_MoS2_Song-10L,MoS2,chalcogenide_or_2D,MoS2,Song-10L,4,CP,SemiCP,0.0270387616444864,0.4461660895844332,1.000000000000001,warning,
MoS2_MoS2_Song-10L,MoS2,chalcogenide_or_2D,MoS2,Song-10L,5,CP,CP,0.0295270920397999,0.5386306939380752,1.000000000000001,warning,
MoS2_MoS2_Song-13L,MoS2,chalcogenide_or_2D,MoS2,Song-13L,1,CP,SemiCP,0.1346950599001803,2.725214815622844,1.0000000000000004,poor,data/models/MoS2_MoS2_Song-13L/SemiCP_M1.json
MoS2_MoS2_Song-13L,MoS2,chalcogenide_or_2D,MoS2,Song-13L,2,CP,CP,0.0910440723431646,2.079370308472352,1.0,poor,data/models/MoS2_MoS2_Song-13L/CP_M2.json
MoS2_MoS2_Song-13L,MoS2,chalcogenide_or_2D,MoS2,Song-13L,3,CP,SemiCP,0.0289051696869816,0.6401118660212635,1.0,warning,data/models/MoS2_MoS2_Song-13L/SemiCP_M3.json
MoS2_MoS2_Song-13L,MoS2,chalcogenide_or_2D,MoS2,Song-13L,4,CP,SemiCP,0.0188636214908032,0.403993220126524,1.0000000000000004,warning,data/models/MoS2_MoS2_Song-13L/SemiCP_M4.json
MoS2_MoS2_Song-13L,MoS2,chalcogenide_or_2D,MoS2,Song-13L,5,CP,SemiCP,0.0087319200417365,0.1900127394241468,1.000000000000001,acceptable,data/models/MoS2_MoS2_Song-13L/SemiCP_M5.json
MoS2_MoS2_Song-1L,MoS2,chalcogenide_or_2D,MoS2,Song-1L,1,CP,SemiCP,0.2242310218977515,4.675383141071776,1.0,poor,data/models/MoS2_MoS2_Song-1L/SemiCP_M1.json
MoS2_MoS2_Song-1L,MoS2,chalcogenide_or_2D,MoS2,Song-1L,2,CP,SemiCP,0.2489146912463659,4.188149274751264,1.0000004599390953,poor,data/models/MoS2_MoS2_Song-1L/SemiCP_M2.json
MoS2_MoS2_Song-1L,MoS2,chalcogenide_or_2D,MoS2,Song-1L,3,CP,CP,0.0735110916017818,1.7561002464383042,1.0000000000000016,poor,data/models/MoS2_MoS2_Song-1L/CP_M3.json
MoS2_MoS2_Song-1L,MoS2,chalcogenide_or_2D,MoS2,Song-1L,4,CP,SemiCP,0.0136421870460046,0.3309333094171673,1.0000000000000009,warning,data/models/MoS2_MoS2_Song-1L/SemiCP_M4.json
MoS2_MoS2_Song-1L,MoS2,chalcogenide_or_2D,MoS2,Song-1L,5,CP,SemiCP,0.0073926986368386,0.1490760230988159,1.0000000000000009,acceptable,data/models/MoS2_MoS2_Song-1L/SemiCP_M5.json
MoS2_MoS2_Song-3L,MoS2,chalcogenide_or_2D,MoS2,Song-3L,1,CP,SemiCP,0.1843360612418482,3.156295211683932,1.0,poor,
MoS2_MoS2_Song-3L,MoS2,chalcogenide_or_2D,MoS2,Song-3L,2,CP,SemiCP,0.1503169618416429,2.126750768059419,1.0,poor,
MoS2_MoS2_Song-3L,MoS2,chalcogenide_or_2D,MoS2,Song-3L,3,RP,RP,0.2646500807417614,3.4873812938434465,1.0000000000000004,poor,
MoS2_MoS2_Song-3L,MoS2,chalcogenide_or_2D,MoS2,Song-3L,4,CP,CP,0.0427134758980817,0.6772873254185443,1.0000000000000018,warning,
MoS2_MoS2_Song-3L,MoS2,chalcogenide_or_2D,MoS2,Song-3L,5,CP,SemiCP,0.0178740928318083,0.3083708294962243,1.000000000000001,warning,
MoS2_MoS2_Song-4L,MoS2,chalcogenide_or_2D,MoS2,Song-4L,1,CP,SemiCP,0.1800451998240297,2.927669284705444,1.0,poor,data/models/MoS2_MoS2_Song-4L/SemiCP_M1.json
MoS2_MoS2_Song-4L,MoS2,chalcogenide_or_2D,MoS2,Song-4L,2,CP,SemiCP,0.1451766860636755,1.8243519300773003,1.0,poor,data/models/MoS2_MoS2_Song-4L/SemiCP_M2.json
MoS2_MoS2_Song-4L,MoS2,chalcogenide_or_2D,MoS2,Song-4L,3,CP,CP,0.102863211414317,1.5435804175830778,1.0000000000000004,poor,data/models/MoS2_MoS2_Song-4L/CP_M3.json
MoS2_MoS2_Song-4L,MoS2,chalcogenide_or_2D,MoS2,Song-4L,4,CP,CP,0.0546586933402809,0.8102448575395071,1.000000000000001,poor,data/models/MoS2_MoS2_Song-4L/CP_M4.json
MoS2_MoS2_Song-4L,MoS2,chalcogenide_or_2D,MoS2,Song-4L,5,CP,SemiCP,0.0170175994015248,0.2628955496447017,1.0000000000000029,warning,data/models/MoS2_MoS2_Song-4L/SemiCP_M5.json
MoS2_MoS2_Song-6L,MoS2,chalcogenide_or_2D,MoS2,Song-6L,1,CP,SemiCP,0.1500012717733254,3.7944721603107423,1.0000000000000002,poor,data/models/MoS2_MoS2_Song-6L/SemiCP_M1.json
MoS2_MoS2_Song-6L,MoS2,chalcogenide_or_2D,MoS2,Song-6L,2,none,none,,,,no_model,
MoS2_MoS2_Song-6L,MoS2,chalcogenide_or_2D,MoS2,Song-6L,3,RP,RP,0.0902638451250131,2.136876450289113,1.0,poor,data/models/MoS2_MoS2_Song-6L/RP_M3.json
MoS2_MoS2_Song-6L,MoS2,chalcogenide_or_2D,MoS2,Song-6L,4,CP,CP,0.0930328585800726,1.89774431069138,1.0,poor,data/models/MoS2_MoS2_Song-6L/CP_M4.json
MoS2_MoS2_Song-6L,MoS2,chalcogenide_or_2D,MoS2,Song-6L,5,RP,RP,0.0295636837214278,0.5788570443869854,1.0000000000000009,warning,data/models/MoS2_MoS2_Song-6L/RP_M5.json
MoS2_MoS2_Song-8L,MoS2,chalcogenide_or_2D,MoS2,Song-8L,1,CP,SemiCP,0.1412804192172388,3.301083782503708,1.0,poor,data/models/MoS2_MoS2_Song-8L/SemiCP_M1.json
MoS2_MoS2_Song-8L,MoS2,chalcogenide_or_2D,MoS2,Song-8L,2,none,none,,,,no_model,
MoS2_MoS2_Song-8L,MoS2,chalcogenide_or_2D,MoS2,Song-8L,3,CP,SemiCP,0.0361070302537715,0.8396057690858277,1.0000000000000004,warning,data/models/MoS2_MoS2_Song-8L/SemiCP_M3.json
MoS2_MoS2_Song-8L,MoS2,chalcogenide_or_2D,MoS2,Song-8L,4,CP,SemiCP,0.0265314586546692,0.6188117596546641,1.0000000000000009,warning,data/models/MoS2_MoS2_Song-8L/SemiCP_M4.json
MoS2_MoS2_Song-8L,MoS2,chalcogenide_or_2D,MoS2,Song-8L,5,CP,SemiCP,0.0152090631480601,0.2838576929481975,1.000000000000001,warning,data/models/MoS2_MoS2_Song-8L/SemiCP_M5.json
MoS2_MoS2_Song-bulk,MoS2,chalcogenide_or_2D,MoS2,Song-bulk,1,CP,SemiCP,0.1386030838956762,3.4813219949108585,1.0000001682879838,poor,data/models/MoS2_MoS2_Song-bulk/SemiCP_M1.json
MoS2_MoS2_Song-bulk,MoS2,chalcogenide_or_2D,MoS2,Song-bulk,2,CP,SemiCP,0.1196390744725697,2.9857771224609087,1.0000000000000009,poor,data/models/MoS2_MoS2_Song-bulk/SemiCP_M2.json
MoS2_MoS2_Song-bulk,MoS2,chalcogenide_or_2D,MoS2,Song-bulk,3,CP,CP,0.1219887331566961,3.1104168497768785,1.0000000000000009,poor,data/models/MoS2_MoS2_Song-bulk/CP_M3.json
MoS2_MoS2_Song-bulk,MoS2,chalcogenide_or_2D,MoS2,Song-bulk,4,CP,CP,0.0688246051264036,1.834907236915309,1.0,poor,data/models/MoS2_MoS2_Song-bulk/CP_M4.json
MoS2_MoS2_Song-bulk,MoS2,chalcogenide_or_2D,MoS2,Song-bulk,5,CP,CP,0.0273264629369757,0.5564406300164321,1.000000000000001,warning,data/models/MoS2_MoS2_Song-bulk/CP_M5.json
MoS2_MoS2_Ullberg,MoS2,chalcogenide_or_2D,MoS2,Ullberg,1,CP,SemiCP,0.2117855095716301,5.030443884034015,1.0000003138191629,poor,
MoS2_MoS2_Ullberg,MoS2,chalcogenide_or_2D,MoS2,Ullberg,2,CP,CP,0.1718737831194149,3.990049575216505,1.0000000000000004,poor,
MoS2_MoS2_Ullberg,MoS2,chalcogenide_or_2D,MoS2,Ullberg,3,CP,SemiCP,0.0523959490911371,1.224961394927182,1.0,poor,
MoS2_MoS2_Ullberg,MoS2,chalcogenide_or_2D,MoS2,Ullberg,4,CP,CP,0.0286413970540419,0.5736484508408319,1.0000001556655644,warning,
MoS2_MoS2_Ullberg,MoS2,chalcogenide_or_2D,MoS2,Ullberg,5,CP,SemiCP,0.0769319622276096,1.9102707517089832,1.000000000000001,poor,
MoSe2_MoSe2_Beal,MoSe2,chalcogenide_or_2D,MoSe2,Beal,1,CP,SemiCP,0.1273447685161022,2.9612753493031176,1.000000002099946,poor,
MoSe2_MoSe2_Beal,MoSe2,chalcogenide_or_2D,MoSe2,Beal,2,RP,RP,0.1002727360196985,1.701853735859739,1.0,poor,
MoSe2_MoSe2_Beal,MoSe2,chalcogenide_or_2D,MoSe2,Beal,3,CP,SemiCP,0.1007464368511757,2.345280368064581,1.0,poor,
MoSe2_MoSe2_Beal,MoSe2,chalcogenide_or_2D,MoSe2,Beal,4,CP,CP,0.0610390438104799,1.466956407556829,1.0000000000000002,poor,
MoSe2_MoSe2_Beal,MoSe2,chalcogenide_or_2D,MoSe2,Beal,5,CP,SemiCP,0.0266008229873102,0.6678232685523375,1.000000000000002,warning,
MoSe2_MoSe2_Munkhbat-e,MoSe2,chalcogenide_or_2D,MoSe2,Munkhbat-e,1,CP,CP,0.0051200721661472,0.0474065723156351,1.0,acceptable,
MoSe2_MoSe2_Munkhbat-e,MoSe2,chalcogenide_or_2D,MoSe2,Munkhbat-e,2,none,none,,,,no_model,
MoSe2_MoSe2_Munkhbat-e,MoSe2,chalcogenide_or_2D,MoSe2,Munkhbat-e,3,none,none,,,,no_model,
MoSe2_MoSe2_Munkhbat-e,MoSe2,chalcogenide_or_2D,MoSe2,Munkhbat-e,4,none,none,,,,no_model,
MoSe2_MoSe2_Munkhbat-e,MoSe2,chalcogenide_or_2D,MoSe2,Munkhbat-e,5,none,none,,,,no_model,
MoSe2_MoSe2_Munkhbat-o,MoSe2,chalcogenide_or_2D,MoSe2,Munkhbat-o,1,CP,CP,0.137607897478873,3.207811185055173,1.0000000000000009,poor,
MoSe2_MoSe2_Munkhbat-o,MoSe2,chalcogenide_or_2D,MoSe2,Munkhbat-o,2,CP,CP,0.1381322424221878,3.4133996739934545,1.0000000000000002,poor,
MoSe2_MoSe2_Munkhbat-o,MoSe2,chalcogenide_or_2D,MoSe2,Munkhbat-o,3,RP,RP,0.0565051811989484,1.4234298271440475,1.0,poor,
MoSe2_MoSe2_Munkhbat-o,MoSe2,chalcogenide_or_2D,MoSe2,Munkhbat-o,4,RP,RP,0.0551152268279925,1.3951110287687307,1.0,poor,
MoSe2_MoSe2_Munkhbat-o,MoSe2,chalcogenide_or_2D,MoSe2,Munkhbat-o,5,RP,RP,0.020726083668809,0.5039483455486249,1.0000000000000004,warning,
MoSe2_MoSe2_Pruszynska-Karbownik-e,MoSe2,chalcogenide_or_2D,MoSe2,Pruszynska-Karbownik-e,1,CP,CP,0.0003126632366317,0.00286526348532,1.0,excellent,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-e/CP_M1.json
MoSe2_MoSe2_Pruszynska-Karbownik-e,MoSe2,chalcogenide_or_2D,MoSe2,Pruszynska-Karbownik-e,2,CP,SemiCP,0.0002337123318068,0.0020785812676124,1.0000000000381624,excellent,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-e/SemiCP_M2.json
MoSe2_MoSe2_Pruszynska-Karbownik-e,MoSe2,chalcogenide_or_2D,MoSe2,Pruszynska-Karbownik-e,3,CP,SemiCP,0.0002015282475191,0.0017462627014839,1.000000000024243,excellent,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-e/SemiCP_M3.json
MoSe2_MoSe2_Pruszynska-Karbownik-e,MoSe2,chalcogenide_or_2D,MoSe2,Pruszynska-Karbownik-e,4,CP,CP,0.0003112281492167,0.0028524488112868,1.0000000000000002,excellent,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-e/CP_M4.json
MoSe2_MoSe2_Pruszynska-Karbownik-e,MoSe2,chalcogenide_or_2D,MoSe2,Pruszynska-Karbownik-e,5,CP,CP,0.0003112281118214,0.0028524517137714,1.0000000000000002,excellent,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-e/CP_M5.json
MoSe2_MoSe2_Pruszynska-Karbownik-o,MoSe2,chalcogenide_or_2D,MoSe2,Pruszynska-Karbownik-o,1,CP,CP,0.1328698455569796,2.835288336572754,1.0,poor,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-o/CP_M1.json
MoSe2_MoSe2_Pruszynska-Karbownik-o,MoSe2,chalcogenide_or_2D,MoSe2,Pruszynska-Karbownik-o,2,CP,CP,0.0894978381243254,2.1298561644277294,1.0000000000000002,poor,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-o/CP_M2.json
MoSe2_MoSe2_Pruszynska-Karbownik-o,MoSe2,chalcogenide_or_2D,MoSe2,Pruszynska-Karbownik-o,3,CP,CP,0.0790722705190947,1.892724675146836,1.000000000000001,poor,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-o/CP_M3.json
MoSe2_MoSe2_Pruszynska-Karbownik-o,MoSe2,chalcogenide_or_2D,MoSe2,Pruszynska-Karbownik-o,4,CP,SemiCP,0.1104945418912556,2.55101814242112,1.0000000000000002,poor,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-o/SemiCP_M4.json
MoSe2_MoSe2_Pruszynska-Karbownik-o,MoSe2,chalcogenide_or_2D,MoSe2,Pruszynska-Karbownik-o,5,CP,CP,0.0123011906623464,0.2634929984468595,1.0,warning,data/models/MoSe2_MoSe2_Pruszynska-Karbownik-o/CP_M5.json
Nb2O5_Nb2O5_Franta,Nb2O5,high_k_oxide,Nb2O5,Franta,1,CP,SemiCP,0.0271921154502758,0.2024776087864353,1.0000000000000004,warning,data/models/Nb2O5_Nb2O5_Franta/SemiCP_M1.json
Nb2O5_Nb2O5_Franta,Nb2O5,high_k_oxide,Nb2O5,Franta,2,CP,CP,0.0034596527728313,0.0262169109457943,1.000000413206186,excellent,data/models/Nb2O5_Nb2O5_Franta/CP_M2.json
Nb2O5_Nb2O5_Franta,Nb2O5,high_k_oxide,Nb2O5,Franta,3,CP,SemiCP,0.0015684145794634,0.0100145501017896,1.0000005164405152,excellent,data/models/Nb2O5_Nb2O5_Franta/SemiCP_M3.json
Nb2O5_Nb2O5_Franta,Nb2O5,high_k_oxide,Nb2O5,Franta,4,RP,RP,0.0006960236170439,0.003910309207361,1.0000000000000002,excellent,data/models/Nb2O5_Nb2O5_Franta/RP_M4.json
Nb2O5_Nb2O5_Franta,Nb2O5,high_k_oxide,Nb2O5,Franta,5,CP,CP,0.0003392967123691,0.0028009204291433,1.0000000000000004,excellent,data/models/Nb2O5_Nb2O5_Franta/CP_M5.json
Nb2O5_Nb2O5_Lemarchand,Nb2O5,high_k_oxide,Nb2O5,Lemarchand,1,CP,SemiCP,0.0185607709211704,0.1389791813466184,1.0000009838070758,warning,data/models/Nb2O5_Nb2O5_Lemarchand/SemiCP_M1.json
Nb2O5_Nb2O5_Lemarchand,Nb2O5,high_k_oxide,Nb2O5,Lemarchand,2,CP,CP,0.0044223919814993,0.0361366988619042,1.000000234949733,excellent,data/models/Nb2O5_Nb2O5_Lemarchand/CP_M2.json
Nb2O5_Nb2O5_Lemarchand,Nb2O5,high_k_oxide,Nb2O5,Lemarchand,3,CP,CP,0.0028555781935831,0.0213205559789404,1.0000008043014466,excellent,data/models/Nb2O5_Nb2O5_Lemarchand/CP_M3.json
Nb2O5_Nb2O5_Lemarchand,Nb2O5,high_k_oxide,Nb2O5,Lemarchand,4,CP,SemiCP,0.0007515761055035,0.0054288573471197,1.0000000910571336,excellent,data/models/Nb2O5_Nb2O5_Lemarchand/SemiCP_M4.json
Nb2O5_Nb2O5_Lemarchand,Nb2O5,high_k_oxide,Nb2O5,Lemarchand,5,CP,CP,0.0008259982210812,0.0059663405005142,1.0000003590006417,excellent,data/models/Nb2O5_Nb2O5_Lemarchand/CP_M5.json
Ni_Ni_Johnson,Ni,metal,Ni,Johnson,1,CP,SemiCP,0.0834288991028017,2.063766626003391,1.0000000000000004,poor,
Ni_Ni_Johnson,Ni,metal,Ni,Johnson,2,CP,SemiCP,0.046089286483673,0.7035912773871987,1.0000000000000004,warning,
Ni_Ni_Johnson,Ni,metal,Ni,Johnson,3,CP,SemiCP,0.0196210339741674,0.449819336015343,1.0,warning,
Ni_Ni_Johnson,Ni,metal,Ni,Johnson,4,CP,SemiCP,0.0192211234437147,0.4707168391124985,1.0,warning,
Ni_Ni_Johnson,Ni,metal,Ni,Johnson,5,CP,SemiCP,0.0209182273465888,0.5306783827575461,1.0,warning,
Ni_Ni_Rakic-BB,Ni,metal,Ni,Rakic-BB,1,CP,SemiCP,0.0679155595356559,1.3229898433014806,1.0,poor,data/models/Ni_Ni_Rakic-BB/SemiCP_M1.json
Ni_Ni_Rakic-BB,Ni,metal,Ni,Rakic-BB,2,none,none,,,,no_model,
Ni_Ni_Rakic-BB,Ni,metal,Ni,Rakic-BB,3,CP,SemiCP,0.002931742251802,0.061543946149285,1.0000000000000004,excellent,data/models/Ni_Ni_Rakic-BB/SemiCP_M3.json
Ni_Ni_Rakic-BB,Ni,metal,Ni,Rakic-BB,4,CP,SemiCP,9.705327557374638e-05,0.0017300488902906,1.0,excellent,data/models/Ni_Ni_Rakic-BB/SemiCP_M4.json
Ni_Ni_Rakic-BB,Ni,metal,Ni,Rakic-BB,5,CP,SemiCP,0.0001721154234921,0.0021983652330428,1.0,excellent,data/models/Ni_Ni_Rakic-BB/SemiCP_M5.json
Ni_Ni_Rakic-LD,Ni,metal,Ni,Rakic-LD,1,CP,SemiCP,0.0653563532655841,1.3784600661170243,1.0000000000000004,poor,
Ni_Ni_Rakic-LD,Ni,metal,Ni,Rakic-LD,2,none,none,,,,no_model,
Ni_Ni_Rakic-LD,Ni,metal,Ni,Rakic-LD,3,none,none,,,,no_model,
Ni_Ni_Rakic-LD,Ni,metal,Ni,Rakic-LD,4,CP,SemiCP,2.183441458962553e-05,0.0004814013949876,1.0000000010400798,excellent,
Ni_Ni_Rakic-LD,Ni,metal,Ni,Rakic-LD,5,CP,SemiCP,2.030932133286595e-05,0.0004657487459496,1.0,excellent,
