material_class,material_query,book,page,record_index,N,RP_RMS,RP_G_rho,RP_FDTD_status,RP_FDTD_ready,CP_family_specific_model,CP_family_RMS,CP_family_G_rho,CP_family_model_json,raw_database_points_json,fitting_grid_points_json
chalcogenide_or_2D,MoS2,MoS2,Ermolaev-1L,14,3,0.1549994728562877,1.000028786279051,NOT_FDTD_READY_G_UNSTABLE,False,AnalyticalCP,0.1384844700482869,1.0000000000000004,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Ermolaev-1L/CP_M3.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Ermolaev-1L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Ermolaev-1L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Ermolaev-1L,14,5,0.0969361170946478,1.0000870951036769,NOT_FDTD_READY_G_UNSTABLE,False,AnalyticalCP,0.03644666551197,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Ermolaev-1L/CP_M5.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Ermolaev-1L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Ermolaev-1L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Ermolaev-o,15,1,0.1733906342097514,1.0002109473445673,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.147812614060851,1.0000000000000002,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Ermolaev-o/SCP_M1.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Ermolaev-o/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Ermolaev-o/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Ermolaev-o,15,2,0.2576999716420127,1.0000459161041375,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.3220490862141035,1.0000009886241734,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Ermolaev-o/SCP_M2.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Ermolaev-o/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Ermolaev-o/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Ermolaev-o,15,4,0.1445212118848509,1.000034301040903,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.068590718567478,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Ermolaev-o/SCP_M4.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Ermolaev-o/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Ermolaev-o/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Islam-1L,2,1,0.2904992885470821,1.0000669452126894,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.2317211601787636,1.0000000000000002,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Islam-1L/SCP_M1.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-1L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-1L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Islam-1L,2,4,0.302188427520929,1.0000326045757506,NOT_FDTD_READY_G_UNSTABLE,False,AnalyticalCP,0.0946860283241429,1.0000000000000004,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Islam-1L/CP_M4.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-1L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-1L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Islam-fewL,3,1,0.390975642764432,1.0144057644512188,NOT_FDTD_READY_G_UNSTABLE,False,AnalyticalCP,0.3918185088252199,1.0000000000000009,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Islam-fewL/CP_M1.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-fewL/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-fewL/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Islam-fewL,3,2,0.2250201124425283,1.0014741362416806,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.1881901994595269,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Islam-fewL/SCP_M2.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-fewL/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-fewL/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Islam-fewL,3,3,0.1303569988927584,,NOT_FDTD_READY_G_UNSTABLE,False,AnalyticalCP,0.1180393874764461,1.0000000000000004,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Islam-fewL/CP_M3.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-fewL/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-fewL/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Islam-fewL,3,4,0.1174616077290787,,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.0389333814123753,1.0000000000000009,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Islam-fewL/SCP_M4.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-fewL/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-fewL/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Islam-fewL,3,5,0.14667811979599,,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.022954495336057,1.0000000000000002,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Islam-fewL/SCP_M5.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-fewL/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-fewL/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Islam-o,4,3,0.0237021556268354,1.01351258217323,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.0156660143387709,1.0000000000000002,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Islam-o/SCP_M3.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-o/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Islam-o/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Munkhbat-e,17,1,5.551550791662218e-05,,NOT_EXPORTED_OR_AUDIT_REJECTED,False,SemiCP,6.098832545983248e-07,1.0000000004452805,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Munkhbat-e/SCP_M1.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-e/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-e/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Munkhbat-e,17,2,1.8286285097016922e-07,1.0005393962674791,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,4.166077447984863e-07,1.000000025844422,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Munkhbat-e/SCP_M2.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-e/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-e/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Munkhbat-e,17,3,4.2987079638397533e-07,,NOT_EXPORTED_OR_AUDIT_REJECTED,False,SemiCP,2.22583278082428e-07,1.0000000646702474,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Munkhbat-e/SCP_M3.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-e/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-e/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Munkhbat-e,17,4,3.653776096632614e-07,,NOT_EXPORTED_OR_AUDIT_REJECTED,False,SemiCP,1.6468482881078034e-07,1.0000000000000004,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Munkhbat-e/SCP_M4.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-e/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-e/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Munkhbat-o,16,1,0.6321911148250967,1.0000070005478208,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.1792087044512365,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Munkhbat-o/SCP_M1.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-o/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-o/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Munkhbat-o,16,3,0.1455978960135713,1.0000367319688972,NOT_FDTD_READY_G_UNSTABLE,False,AnalyticalCP,0.1502805711337126,1.0000000000000002,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Munkhbat-o/CP_M3.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-o/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-o/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Munkhbat-o,16,4,0.0578607287329073,1.0000562941825757,NOT_FDTD_READY_G_UNSTABLE,False,AnalyticalCP,0.0989952821140817,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Munkhbat-o/CP_M4.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-o/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Munkhbat-o/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Song-13L,6,1,0.1409573291950909,1.0000021297342163,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.1346950599001803,1.0000000000000004,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Song-13L/SCP_M1.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-13L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-13L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Song-13L,6,2,0.1900241443997708,1.0001617064424109,NOT_FDTD_READY_G_UNSTABLE,False,AnalyticalCP,0.0910440723431646,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Song-13L/CP_M2.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-13L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-13L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Song-13L,6,3,0.0457068510152837,1.0106315823477603,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.0289051696869816,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Song-13L/SCP_M3.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-13L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-13L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Song-1L,7,2,0.2725633452261373,1.000007727808386,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.2489146912463659,1.0000004599390953,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Song-1L/SCP_M2.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-1L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-1L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Song-1L,7,3,0.0942944447549659,1.0021649030718172,NOT_FDTD_READY_G_UNSTABLE,False,AnalyticalCP,0.0735110916017818,1.0000000000000016,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Song-1L/CP_M3.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-1L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-1L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Song-3L,8,2,0.2922329083187275,1.0000586161755736,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.1503169618416429,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Song-3L/SCP_M2.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-3L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-3L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Song-3L,8,5,0.0535720457647236,,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.0178740928318083,1.000000000000001,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Song-3L/SCP_M5.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-3L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-3L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Song-4L,9,2,0.2331607369447703,1.0001003849499095,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.1451766860636755,1.0,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Song-4L/SCP_M2.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-4L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-4L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Song-4L,9,3,0.1322313181992673,1.0554510809579116,NOT_FDTD_READY_G_UNSTABLE,False,AnalyticalCP,0.102863211414317,1.0000000000000004,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Song-4L/CP_M3.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-4L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-4L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Song-4L,9,4,0.1265330288853367,1.049393545223751,NOT_FDTD_READY_G_UNSTABLE,False,AnalyticalCP,0.0546586933402809,1.000000000000001,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Song-4L/CP_M4.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-4L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-4L/fitting_grid_points.json
chalcogenide_or_2D,MoS2,MoS2,Song-4L,9,5,0.1103277814676323,1.0579276526385215,NOT_FDTD_READY_G_UNSTABLE,False,SemiCP,0.0170175994015248,1.0000000000000029,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/stable_model_json_by_N/MoS2_MoS2_Song-4L/SCP_M5.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-4L/raw_database_points.json,batch_database_RI_to_FDTDready_RP_CP_SCP_v22_parallel_VISNIR_common_N1_to_N5_web/00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY/experimental/MoS2_MoS2_Song-4L/fitting_grid_points.json
